#{"t_start": 1752037085.2513354, "env_id": "None"}
r,l,t,reason
-3.468371,138,35.305661,collision
-0.180645,274,95.590336,goal_reached
-0.660558,478,197.130265,goal_reached
1.415913,209,244.435055,goal_reached
-1.205269,280,306.308217,no_progress
1.189461,218,355.409127,goal_reached
-1.361888,109,382.496526,collision
0.230052,679,524.601268,goal_reached
-3.430215,490,628.624302,collision
0.181652,375,709.249537,goal_reached
-2.217313,257,766.160557,collision
-0.249635,390,849.608077,goal_reached
0.066575,350,925.087831,goal_reached
-1.698398,506,1031.919474,no_progress
-3.138133,220,1081.270723,collision
1.077975,294,1402.890571,goal_reached
0.982971,219,1452.671193,goal_reached
-3.684241,367,1532.007778,goal_reached
1.357075,215,1580.51759,goal_reached
-2.608984,318,1649.96391,collision
-1.412536,196,1694.686572,collision
0.752071,176,1735.2637,goal_reached
-0.153877,325,1805.991773,goal_reached
-2.709791,130,1837.210275,collision
1.487525,137,1869.779971,goal_reached
1.323381,177,1910.481922,goal_reached
-0.652835,333,1982.598109,goal_reached
0.418341,320,2052.182279,goal_reached
0.615532,200,2097.633344,goal_reached
-1.152396,59,2114.59681,collision
-0.291511,147,2149.295187,goal_reached
-0.167049,184,2191.946409,goal_reached
0.005703,335,2266.510971,goal_reached
-2.4655,238,2320.928094,no_progress
-6.734027,303,2387.205439,collision
1.629051,179,2428.298011,goal_reached
-0.024351,159,2465.573716,goal_reached
-1.023308,61,2660.406576,collision
-1.492688,236,2713.157193,collision
1.300347,147,2747.865144,goal_reached
-1.874848,66,2766.33082,collision
-0.608251,181,2807.791884,goal_reached
-1.390395,204,2853.967599,goal_reached
-1.45542,211,2901.482744,goal_reached
-2.341883,219,2950.683547,collision
-1.168254,98,2975.446934,collision
-1.065376,54,2991.322585,collision
1.469668,95,3015.513515,goal_reached
-6.521069,277,3076.504753,collision
0.899557,107,3103.021573,goal_reached
-4.305629,150,3138.382853,collision
-0.909744,275,3198.604279,goal_reached
0.641057,176,3239.074094,goal_reached
-4.272711,212,3286.841512,goal_reached
-2.801982,284,3349.209984,collision
-7.695229,206,3395.92073,collision
0.288448,187,3438.677935,goal_reached
1.111453,244,3493.027545,goal_reached
-1.458777,41,3506.350736,collision
-1.343515,115,3534.590039,collision
1.561733,133,3566.467131,goal_reached
-5.584483,337,3639.491337,goal_reached
-2.607856,147,3674.245903,collision
-2.528631,263,3732.210151,no_progress
-1.890594,100,3757.45878,collision
0.006418,160,3794.7678,goal_reached
1.039144,187,4217.630341,goal_reached
-1.185623,223,4267.903714,collision
0.924143,131,4299.510491,goal_reached
-3.982386,225,4350.022534,collision
-2.019783,459,4447.54533,goal_reached
-1.078439,231,4499.330589,goal_reached
0.700485,188,4542.342738,goal_reached
1.196006,160,4579.715927,goal_reached
0.199098,142,4613.466269,goal_reached
-1.85537,335,4686.044058,goal_reached
-1.129137,44,4699.992331,collision
-1.148344,177,4740.583462,goal_reached
0.77387,134,4772.697994,goal_reached
1.053136,199,4818.00213,goal_reached
-0.690113,187,4860.928245,goal_reached
1.155561,164,4899.138181,goal_reached
-1.284735,36,4911.531193,collision
1.318888,103,4937.286356,goal_reached
0.305014,182,4979.172951,goal_reached
-1.286866,76,4999.587602,collision
1.152052,158,5036.434838,goal_reached
0.984841,208,5083.505339,goal_reached
0.693477,158,5120.539521,goal_reached
1.152596,139,5153.664205,goal_reached
1.403524,248,5208.85303,goal_reached
1.06592,157,5245.559616,goal_reached
1.30461,135,5277.841138,goal_reached
0.608253,187,5320.47286,goal_reached
-1.252357,49,5335.390795,collision
0.424883,203,5534.382626,goal_reached
-0.860461,173,5574.305956,goal_reached
0.808737,189,5617.538698,goal_reached
1.650008,124,5647.662885,goal_reached
1.346622,143,5681.717776,goal_reached
-1.699026,114,5709.953047,collision
-0.251002,160,5747.341986,goal_reached
0.270139,182,5789.19234,goal_reached
-1.383723,32,5800.798074,collision
0.085289,127,5831.521374,goal_reached
0.774423,174,5871.84407,goal_reached
-1.668058,102,5897.576582,collision
-1.830495,194,5941.746256,collision
-1.094566,80,5962.894581,collision
0.12987,275,6023.394638,goal_reached
-1.38799,57,6039.984864,collision
-1.219863,54,6055.878029,collision
0.144114,137,6088.57248,goal_reached
0.890786,157,6125.409393,goal_reached
1.224003,106,6151.866847,goal_reached
-1.233891,48,6166.650423,collision
1.563049,184,6208.783439,goal_reached
1.243124,107,6235.487023,goal_reached
-1.645005,34,6247.474635,collision
-3.78316,158,6284.338968,collision
-1.327387,117,6312.959914,collision
-1.252699,81,6334.330282,collision
-1.358269,113,6362.201374,collision
0.880988,225,6412.570181,goal_reached
-2.553307,209,6459.883649,goal_reached
-1.089773,147,6494.653377,collision
-0.870233,112,6522.169791,collision
1.440253,154,6558.22982,goal_reached
-0.543216,280,6619.614946,goal_reached
-1.781957,303,6919.22913,collision
-0.02094,146,6953.660015,goal_reached
0.932257,127,6984.438444,goal_reached
-1.368927,69,7003.547331,collision
1.141053,207,7050.325699,goal_reached
0.254976,199,7095.583505,goal_reached
-0.947307,155,7131.958728,collision
-1.87406,234,7184.033846,collision
-2.598297,316,7252.655098,goal_reached
0.768011,164,7290.767198,goal_reached
-3.02556,92,7314.492834,collision
-1.154985,46,7328.778122,collision
-8.357178,366,7407.524924,collision
-1.1934,60,7424.576982,collision
0.824201,128,7455.337301,goal_reached
-1.180006,43,7469.170025,collision
-2.908844,173,7509.059759,collision
0.117363,182,7550.797722,goal_reached
1.254967,99,7575.856727,goal_reached
-1.687081,96,7600.325035,collision
-3.900516,203,7646.27474,collision
0.907246,92,7669.908366,goal_reached
0.72871,253,7726.168921,goal_reached
-4.951426,567,7845.945344,collision
-2.215049,247,7901.1253,collision
1.603206,86,7923.514472,goal_reached
-0.612118,359,8000.980989,no_progress
-5.260157,149,8036.060599,collision
-1.290826,250,8200.645003,goal_reached
-5.077879,233,8252.805642,collision
-1.469274,31,8264.122879,collision
-5.268964,650,8400.441817,collision
1.259633,107,8427.053673,goal_reached
1.598618,129,8458.179807,goal_reached
0.181428,213,8506.237294,goal_reached
1.728026,83,8528.114388,goal_reached
-1.525344,84,8550.178739,collision
-2.312798,305,8616.662674,goal_reached
1.524222,227,8667.616554,goal_reached
-0.957485,230,8719.161715,goal_reached
1.359649,126,8749.653758,goal_reached
-2.284894,215,8798.143156,collision
-1.71038,48,8813.265304,collision
-4.459597,342,8888.643654,collision
-4.673642,486,8993.216394,goal_reached
-1.509404,64,9011.671605,collision
-1.189068,39,9025.003011,collision
-1.349882,274,9085.936639,goal_reached
-0.488724,244,9140.174106,goal_reached
1.209264,104,9166.28123,goal_reached
1.60985,97,9190.947349,goal_reached
-1.522896,199,9236.062141,goal_reached
1.320737,244,9290.18832,goal_reached
-0.457167,196,9482.826466,goal_reached
-6.91994,305,9549.471074,no_progress
1.431495,79,9569.93653,goal_reached
-1.955686,128,9600.886044,collision
-2.118939,65,9618.976841,collision
-1.777045,103,9644.778342,collision
1.734352,118,9673.672103,goal_reached
-1.163549,376,9754.61089,goal_reached
-0.467744,226,9805.420042,goal_reached
0.40782,435,9898.391882,goal_reached
0.514255,175,9938.942459,goal_reached
1.224692,457,10036.389652,goal_reached
1.402026,90,10059.702276,goal_reached
0.701404,301,10125.571761,goal_reached
0.898192,216,10174.355998,goal_reached
-0.907604,158,10211.415529,goal_reached
-0.128606,232,10263.286157,goal_reached
0.691966,166,10301.882087,goal_reached
-1.886482,45,10316.045094,collision
-0.97916,428,10407.421654,goal_reached
1.040905,167,10446.318781,goal_reached
-0.252185,275,10506.912546,goal_reached
1.316364,141,10540.507603,goal_reached
0.04815,169,10579.725003,goal_reached
1.082625,189,10819.132711,goal_reached
1.055563,144,10853.378286,goal_reached
0.102965,131,10884.891566,goal_reached
1.266906,133,10916.817841,goal_reached
1.392658,73,10936.620022,goal_reached
-0.378729,297,11001.568051,no_progress
-5.174738,473,11102.038558,collision
0.06629,202,11147.84404,goal_reached
-2.591328,49,11162.865502,collision
-0.683702,134,11194.950086,goal_reached
0.592547,140,11228.328135,goal_reached
-1.274406,38,11241.156815,collision
-1.37321,56,11257.474759,collision
-0.189648,281,11319.359376,no_progress
-1.877059,142,11360.751974,collision
-0.6599,313,11428.92285,goal_reached
-0.615059,225,11479.152332,goal_reached
1.45785,117,11507.792267,goal_reached
-0.524334,410,11595.303505,goal_reached
1.367752,158,11632.204394,goal_reached
1.752066,151,11667.654635,goal_reached
0.877399,124,11697.733693,goal_reached
0.611506,109,11724.826991,goal_reached
-2.009299,64,11742.788505,collision
1.471715,73,11762.484105,goal_reached
1.450291,67,11781.127999,goal_reached
1.433512,88,11803.970278,goal_reached
-0.202025,161,11841.636292,goal_reached
1.722484,81,11863.03475,goal_reached
-2.266631,108,11889.889425,collision
-0.058164,233,11941.879918,goal_reached
1.119049,181,12159.049691,goal_reached
-0.779609,240,12212.486546,goal_reached
0.787011,334,12284.914867,goal_reached
1.381261,89,12307.9471,goal_reached
0.17,112,12335.627367,goal_reached
0.591177,134,12367.713116,goal_reached
-1.243757,265,12426.188396,goal_reached
0.215663,181,12467.796806,goal_reached
0.405791,286,12530.489087,goal_reached
1.321458,107,12557.110247,goal_reached
-0.936738,76,12577.480386,collision
0.41291,164,12615.484683,goal_reached
1.527197,104,12641.528705,goal_reached
1.520518,84,12663.529242,goal_reached
0.841108,148,12698.511178,goal_reached
-2.187958,392,12782.599799,collision
-1.222222,101,12807.876012,collision
0.490321,293,12871.912257,goal_reached
1.562149,80,12893.128175,goal_reached
-0.225454,328,12964.37974,goal_reached
1.249136,82,12986.064537,goal_reached
1.296057,72,13005.631091,goal_reached
-2.475201,88,13028.417181,collision
-0.160718,255,13084.776749,goal_reached
-0.240727,284,13147.168281,goal_reached
-2.676294,285,13209.817627,collision
-1.23041,90,13233.002,collision
-0.956771,264,13467.181926,goal_reached
0.464713,195,13511.559565,goal_reached
-3.459452,146,13546.116132,collision
-0.481481,185,13588.501343,goal_reached
1.767515,105,13614.823754,goal_reached
1.459629,80,13636.144654,goal_reached
-0.509987,259,13693.527932,goal_reached
-1.549051,47,13708.09068,collision
-1.104574,42,13721.56975,collision
0.319858,105,13747.641678,goal_reached
0.997491,142,13781.296335,goal_reached
1.418635,138,13814.216828,goal_reached
0.820951,180,13855.634573,goal_reached
0.303977,318,13924.917677,goal_reached
0.058092,263,13983.026425,goal_reached
-3.640322,109,14010.01958,collision
-1.237397,85,14032.125086,collision
-1.67769,107,14058.596027,collision
-4.825594,137,14091.126101,collision
-1.370452,321,14160.865178,goal_reached
1.459553,93,14184.70934,goal_reached
1.174859,159,14221.943509,goal_reached
-1.117575,71,14241.351696,collision
-1.254349,78,14262.038498,collision
-2.131202,99,14286.996158,collision
1.395051,61,14304.363903,goal_reached
0.660712,265,14362.965587,goal_reached
0.101505,119,14392.076664,goal_reached
