#{"t_start": 1751876082.229974, "env_id": "None"}
r,l,t,reason
-0.565328,403,89.965434,goal_reached
-1.335807,498,198.374691,goal_reached
1.184638,154,235.296418,goal_reached
1.429848,191,279.47354,goal_reached
-1.721563,278,341.45285,collision
-1.461319,133,374.396803,collision
-0.279186,231,427.44987,no_progress
-3.825819,309,496.508434,no_progress
-2.487988,168,536.705332,collision
-2.646701,149,572.635923,collision
0.997683,208,620.664799,goal_reached
-1.211932,35,633.082213,collision
1.671681,144,668.007248,goal_reached
-1.983816,171,708.574459,collision
-3.403283,356,787.21244,collision
-2.308888,180,829.848267,collision
0.824601,224,881.473669,goal_reached
0.609513,172,922.189317,goal_reached
1.293446,94,946.917792,goal_reached
-2.433054,138,980.724013,collision
-6.732003,678,1126.084761,collision
1.600724,254,1405.093766,goal_reached
1.353424,144,1440.243375,goal_reached
-0.73385,180,1482.89863,goal_reached
-2.65558,492,1589.789506,goal_reached
-1.432945,147,1625.353461,collision
-2.06558,146,1660.763443,collision
1.108918,152,1697.429475,goal_reached
0.088453,192,1742.363402,goal_reached
-1.184516,247,1798.926261,no_progress
1.449174,90,1822.75826,goal_reached
1.685254,129,1854.709417,goal_reached
1.336657,206,1902.784486,goal_reached
1.396246,140,1936.92291,goal_reached
1.207319,182,1979.891484,goal_reached
1.475774,189,2024.160841,goal_reached
0.277451,241,2079.18351,goal_reached
-1.063505,341,2154.992107,no_progress
0.405323,107,2182.32138,goal_reached
-2.060919,144,2217.244798,collision
-1.448402,141,2251.569284,collision
0.577355,177,2292.707839,goal_reached
1.462279,249,2348.292047,goal_reached
-1.675733,129,2379.639747,collision
-0.464005,653,2516.581494,no_progress
-1.846335,174,2940.17587,collision
1.560743,258,2997.533073,goal_reached
1.369048,150,3033.051257,goal_reached
-1.679188,140,3066.870101,collision
1.311841,218,3115.469896,goal_reached
1.068337,194,3159.883976,goal_reached
-2.336354,117,3188.776904,collision
-3.342839,477,3290.48643,collision
-1.12267,401,3376.726288,goal_reached
1.354641,143,3410.921267,goal_reached
-1.244403,133,3443.055703,collision
0.859863,124,3473.251513,goal_reached
-1.752503,147,3508.291399,collision
-1.951798,240,3561.912602,collision
-3.074591,267,3620.903429,collision
-1.147183,185,3663.373855,collision
