#{"t_start": 1751990027.2506568, "env_id": "None"}
r,l,t,reason
-1.374076,155,37.948344,collision
0.177443,215,86.270981,goal_reached
-1.781321,82,107.991613,collision
1.239138,124,138.091181,goal_reached
0.42452,200,183.732205,goal_reached
-1.502074,109,210.695971,collision
-2.99873,111,238.108623,collision
1.31882,149,273.225967,goal_reached
-3.067275,265,331.959053,collision
1.205427,161,369.437895,goal_reached
-1.493408,358,446.44692,no_progress
0.670866,231,498.209495,goal_reached
0.74235,264,556.789076,goal_reached
-2.465476,303,623.36085,collision
-1.423667,85,645.54843,collision
-2.321354,196,689.906822,collision
1.099229,165,727.965123,goal_reached
-1.987683,393,812.239566,collision
0.893091,294,876.619179,goal_reached
0.859944,171,915.999719,goal_reached
-3.541246,211,963.580925,collision
-2.652631,274,1024.008562,collision
1.64814,171,1063.644191,goal_reached
-0.885007,182,1105.567264,goal_reached
0.960852,298,1244.851698,goal_reached
-1.838159,111,1272.317655,collision
-2.091228,269,1331.392981,goal_reached
-0.314461,276,1392.400747,goal_reached
-3.241661,156,1428.898091,collision
1.438852,144,1463.004796,goal_reached
1.242511,185,1505.595015,goal_reached
-3.89689,370,1585.445038,goal_reached
-1.190587,404,1672.401057,goal_reached
1.498332,142,1706.382741,goal_reached
0.973196,281,1768.165799,goal_reached
-0.478951,331,1840.42742,goal_reached
1.190787,233,1892.759521,goal_reached
1.638818,219,1942.190957,goal_reached
1.504296,235,1994.60594,goal_reached
0.614166,204,2041.009619,goal_reached
1.334792,215,2089.404079,goal_reached
0.987142,224,2139.736928,goal_reached
1.387553,119,2168.864885,goal_reached
-2.957349,284,2231.38967,collision
1.349991,247,2286.464641,goal_reached
-0.520925,492,2644.781399,goal_reached
-1.551665,408,2732.370852,goal_reached
0.024668,247,2787.377697,goal_reached
-1.854613,158,2824.329702,collision
0.096224,276,2885.187383,goal_reached
1.259852,124,2915.423005,goal_reached
1.044398,203,2961.727219,goal_reached
-1.760996,229,3013.140352,goal_reached
-3.811008,277,3074.383205,collision
1.280429,240,3127.836916,goal_reached
1.481712,131,3159.468191,goal_reached
-1.472035,290,3223.348725,goal_reached
-2.898385,261,3281.335043,collision
-1.231118,263,3339.46046,goal_reached
-3.150962,282,3401.450912,collision
0.48702,370,3480.954682,goal_reached
0.658597,314,3549.484444,goal_reached
-1.987172,215,3597.984666,collision
-1.836648,52,3613.539834,collision
0.449985,220,3663.000974,goal_reached
-1.071483,368,3884.075277,goal_reached
-3.212679,250,3939.762481,collision
1.472659,111,3967.297092,goal_reached
-2.311313,105,3993.771121,collision
-2.042655,426,4084.917349,goal_reached
-0.564214,175,4125.548092,goal_reached
-1.416395,295,4190.255542,goal_reached
-2.88225,125,4220.650628,collision
1.322286,204,4266.986013,goal_reached
-1.460586,164,4305.168503,collision
-1.374421,190,4348.647612,collision
-0.686171,404,4435.444323,goal_reached
0.213506,272,4495.251829,goal_reached
0.637725,241,4549.119103,goal_reached
1.621289,257,4606.106541,goal_reached
-4.922733,247,4661.181766,collision
0.069067,245,4715.744089,goal_reached
1.201937,131,4747.23983,goal_reached
0.163532,292,4811.231039,goal_reached
0.213219,342,4885.487758,goal_reached
-0.304536,422,5187.743712,goal_reached
-1.306415,56,5204.195604,collision
0.592535,240,5257.75463,goal_reached
1.653817,157,5294.733334,goal_reached
-2.706479,307,5361.858479,collision
1.303977,138,5394.858508,goal_reached
0.670435,236,5447.719057,goal_reached
1.390825,170,5487.326893,goal_reached
-3.256823,182,5529.4279,collision
1.668361,174,5569.538614,goal_reached
0.520045,280,5631.354722,goal_reached
0.829433,232,5683.367133,goal_reached
-0.371577,197,5728.324471,goal_reached
-4.016621,395,5813.353378,collision
-0.146569,414,5901.932663,goal_reached
-2.418444,102,5927.785811,collision
0.468494,272,5987.665936,goal_reached
1.160054,265,6046.531165,goal_reached
0.675262,248,6101.812963,goal_reached
1.299694,210,6149.457599,goal_reached
1.485306,111,6177.121899,goal_reached
-0.441991,271,6237.033469,goal_reached
-2.014075,67,6255.656593,collision
-1.718313,303,6605.067444,collision
1.183569,166,6643.589144,goal_reached
1.449791,237,6696.676972,goal_reached
0.270085,272,6756.862776,goal_reached
-3.439154,237,6809.927333,collision
-1.511806,85,6832.129001,collision
0.238625,259,6889.652963,goal_reached
-1.777293,134,6922.018755,collision
1.751956,205,6968.335228,goal_reached
0.888,201,7014.204118,goal_reached
-2.963575,298,7079.751812,collision
1.660584,180,7121.116789,goal_reached
