#{"t_start": 1751882120.2652009, "env_id": "None"}
r,l,t,reason
1.569261,106,28.533711,goal_reached
-1.233062,32,40.406069,collision
-1.262687,64,58.754755,collision
-1.558246,143,92.986269,collision
-2.517425,230,145.290424,collision
-2.889295,156,182.937228,collision
-1.2515,112,210.948147,collision
-4.727731,205,258.060506,collision
-1.727183,51,273.847725,collision
-3.293493,213,322.743935,collision
-0.627566,256,380.105799,goal_reached
-0.039339,256,437.192124,goal_reached
-1.491676,215,486.22244,collision
-2.199323,110,514.012893,collision
0.516821,200,559.992841,goal_reached
-2.584025,158,598.254562,collision
-1.521555,323,668.823835,goal_reached
-0.127376,157,706.23048,goal_reached
-1.338064,41,719.987375,collision
0.470246,157,757.296986,goal_reached
-1.304621,37,770.213105,collision
-1.129211,100,796.051115,collision
-1.20166,60,813.704112,collision
-1.387051,34,825.887201,collision
0.984019,181,867.818637,goal_reached
0.952618,131,899.739926,goal_reached
-2.159877,110,927.471053,collision
-1.360279,30,938.918041,collision
-1.068216,60,956.4649,collision
-1.271931,26,967.128352,collision
0.744366,129,998.748072,goal_reached
-1.187242,60,1016.475753,collision
0.651693,170,1056.324659,goal_reached
-1.185026,90,1080.003463,collision
-1.489985,31,1091.612303,collision
-1.433495,66,1110.456197,collision
0.004522,160,1148.303495,goal_reached
-1.236323,33,1160.514702,collision
-1.332309,428,1340.988378,goal_reached
1.267854,119,1370.476012,goal_reached
0.532162,141,1404.477336,goal_reached
1.112387,121,1434.372596,goal_reached
-1.006311,136,1467.272035,goal_reached
1.067976,113,1495.595824,goal_reached
-0.646457,270,1555.733857,goal_reached
0.742983,257,1613.318026,goal_reached
-0.683737,109,1640.855922,goal_reached
-5.56192,237,1694.936452,collision
-2.926049,229,1746.758255,collision
1.49076,123,1777.207731,goal_reached
1.141008,99,1802.6919,goal_reached
-1.213682,36,1815.358351,collision
1.47394,156,1852.411121,goal_reached
-1.809729,64,1870.7507,collision
1.39987,148,1906.146979,goal_reached
-1.362805,97,1931.397237,collision
-1.989324,78,1952.555852,collision
-1.421046,37,1965.445703,collision
1.179671,263,2024.060423,goal_reached
-1.502233,46,2038.8809,collision
0.858389,140,2072.674781,goal_reached
-0.235229,129,2104.2663,goal_reached
1.223823,90,2128.024033,goal_reached
-1.227178,42,2141.984919,collision
-1.442065,43,2156.097064,collision
-1.297346,54,2172.575021,collision
-1.006257,81,2194.514581,collision
-1.568418,137,2227.616217,goal_reached
1.189796,100,2253.287766,goal_reached
-0.799439,204,2300.216263,goal_reached
-2.330554,167,2339.583007,collision
-1.150927,59,2356.983499,collision
-1.32296,75,2377.724299,collision
-3.908336,231,2429.908384,collision
-0.91962,118,2459.257851,collision
-2.017818,179,2500.841729,collision
-1.184716,48,2516.140472,collision
-2.148344,386,2733.725434,collision
-0.134314,154,2770.345589,goal_reached
0.436495,161,2808.470191,goal_reached
-1.497612,77,2829.619666,collision
0.81704,262,2888.079973,goal_reached
-0.525562,160,2925.968113,goal_reached
-1.430984,68,2945.472705,collision
-1.781015,117,2974.530341,collision
-1.893126,257,3031.959105,goal_reached
1.403853,174,3072.605875,goal_reached
1.324126,120,3102.313934,goal_reached
-1.685291,203,3149.284395,collision
-2.257858,51,3164.93155,collision
0.849538,140,3198.654408,goal_reached
-1.292874,39,3212.011079,collision
-1.102347,102,3238.06967,collision
-1.230432,83,3260.34851,collision
-1.314773,64,3278.860866,collision
0.97455,169,3318.673619,goal_reached
0.675747,167,3357.983258,goal_reached
1.573833,116,3386.920652,goal_reached
-0.928047,180,3429.091467,goal_reached
-1.839915,78,3450.395953,collision
1.375016,84,3472.79032,goal_reached
0.798646,188,3516.466054,goal_reached
0.490111,224,3567.76827,goal_reached
-1.118968,50,3583.341916,collision
1.769363,157,3620.560161,goal_reached
-1.216068,32,3632.492189,collision
-1.251884,81,3654.31016,collision
-1.091717,53,3670.444477,collision
1.430177,181,3712.536057,goal_reached
-1.378768,107,3739.714903,collision
-1.520803,122,3769.757935,collision
-1.047102,113,3797.981271,collision
-1.366506,42,3812.036116,collision
1.726616,141,3845.993143,goal_reached
-1.869174,93,3870.273991,collision
0.130831,255,4189.828867,goal_reached
0.43356,140,4224.082365,goal_reached
-1.577715,97,4249.320624,collision
1.140729,175,4290.132099,goal_reached
-1.691838,211,4338.300494,collision
-0.175959,234,4391.330205,goal_reached
-1.032165,80,4412.946241,collision
-1.242002,100,4438.48219,collision
-1.200024,80,4460.11195,collision
