#{"t_start": 1750065139.8305347, "env_id": "None"}
r,l,t
-0.520705,63,18716.347691
0.724866,228,18763.225058
0.701518,1,18764.272814
-0.537776,78,18780.845712
-0.701886,38,18789.457763
-0.807228,159,18822.443084
-0.547916,53,18834.014318
-0.602632,43,18843.51137
-0.551476,4,18845.170663
0.988895,151,18876.448662
-0.82652,39,18885.176275
0.931378,155,18917.256817
0.70048,1,18918.323423
-0.506922,5,18920.162932
1.027438,132,18947.62354
0.699293,1,18948.673332
-0.485823,94,18968.468923
-0.721578,65,18982.47621
-0.658386,121,19007.684345
-0.750311,50,19018.703517
-0.574872,124,19044.572183
0.75148,158,19077.386841
0.700393,1,19078.450771
-0.529309,41,19087.558787
-0.580955,142,19117.017619
-0.764055,35,19124.93339
-0.578981,7,19127.1941
-0.543326,48,19137.849313
-0.597817,54,19149.588863
-0.662669,86,19167.736507
-0.60388,38,19176.255719
-0.609662,63,19189.809818
-0.649252,127,19216.310754
-0.890424,96,19236.541408
-0.828939,172,19271.995744
-0.525305,13,19275.458497
-0.540498,12,19278.778569
-0.526665,15,19282.657194
-0.537597,15,19286.540246
-0.516951,5,19288.385923
-0.562191,136,19316.741791
-0.718986,5,19318.586146
-0.525281,72,19333.980224
-0.630516,33,19341.491524
-0.596883,52,19352.841006
-0.619711,57,19365.158792
-0.599322,32,19411.357728
-0.574173,69,19426.110677
-0.613125,3,19427.573694
0.971588,161,19460.898249
0.700171,1,19461.960329
-0.511938,27,19468.270024
-0.546954,24,19473.999764
-0.57706,71,19489.184654
-0.662,49,19500.00885
-0.546846,26,19506.091033
-0.578911,40,19515.003371
-0.575702,5,19516.862787
-0.518742,87,19535.317116
-0.690459,37,19543.605803
-0.627165,169,19578.462933
-0.82313,111,19601.683963
-0.678591,26,19607.787519
-0.537255,69,19622.554007
-0.663457,15,19626.417628
-0.594987,174,19662.304102
-0.801604,38,19670.848623
-0.607246,115,19694.873274
