#{"t_start": 1750262033.8702266, "env_id": "None"}
r,l,t,reason
-0.702368,127,29.69671,collision
-1.163364,7,35.221877,collision
-0.865727,28,43.787083,collision
-0.30748,178,82.555078,collision
-1.533108,119,110.422601,collision
-1.176206,183,151.249278,collision
-1.035462,118,179.023542,collision
-1.157781,9,184.713591,collision
-0.817717,10,189.616722,collision
-0.80726,4,193.326049,collision
-0.858293,31,202.435778,collision
-0.512718,133,233.151692,collision
-1.252934,107,258.864705,collision
-1.017479,102,283.293048,collision
-1.138347,3,287.806654,collision
-0.80872,4,291.499945,collision
-0.602189,67,307.953394,collision
-0.977172,61,324.211163,collision
-1.052838,143,356.819802,collision
-1.143846,8,362.347879,collision
-0.824513,14,368.081672,collision
-0.81853,6,372.203364,collision
-0.820427,13,377.735312,collision
-0.841428,13,384.274894,collision
-0.832414,13,389.826424,collision
-0.608716,65,405.846236,collision
-0.930305,69,423.701544,collision
-1.059918,122,452.078166,collision
-1.176552,25,460.991394,collision
-0.106004,226,509.405694,no_progress
-1.029388,114,536.257219,collision
-1.139422,3,540.78248,collision
-0.823561,11,545.901592,collision
-0.775366,163,581.684235,collision
-1.184682,19,589.443941,collision
-0.820102,7,593.769775,collision
-0.533975,90,614.961966,collision
-1.19249,129,644.850832,collision
-1.152771,9,650.561491,collision
-0.842285,22,657.860574,collision
-0.635857,102,681.858215,collision
-1.211607,18,689.383759,collision
-0.795974,3,692.880163,collision
-0.529067,155,727.017405,collision
-1.301482,118,754.779199,collision
-1.086525,142,787.311667,collision
0.926298,297,851.164537,goal_reached
0.130514,1,855.271856,goal_reached
-0.520753,146,887.649808,collision
-1.395121,3,892.144786,collision
-0.596483,149,925.148783,collision
-1.252317,138,956.930854,collision
-1.04941,35,967.860674,collision
-0.814978,58,983.432264,collision
-1.04587,16,990.561216,collision
-0.732421,101,1014.802647,collision
-1.166742,7,1020.117784,collision
-0.799109,4,1023.834487,collision
-0.878286,34,1033.611891,collision
-0.684663,117,1060.110117,collision
-1.19044,27,1069.520454,collision
-0.812265,5,1074.471414,collision
-0.568216,139,1106.375687,collision
-1.118159,162,1142.87938,collision
-1.213848,111,1169.259704,collision
-1.216565,23,1177.865739,collision
-0.645427,106,1202.147954,collision
-1.202565,14,1208.876571,collision
-0.802987,5,1212.79997,collision
-0.806279,4,1216.504478,collision
-0.826821,12,1221.820683,collision
-0.829077,12,1227.121919,collision
-0.827811,17,1233.456249,collision
-0.846802,42,1244.846052,collision
-1.052224,106,1414.902728,collision
-0.701093,117,1441.770928,collision
-1.202703,20,1449.724571,collision
