#{"t_start": 1750102898.065311, "env_id": "None"}
r,l,t
0.920105,211,2653.427992
0.653052,1,2655.987667
-0.589048,157,2689.971099
-0.916699,109,2714.260067
-0.753031,124,2741.518865
-0.355913,197,2783.379783
-0.643632,52,2796.219171
-0.521211,25,2803.637978
-0.28984,134,2832.958696
-0.556063,51,2845.612511
-0.730862,191,2886.432892
-0.759158,76,2904.129427
-0.632444,80,2922.604806
-0.697448,65,2938.040659
-0.593968,21,2944.583925
-0.576505,115,2969.961682
-0.7646,64,2985.143974
-0.65014,94,3006.412434
-0.611592,5,3009.80246
0.933391,201,3052.452178
0.653618,1,3055.028646
-0.545682,96,3076.779111
-0.656493,3,3079.762772
-0.535301,107,3103.684179
-0.689436,3,3106.747739
0.966295,187,3146.796087
0.652676,1,3149.36906
0.983614,180,3187.993301
0.650506,1,3190.589422
-0.522514,142,3221.560075
-0.847559,101,3244.314173
-0.62849,3,3247.312102
-0.725454,152,3280.25399
-0.844063,225,3327.933827
-0.735737,79,3346.211405
0.846663,189,3386.641528
0.653655,1,3389.223606
-0.50136,16,3394.823064
-0.667615,92,3415.693737
-0.574635,14,3420.916545
-0.229335,109,3445.203759
-0.681726,100,3467.749254
-0.563944,25,3475.173104
-0.667585,85,3494.672958
-0.533999,24,3501.921784
-0.533024,5,3505.304841
-0.714625,110,3529.808264
-0.558017,22,3536.643021
-0.512325,10,3541.055821
-0.700587,157,3575.216116
-1.072551,266,3785.982044
-0.592041,3,3788.964177
-0.51102,24,3796.170321
-0.764346,270,3852.857273
-0.875619,73,3869.970952
0.862549,191,3910.791157
0.652917,1,3913.384617
0.932486,205,3957.050251
0.652236,1,3959.626393
0.962813,190,4000.270796
0.653889,1,4002.865459
-0.507014,3,4005.864887
0.947775,195,4047.589097
0.653873,1,4050.194025
-0.693525,199,4092.593316
-0.746289,104,4115.908193
-0.419018,122,4142.825935
0.932363,206,4186.903177
0.654026,1,4189.503748
-0.505774,3,4192.506664
0.808725,265,4248.162807
0.652332,1,4250.726375
-0.504765,3,4253.703041
0.955526,192,4294.743594
0.651549,1,4297.316388
0.93831,202,4340.32543
0.651839,1,4342.905045
-0.683286,92,4363.775088
-0.511479,4,4366.977683
-0.512257,6,4370.572778
-0.569469,35,4380.019173
-0.525123,16,4385.655995
0.947715,195,4427.192004
0.65188,1,4429.765241
-0.218368,110,4454.25492
0.894056,223,4501.53224
0.653619,1,4504.120183
0.93141,205,4547.716218
0.65345,1,4550.299469
-0.541527,143,4581.540933
-0.754406,3,4584.511208
-0.509236,3,4587.513431
-0.572194,138,4617.705345
-0.76479,51,4630.446191
-0.739413,187,4670.345712
-0.769923,52,4683.256415
-0.528478,3,4686.233332
-0.680721,184,4725.62607
-0.707874,9,4729.83075
-0.528001,13,4734.835691
-0.621302,57,4748.660019
-0.584116,34,4757.897785
-0.496168,3,4760.884407
-0.665989,143,4796.252563
0.539461,340,4867.05503
0.653772,1,4869.655599
-0.828458,205,5014.340683
-0.589285,35,5023.795135
0.913479,178,5062.097266
0.653383,1,5064.682162
0.83323,254,5118.161705
0.652287,1,5120.731052
0.762996,291,5181.757632
0.653577,1,5184.32155
0.975765,184,5223.781024
-0.853033,3,5226.789111
-0.573732,146,5258.554249
-0.88848,144,5289.857088
-0.664309,21,5296.468738
-0.738759,122,5323.344181
-0.518639,5,5326.802432
-0.620746,127,5354.769727
-0.676084,98,5376.938352
-0.916282,140,5407.442121
-0.539536,12,5412.249547
-0.836953,276,5470.072275
-0.817826,87,5489.92571
-0.596436,25,5497.343353
-0.541745,3,5500.341609
-0.510544,39,5510.570598
-0.828058,253,5563.959365
0.700694,195,5605.577478
-0.867628,47,5617.436778
-0.581459,5,5620.820263
-0.51352,4,5624.01627
-0.625609,86,5643.667316
-0.564807,29,5651.854172
-0.555573,12,5656.633077
-0.527719,4,5659.816324
-0.511768,3,5662.802984
-0.564258,136,5692.637103
-0.782409,58,5706.80179
-0.645275,156,5740.555067
-0.727584,3,5743.611149
0.90468,218,5789.851362
0.652341,1,5792.434293
-0.727603,243,5843.74329
-0.952212,154,5877.111073
-0.623302,4,5880.317686
-0.51252,3,5883.317847
-0.219902,185,5922.985767
-0.661735,3,5925.972919
-0.690787,162,5960.953187
-0.649472,10,5965.343488
-0.529092,17,5971.195266
0.642004,346,6043.265175
0.653412,1,6045.830316
-0.566716,62,6060.686179
0.883966,200,6103.384952
0.653012,1,6105.98019
-0.598978,82,6124.862021
-0.667062,82,6205.403104
-0.58661,68,6221.473461
-0.633986,63,6236.531848
-0.661803,60,6250.980378
0.900257,184,6290.376164
0.651386,1,6292.956127
-0.507632,25,6300.386334
-0.582754,169,6336.777812
-0.87179,70,6353.27698
-0.639472,128,6381.541975
-0.703201,3,6384.577085
-0.506584,11,6389.168346
-0.564625,132,6418.071583
-0.812789,110,6442.537241
-0.641412,10,6446.914009
0.923452,202,6489.88904
0.652803,1,6492.464197
-0.682489,113,6517.581186
-0.58075,16,6523.245019
-0.825281,180,6561.832458
-0.820846,148,6593.969312
-0.897165,270,6650.66537
-0.653553,3,6653.6458
-0.523279,77,6671.555692
-0.394963,199,6713.869708
-0.873523,124,6741.174287
-0.523652,5,6744.580123
-0.574148,61,6759.285397
-0.555027,3,6762.26996
-0.518196,33,6771.311139
-0.568581,44,6782.562799
0.928268,171,6819.285851
-0.869961,36,6828.951319
-0.663844,93,6850.059489
-0.581715,3,6853.052867
-0.545477,66,6868.763295
-0.597919,41,6879.433423
-0.616504,93,6900.563383
0.793336,201,6943.337472
0.611629,193,6984.619934
0.65142,1,6987.211216
0.502518,170,7023.843942
0.650762,1,7026.428186
1.011283,165,7061.981417
0.652252,1,7064.556193
-0.542849,123,7091.728171
0.717569,208,7135.904671
0.652011,1,7138.492801
-0.565043,52,7151.359561
-0.724746,112,7176.267952
-0.560152,9,7180.491523
-0.524738,11,7185.118531
-0.543529,22,7191.967636
-0.700582,104,7215.333962
-0.651401,83,7234.392276
-0.551308,13,7239.446111
-0.716586,99,7261.724075
-0.541122,31,7270.327321
-0.547272,18,7276.32898
-0.550557,29,7284.626114
-0.727723,108,7308.779787
-0.509681,6,7312.402007
-0.523802,18,7318.471262
-0.520231,5,7321.872764
-0.512218,5,7325.26054
0.664218,163,7565.429661
0.771895,285,7625.182071
0.653641,1,7627.763373
-0.504974,3,7630.756105
0.968234,185,7670.452984
0.651202,1,7673.0344
-0.546986,37,7682.927811
-0.569904,62,7697.818053
-0.618167,85,7717.35056
-0.646966,39,7727.633177
-0.289809,204,7771.000621
-0.876728,105,7794.464738
-0.550364,21,7801.095953
-0.530372,3,7804.088946
-0.514646,6,7807.716556
-0.567685,35,7817.134374
-0.543292,178,7855.364925
0.614297,207,7899.485912
0.650402,1,7902.065745
-0.737772,185,7941.702242
-0.681605,49,7953.957154
-0.557957,25,7961.388334
-0.554699,35,7970.812005
-0.666086,156,8004.556053
0.737045,197,8046.624662
0.651829,1,8049.202187
-0.505391,3,8052.195209
-0.537204,46,8063.898374
-0.589877,42,8074.752133
0.903969,191,8115.572287
0.652595,1,8118.153299
-0.522612,109,8142.505601
-0.706544,8,8146.490611
-0.548153,187,8186.437515
0.513615,245,8238.220076
0.65328,1,8240.801261
0.76449,289,8301.455133
0.652399,1,8304.028803
-0.707665,160,8338.602795
-0.637003,12,8343.435029
-0.520841,11,8348.056211
0.843428,253,8401.588962
-0.938192,105,8425.078372
0.878227,173,8462.333363
0.650734,1,8464.91767
0.996121,174,8502.431093
0.652512,1,8505.009489
0.96264,190,8545.522087
0.652823,1,8548.086622
-0.526858,128,8576.273407
-0.739396,3,8579.270806
-0.506833,3,8582.269657
-0.53795,149,8614.653297
-0.774277,3,8617.716119
-0.509503,14,8622.918583
-0.674084,83,8641.948801
-0.427456,220,8688.561693
0.750653,283,8879.730325
0.65372,1,8882.311042
-0.281301,143,8913.468022
-0.54719,24,8920.69622
0.923711,201,8963.582123
0.652906,1,8966.170413
-0.504872,14,8971.406018
-0.618321,106,8995.264884
0.678402,271,9052.236296
-0.936274,75,9069.703346
-0.683529,108,9093.74621
-0.654699,72,9110.578383
-0.594041,22,9117.38623
-0.553289,93,9138.488379
-0.686245,47,9150.333704
-0.60636,55,9163.776371
-0.653987,83,9182.866475
-0.332727,107,9206.81106
-0.284015,190,9247.405137
-0.505568,240,9297.978048
-0.570123,3,9300.966116
-0.6757,142,9331.897267
-1.040641,196,9373.627733
-0.512002,6,9377.980982
-0.505277,5,9381.377136
-0.51287,4,9384.580172
-0.536021,33,9393.633135
-0.868083,331,9462.784408
-0.893151,46,9474.427172
-0.58749,139,9504.825199
-0.765479,83,9523.977781
-0.687695,83,9543.067237
-0.61312,127,9571.035523
-0.937966,141,9601.82596
-0.845718,132,9630.801749
-0.612931,150,9663.455203
-0.775219,68,9679.557885
-0.572934,15,9714.857388
-0.550092,34,9724.144964
-0.568104,41,9734.795264
-0.598204,28,9742.787969
-0.549186,28,9750.779243
-0.534727,3,9753.748113
-0.508087,70,9770.181052
-0.643683,3,9773.160692
-0.509938,4,9776.349324
-0.52643,35,9785.767796
-0.544989,87,9805.678453
-0.688144,6,9809.259678
-0.559929,48,9821.350957
-0.606848,61,9836.069963
-0.581911,56,9849.789795
-0.807506,115,9875.290637
-0.528335,4,9878.494183
-0.61891,65,9893.944847
-0.648963,99,9916.305232
0.931861,174,9953.889434
0.653127,1,9956.483805
-0.5057,4,9959.691195
-0.691773,177,9997.661864
-0.723874,33,10006.692746
-0.663364,76,10140.133487
-0.520139,9,10144.336024
-0.515928,8,10148.346745
-0.610621,194,10189.784173
-0.841387,60,10204.243752
0.932201,174,10241.600971
0.653018,1,10244.181815
-0.761726,233,10293.558996
-0.713884,3,10296.525442
-0.565542,94,10317.847625
-0.685072,49,10330.149989
-0.60585,52,10343.038307
-0.589638,106,10366.759587
-0.777337,94,10388.092535
-0.589258,3,10391.098516
1.024966,159,10425.633373
-0.940473,75,10443.143057
-0.582216,98,10465.226464
-0.674418,70,10481.681094
-0.651649,3,10484.757298
-0.56588,93,10505.929091
-0.632376,3,10509.000399
0.942433,199,10551.580356
0.650775,1,10554.161477
-0.50579,3,10557.160738
-0.541613,33,10566.204436
-0.302287,137,10596.047762
-0.518396,34,10605.289162
-0.919481,323,10672.736567
-0.983508,158,10706.919077
-0.657556,27,10714.739388
-0.5912,162,10749.679274
-0.757826,104,10773.072733
-0.789823,115,10798.634118
0.846141,178,10836.927116
0.651638,1,10839.499088
-0.530494,74,10856.73834
-0.668838,98,10878.938703
-0.795542,106,10902.657046
-0.645473,47,10914.645019
-0.565768,30,10923.077284
-0.549135,44,10934.36133
-0.30865,146,10966.072087
-0.550193,3,10969.148311
-0.83318,215,11014.764105
0.879432,184,11054.14811
0.651483,1,11056.725623
-0.515,66,11072.397455
-0.645773,90,11092.945096
-0.70491,153,11126.206293
-0.779075,53,11139.261754
-0.687835,109,11163.53793
-0.682036,31,11172.192939
0.873743,231,11221.10506
-0.931275,113,11246.344948
-0.651733,13,11251.415164
-0.790367,134,11374.164977
0.919871,211,11418.959391
0.65207,1,11421.547327
-0.580653,68,11437.638744
-0.570651,27,11445.472676
-0.551803,3,11448.452723
-0.57428,71,11465.200949
0.828109,223,11512.764607
0.652829,1,11515.348319
-0.533351,114,11540.687423
-0.719637,83,11559.824423
-0.674116,45,11571.288197
0.918296,181,11609.992284
0.651736,1,11612.564905
0.988105,178,11650.829832
0.650259,1,11653.408559
-0.506192,3,11656.398626
-0.521032,39,11666.647356
0.949484,162,11701.593017
0.651191,1,11704.190738
-0.515776,55,11717.649729
-0.603688,47,11729.498429
-0.619419,33,11738.538521
0.932826,185,11778.181892
0.652165,1,11780.808231
-0.690716,176,11818.642193
-0.681911,9,11822.854153
-0.535659,14,11828.085368
-0.573029,48,11840.145716
-0.526252,17,11846.021847
-0.595001,50,11858.473337
-0.526887,3,11861.464645
-0.506761,3,11864.454472
-0.675413,127,11892.37033
-0.61903,21,11898.986481
-0.515103,4,11902.161254
-0.505781,3,11905.140416
-0.615092,106,11928.834812
-0.784511,96,11950.512403
-0.744439,118,11976.626596
-0.275491,145,12008.145824
-0.52337,5,12011.54035
-0.545376,58,12025.583129
-0.585219,7,12029.379147
-0.698589,96,12051.011498
-0.528078,14,12056.186488
-0.60444,43,12067.208281
-0.517445,3,12070.192686
-0.511141,21,12076.796458
-0.548907,34,12086.10994
-0.575956,34,12095.370753
-0.574158,32,12104.205517
-0.550411,3,12107.197089
-0.510065,108,12131.341736
-0.850761,81,12150.080805
-0.682447,115,12175.613016
-0.693123,131,12240.500359
-0.73383,47,12252.281317
-0.69203,84,12271.599573
-0.504919,3,12275.163167
0.979549,180,12313.875569
-0.910328,48,12326.116407
-0.539858,17,12331.970901
-0.575389,63,12347.14583
-0.605508,35,12356.58322
-0.561236,90,12377.092218
-0.90932,138,12407.170262
-0.312914,134,12436.4566
0.973616,187,12476.484693
0.65419,1,12479.06055
1.03228,154,12512.452294
0.652082,1,12515.024802
-0.543499,112,12539.907472
-0.730418,152,12572.931714
-0.951798,110,12694.888204
-0.587693,86,12714.55135
-0.624574,3,12717.540599
-0.559775,73,12734.605069
-0.616341,33,12743.659922
-0.638372,95,12765.204641
-0.624739,112,12790.075787
-0.78704,68,12806.170173
-0.564361,153,12839.421967
0.77907,138,12869.709699
-0.97316,162,12904.802928
-0.732637,27,12912.644463
-0.530499,6,12916.284885
-0.583365,95,12937.842108
-0.908253,156,12971.525675
-0.348131,163,13006.623473
0.853418,245,13058.341242
0.651185,1,13060.91031
-0.505245,3,13063.895995
-0.568257,49,13076.11881
-0.74624,138,13106.307251
-0.576944,3,13109.320971
-0.580301,138,13139.464293
-0.811456,89,13159.881427
0.950099,160,13194.464175
0.650326,1,13197.020069
-0.558482,86,13216.639229
-0.943843,230,13265.188808
-0.666838,14,13270.429135
-0.522276,65,13285.984166
-0.744255,89,13306.26808
-0.553211,3,13309.251737
-0.540765,102,13332.128566
-0.757685,84,13351.461774
-0.58834,3,13354.486717
-0.519497,34,13363.732453
-0.553399,24,13370.928392
-0.556489,12,13375.740052
-0.518941,139,13406.045268
-0.798487,31,13414.676325
0.957445,165,13450.342036
0.651898,1,13452.940904
-0.52146,118,13479.159847
-0.770626,50,13491.656147
-0.568803,53,13504.757329
-0.663791,110,13529.346637
0.893772,152,13562.266537
0.651375,1,13564.843715
1.046341,148,13596.995861
0.651991,1,13599.573485
-0.505932,3,13602.561671
-0.57069,52,13615.446706
-0.53815,41,13626.076387
0.963406,147,13658.011734
-1.055372,123,13685.165779
-0.567906,130,13713.741308
-0.785747,56,13727.50367
-0.58504,34,13736.774973
-0.643255,122,13763.802919
-0.710815,84,13783.160178
-0.650071,102,13806.145995
-0.751518,154,13839.624908
-0.729702,4,13842.838172
-0.642908,72,13906.142329
0.941584,195,13947.829711
0.653447,1,13950.423799
-0.506308,10,13954.85199
-0.523972,119,13981.19222
-0.814408,111,14005.879433
-0.70227,48,14017.957468
0.937291,182,14057.128885
-0.865804,60,14071.631148
-0.608208,3,14074.665507
0.968076,187,14114.702492
0.651765,1,14117.285389
-0.506106,31,14125.920854
-0.587732,73,14142.985849
0.920607,152,14176.030618
-0.843594,36,14185.744843
-0.586205,3,14188.751389
1.065151,137,14218.79635
-0.852525,3,14221.786909
1.022104,158,14255.931324
0.65221,1,14258.510664
-0.545594,71,14275.218799
-0.66188,70,14291.73174
-0.568631,116,14317.644102
0.77134,163,14352.897279
0.6504,1,14355.4561
0.990986,176,14393.092194
-0.943817,100,14415.561758
0.905167,166,14451.367154
0.652,1,14453.95085
-0.508205,119,14480.393544
0.700994,205,14524.127797
-0.981315,95,14545.55475
-0.564908,4,14548.693803
-0.515427,88,14568.674259
0.893653,142,14599.612281
0.649604,1,14602.195585
1.002178,171,14639.039469
-0.85928,47,14650.874252
-0.604069,78,14668.943219
-0.721553,101,14691.649187
0.897038,165,14727.283847
0.651352,1,14729.863773
1.032923,154,14763.214838
0.650976,1,14765.787534
-0.505535,3,14768.773795
0.97067,184,14808.223381
-0.860352,48,14820.333828
-0.593553,28,14828.382571
-0.556272,4,14831.588222
1.044712,145,14863.34688
0.651703,1,14865.943458
-0.505442,10,14870.364595
-0.533782,38,14880.441099
-0.569978,3,14883.428499
-0.512486,22,14890.23106
-0.545626,41,14900.865878
-0.584107,4,14904.066694
1.030011,152,14937.111674
0.651793,1,14939.707705
-0.512674,36,14949.403786
-0.99044,245,15001.233122
-0.581198,70,15017.778749
-0.770055,155,15051.612789
0.804584,186,15179.194005
0.652445,1,15181.776811
-0.699541,187,15221.824704
-0.874409,100,15244.293875
-0.519822,9,15248.499133
-0.531255,16,15254.148822
-0.768001,123,15281.408097
1.051461,158,15315.547837
0.650677,1,15318.123186
1.041057,150,15350.661962
0.652545,1,15353.221332
-0.494487,78,15371.317387
0.800454,189,15411.82223
-0.94211,66,15427.546018
-0.624081,46,15439.156208
-0.519796,14,15444.373136
0.899335,213,15489.730908
0.65285,1,15492.313242
-0.505156,3,15495.307061
1.045187,146,15527.085803
0.651413,1,15529.664625
0.871181,235,15579.407107
0.652036,1,15581.989598
0.980092,181,15620.871732
0.651511,1,15623.45481
0.993081,175,15661.069713
0.651644,1,15663.663205
-0.501955,35,15673.120367
0.923347,173,15710.358894
0.651627,1,15712.935768
-0.521726,31,15721.580031
-0.592702,100,15744.187944
0.860927,164,15779.646172
0.654391,1,15782.22763
-0.686002,199,15824.613602
0.786381,171,15861.347398
0.651106,1,15863.917418
-0.53399,38,15873.948072
1.015245,141,15904.796633
-0.894618,104,15928.098213
-0.653828,71,15944.768323
-0.661388,39,15955.000211
-0.613798,121,15981.711138
-0.730696,68,15997.755618
-0.625245,33,16006.784056
-0.568006,39,16017.042092
0.957614,155,16050.679008
0.652004,1,16053.255878
1.032922,154,16086.601202
0.652316,1,16089.171027
-0.531239,110,16113.671758
-0.715475,58,16127.73246
-0.665611,36,16137.340859
-0.573918,61,16152.033691
0.933377,180,16190.622172
-0.88641,46,16202.242099
-0.599526,85,16221.703196
-0.663027,45,16233.134131
-0.562868,3,16236.122765
-0.508827,88,16256.187711
0.908958,131,16285.064345
0.566242,43,16408.924364
1.079568,131,16437.759323
0.651126,1,16440.346392
-0.514404,29,16448.580084
-0.548192,26,16456.192016
0.951675,168,16492.347189
0.651607,1,16494.937627
-0.673391,128,16523.085466
-0.591121,4,16526.292828
-0.647557,94,16547.745053
-0.572193,33,16556.837358
-0.733816,157,16590.877985
-0.659506,20,16597.26108
-0.536031,19,16603.450727
-0.61441,91,16624.206471
-0.582007,49,16636.453315
0.886926,182,16675.471395
0.652696,1,16678.046124
-0.509817,26,16685.652204
-0.567778,26,16693.246353
-0.612272,134,16722.559734
-0.707918,8,16726.596074
-0.544141,38,16736.60813
-0.554873,55,16750.039478
-0.593746,79,16768.326445
-0.678078,145,16799.992761
-0.77379,3,16802.998698
-0.508203,4,16806.199368
-0.568898,68,16822.228183
-0.839356,130,16859.083735
-0.509993,6,16862.695961
-0.526931,12,16867.519769
-0.537322,18,16873.617166
-0.544578,35,16883.088127
-0.565156,37,16892.941716
0.965729,173,16930.232612
0.652217,1,16932.826785
-0.557983,103,16955.986787
-0.658409,3,16958.969346
-0.507477,3,16961.945947
-0.505187,5,16975.897903
-0.513075,4,16979.093157
0.884587,227,17027.403213
0.651515,1,17029.996661
-0.522603,53,17043.102307
-0.602241,35,17052.56818
-0.56967,35,17062.01688
-0.601215,38,17072.063463
-0.576679,45,17083.540024
-0.556277,3,17086.550977
0.972875,184,17126.098409
0.652626,1,17128.675122
-0.212156,126,17156.389817
-1.143233,300,17219.151093
-0.532215,92,17240.07772
-0.655672,3,17243.077261
-0.507797,4,17246.266797
-0.727151,186,17286.165031
-0.672463,10,17290.615624
-0.327913,166,17326.425831
-0.535449,123,17353.526152
-0.719511,8,17357.5317
-0.606662,166,17393.332103
-0.747913,42,17404.156313
-0.644048,148,17436.391772
-0.776368,55,17449.996365
-0.576283,66,17465.752403
-0.640039,46,17477.468442
-0.586959,4,17480.674124
-0.517431,55,17494.185898
0.896155,173,17531.401042
0.651666,1,17533.977254
1.059373,141,17564.704957
0.650743,1,17567.284815
-0.472449,123,17594.437069
-0.783078,20,17600.854734
-0.796074,167,17801.124146
-0.609949,78,17819.313803
-0.675161,90,17839.869594
-0.667582,157,17873.858263
0.691879,184,17913.370487
-0.88901,99,17935.670072
-0.76541,66,17951.358013
-0.553514,85,17970.841036
-0.724964,119,17997.196174
0.841304,171,18034.222869
-0.840985,32,18043.099173
0.974163,149,18075.46456
0.651028,1,18078.042706
-0.558184,99,18100.379177
-0.698089,135,18129.983164
-0.780936,172,18167.030779
-0.787369,81,18185.790383
0.860445,161,18220.664661
0.649333,1,18223.25637
-0.509537,96,18245.100588
-0.691326,4,18248.281891
-0.522211,29,18256.506499
-0.56476,86,18276.198738
-0.65454,29,18284.513892
-0.610985,97,18306.434733
-0.66135,8,18310.511785
-0.579812,50,18322.928751
1.010023,156,18356.825939
0.650938,1,18359.414843
1.044821,149,18391.977457
0.65073,1,18394.570265
1.062275,139,18425.039326
0.651606,1,18427.632658
-0.713287,172,18464.60315
-0.659969,13,18469.59786
-0.509269,5,18472.989051
-0.535163,16,18478.588124
-0.507788,5,18481.979295
-0.730967,193,18523.294695
-0.72067,93,18544.50992
-0.632173,3,18547.536841
1.052213,145,18579.262208
0.650404,1,18581.858043
-0.514936,48,18593.976265
-0.640462,97,18615.97073
-0.650729,4,18619.188762
1.04937,144,18650.556049
0.650577,1,18653.139291
0.992244,175,18690.779262
0.652495,1,18693.352883
-0.514908,137,18723.322602
-0.859831,111,18748.087161
-0.633193,61,18762.815804
-0.626596,3,18765.814988
-0.528187,64,18781.160154
0.838827,197,18823.311305
-0.882288,37,18833.199486
-0.658712,136,18863.081968
-0.683746,113,18888.171237
-0.725982,89,18908.47366
-0.664441,5,18911.84412
-0.497619,66,18927.494282
-0.731982,64,19009.994434
0.941064,177,19047.947423
0.650562,1,19050.523226
-0.538325,130,19079.092189
-0.73637,42,19089.899133
-0.58776,66,19105.537771
0.917793,151,19138.417657
0.689556,154,19171.856141
-0.865605,59,19186.134224
-0.738762,88,19206.210186
-0.558096,127,19234.258056
0.81939,142,19265.297105
-0.85923,37,19275.141681
-0.57702,18,19281.138271
0.993096,163,19316.25565
0.65106,1,19318.833914
-0.505307,4,19322.03592
0.978383,180,19360.696233
-0.865778,30,19369.125134
-0.551794,4,19372.307533
-0.510227,4,19375.494471
-0.522515,59,19389.771798
0.907837,165,19425.364981
-0.871476,70,19441.845909
-0.62211,144,19473.230206
0.759733,149,19505.653162
0.646944,176,19543.433112
-0.905338,91,19564.175879
-0.72162,73,19581.266858
-0.555937,5,19584.713533
-0.530672,34,19593.983632
-0.605676,65,19609.472473
-0.588469,61,19624.11748
-0.614844,92,19644.973598
-0.693872,77,19662.837927
-0.654691,3,19665.809043
-0.517637,32,19674.642072
-0.590585,31,19683.332199
-0.546946,46,19695.064175
-0.599245,38,19705.133981
-0.638257,127,19733.090774
-0.705401,92,19754.048817
0.758684,216,19799.912168
0.649536,1,19802.511693
1.008781,167,19838.569236
0.651284,1,19841.148002
-0.740292,177,19879.122758
-0.737025,203,19922.510356
-0.856912,134,19951.867102
-0.706668,4,19955.05204
0.96195,190,19995.620515
-0.925423,148,20027.795676
0.789065,169,20064.343961
0.650735,1,20066.940799
0.977573,183,20106.247957
0.649826,1,20108.847126
-0.507051,19,20115.097703
1.009487,149,20147.53758
0.649899,1,20150.115158
-0.504278,4,20153.305556
-0.531023,138,20279.129347
-0.771625,47,20291.051169
-0.586654,46,20302.768407
-0.840923,202,20345.801547
-0.707788,71,20362.492128
-0.621518,165,20397.975088
-0.811794,22,20404.744136
-0.595207,58,20418.809529
-0.568559,3,20421.789633
0.799309,270,20478.525377
0.652913,1,20481.104826
0.95971,190,20521.730179
0.651782,1,20524.306002
-0.506316,7,20528.084258
0.971082,180,20566.673466
0.652029,1,20569.262481
-0.508664,116,20595.042769
-0.732909,3,20598.019913
-0.596905,109,20622.268754
-0.638586,9,20626.518498
-0.54314,54,20639.745451
-0.596366,50,20652.211213
-0.607025,44,20663.460884
-0.602909,19,20669.687253
-0.558953,43,20680.766623
-0.561455,26,20688.414882
-0.795595,203,20731.568039
-0.70372,32,20740.383863
-0.681701,135,20769.982784
0.897108,177,20807.981141
0.652601,1,20810.55886
-0.504138,162,20845.566912
-0.853568,135,20875.113113
-0.760438,69,20891.404034
-0.660477,131,20920.175519
-0.88235,140,20950.705317
-0.694353,112,20975.576568
-0.676556,19,20981.800971
0.980658,168,21018.002379
0.655467,1,21020.600188
1.037492,151,21053.437397
0.652877,1,21056.009869
1.050829,145,21087.643477
0.652429,1,21090.22478
-0.519882,31,21098.894759
-0.555111,90,21119.396134
-0.678828,4,21122.606601
-0.502816,81,21141.3161
0.841315,164,21176.781259
0.651356,1,21179.377473
-0.558405,71,21196.122673
-0.593831,104,21219.502729
-0.691619,81,21238.276219
-0.683708,25,21245.682747
-0.55233,3,21248.66535
0.984944,178,21286.790174
