#{"t_start": 1751562272.2131462, "env_id": "None"}
r,l,t,reason
-0.610458,91,23.441181,collision
-0.802943,3,29.103082,collision
-0.800607,4,34.341063,collision
1.47703,180,75.041537,goal_reached
-0.803762,3,80.757444,collision
-0.798471,4,85.981055,collision
-0.678659,125,115.539567,collision
-0.518276,90,138.564818,collision
-0.646032,72,157.996972,collision
-0.624021,78,178.646018,collision
1.488121,170,217.87616,goal_reached
-0.677931,101,243.369896,collision
-0.579193,108,270.199457,collision
-0.789662,5,276.239686,collision
-0.802038,3,281.936266,collision
-0.742287,23,291.01651,collision
-0.78577,6,297.241209,collision
-0.612448,79,318.185417,collision
-0.803457,3,323.775925,collision
0.61591,152,359.004123,goal_reached
-0.802676,3,364.723778,collision
-0.737701,25,374.141943,collision
-0.803072,3,379.763938,collision
1.428192,147,413.804414,goal_reached
-0.802402,3,419.557948,collision
-0.745894,21,428.222158,collision
-0.301303,162,466.088902,collision
-0.651637,48,481.028552,collision
-0.487309,100,506.453834,collision
-0.769822,20,515.607447,collision
1.515075,165,554.125107,goal_reached
1.389376,165,592.582633,goal_reached
-0.690418,84,614.734828,collision
-0.80215,3,620.425053,collision
-0.505311,99,644.882219,collision
-0.562258,96,669.351636,collision
-0.686041,92,692.944014,collision
-0.798026,4,698.872045,collision
-0.501197,119,727.439436,collision
-0.688917,49,742.378998,collision
-0.61982,60,759.576039,collision
1.390593,135,791.96383,goal_reached
-0.626749,61,809.360069,collision
-0.80329,3,815.02388,collision
-0.73307,31,825.731493,collision
-0.800941,4,831.613853,collision
-0.742367,23,840.837011,collision
-0.803873,3,846.468173,collision
-0.725248,30,857.127249,collision
-0.765739,16,865.477619,collision
-0.77909,10,872.609639,collision
-0.801354,3,878.316652,collision
-0.803193,3,883.485251,collision
-0.770842,16,891.250784,collision
-0.525105,130,923.065383,collision
-0.788962,8,929.794201,collision
-0.79984,4,935.775109,collision
-0.716597,30,946.437778,collision
-0.7702,14,954.546932,collision
-0.790076,8,961.319125,collision
-0.765479,16,969.684189,collision
-0.799775,6,976.000325,collision
-0.73831,20,984.569023,collision
-0.798783,4,990.556855,collision
-0.760618,18,999.34884,collision
-0.802101,3,1005.000928,collision
-0.575779,68,1023.468069,collision
-0.766779,15,1031.634419,collision
-0.742135,20,1040.84278,collision
-0.760592,38,1053.712426,collision
-0.625196,58,1070.731471,collision
-0.765455,14,1078.692847,collision
-0.799538,3,1084.431587,collision
-0.781922,9,1090.721836,collision
-0.597705,64,1108.937423,collision
-0.79853,6,1115.25226,collision
-0.79663,6,1121.007962,collision
-0.809027,45,1134.89165,collision
-0.761823,15,1143.006465,collision
-0.740231,26,1153.407675,collision
-0.72071,30,1164.710761,collision
-0.795061,6,1170.984762,collision
-0.762475,16,1179.395852,collision
-0.79809,4,1185.405966,collision
-0.802153,3,1191.124173,collision
-0.86002,48,1205.51504,collision
-0.794453,4,1211.386039,collision
-0.803697,2,1216.846124,collision
-0.712147,27,1226.839476,collision
-0.801067,3,1232.669747,collision
-0.562229,75,1252.446702,collision
-0.672982,48,1267.545929,collision
-0.785842,10,1274.855502,collision
-0.700622,36,1287.323001,collision
-0.800958,3,1292.998397,collision
-0.797127,5,1298.46158,collision
-0.701538,40,1311.262632,collision
-0.757959,18,1320.147581,collision
-0.736536,24,1330.140729,collision
-0.652758,52,1345.988731,collision
-0.728432,39,1359.10061,collision
-0.786869,11,1366.393775,collision
-0.714646,30,1377.648093,collision
-0.76858,16,1386.047664,collision
-0.764616,18,1394.936107,collision
-0.800629,3,1400.658625,collision
-0.747226,25,1410.256402,collision
-0.79715,6,1416.590598,collision
-0.789007,5,1422.150599,collision
-0.749696,19,1431.116523,collision
-0.692747,46,1445.659794,collision
-0.545054,80,1467.210551,collision
-0.781646,10,1474.374793,collision
-0.795856,6,1480.718586,collision
-0.78191,10,1487.890807,collision
-0.743762,28,1498.761806,collision
-0.693378,39,1511.919965,collision
-0.78699,9,1518.940275,collision
-0.660105,42,1532.655195,collision
-0.801572,3,1538.388234,collision
-0.523294,87,1560.69462,collision
-0.722676,38,1573.593276,collision
-0.77729,12,1581.195295,collision
-0.802316,4,1587.189888,collision
-0.710682,32,1598.340063,collision
-0.764291,14,1606.373899,collision
-0.781189,9,1613.370505,collision
-0.723775,25,1623.594658,collision
-0.801827,3,1629.362707,collision
-0.748715,17,1637.293345,collision
-0.752249,19,1646.419548,collision
-0.669748,39,1659.421994,collision
-0.753817,22,1669.063906,collision
-0.750071,33,1795.728142,collision
-0.802428,4,1801.024549,collision
-0.809065,6,1806.706735,collision
-0.812901,5,1812.220064,collision
-0.807761,5,1817.749216,collision
-0.831693,15,1825.324952,collision
-0.804369,75,1845.430589,collision
-0.795975,4,1851.257107,collision
1.300278,123,1881.06548,goal_reached
-0.801307,3,1886.842908,collision
1.495134,170,1925.547805,goal_reached
-0.858304,157,1962.163614,collision
-0.810478,5,1968.193107,collision
-0.815413,6,1973.797736,collision
-0.808572,5,1979.202802,collision
-0.807535,9,1985.463478,collision
-0.811508,6,1991.063868,collision
-0.80571,3,1996.066036,collision
-0.807885,5,2001.529938,collision
-0.807408,5,2006.929077,collision
-0.808637,5,2012.377665,collision
-0.801477,4,2017.570494,collision
-0.803282,3,2022.568294,collision
-0.807998,4,2027.794299,collision
-0.809517,5,2033.220896,collision
-0.810943,6,2038.825333,collision
-0.811684,6,2044.424461,collision
-0.711896,65,2061.941209,collision
-0.801928,3,2067.609223,collision
-0.682923,35,2079.048343,collision
1.371761,143,2112.874595,goal_reached
1.396388,161,2150.503726,goal_reached
-0.802032,3,2156.268832,collision
-0.797301,5,2161.676857,collision
-0.542683,78,2182.047606,collision
-0.476291,142,2215.764639,collision
-0.813069,30,2226.850627,collision
-0.589934,70,2245.938688,collision
-0.748575,20,2254.972565,collision
-0.78076,10,2261.995795,collision
-0.656081,109,2288.978666,collision
-0.803236,3,2294.565063,collision
-0.799486,4,2299.79475,collision
-0.738942,21,2308.448392,collision
-0.654521,73,2328.135737,collision
-0.711232,32,2339.611719,collision
1.417085,153,2375.405481,goal_reached
-0.641166,87,2398.04506,collision
-0.65507,47,2412.591765,collision
-0.68127,45,2426.661891,collision
-0.765401,16,2434.910136,collision
-0.782443,10,2441.976533,collision
-0.762969,14,2449.86468,collision
1.503948,160,2487.083811,goal_reached
1.479492,179,2528.316774,goal_reached
-0.666646,52,2543.875971,collision
-0.72818,39,2556.707582,collision
-0.796423,4,2562.535551,collision
-0.844143,85,2584.702358,collision
-0.803038,3,2590.314535,collision
-0.798886,4,2595.576033,collision
-0.408592,120,2624.206949,collision
-0.434051,150,2659.549099,collision
-0.712502,53,2675.26006,collision
-0.795341,4,2681.047817,collision
-0.795148,4,2686.861809,collision
-0.795105,4,2692.681991,collision
-0.719348,38,2705.360714,collision
-0.922091,96,2729.64705,collision
-0.811535,6,2735.885412,collision
-0.830608,20,2744.34627,collision
-0.73714,25,2753.800088,collision
-0.803077,4,2759.615363,collision
-0.792637,43,2772.717771,collision
-0.791753,7,2779.139972,collision
-0.661879,96,2803.52474,collision
-0.708318,36,2815.764886,collision
-0.767955,12,2823.215349,collision
-0.735634,51,2838.532064,collision
-0.773539,11,2845.734111,collision
-0.748774,22,2855.227899,collision
-0.800435,4,2861.121253,collision
-0.746971,22,2869.98759,collision
-0.659374,84,2891.931106,collision
-0.800806,3,2897.534757,collision
-0.795846,4,2902.741209,collision
-0.803142,3,2908.342793,collision
1.375826,143,2941.600885,goal_reached
-0.626867,61,2959.029291,collision
-0.802428,3,2964.694006,collision
-0.795403,4,2969.923556,collision
-0.628181,63,2987.631841,collision
-0.499565,94,3011.638851,collision
-0.731591,24,3021.523927,collision
-0.796545,4,3027.377715,collision
-0.802641,4,3033.231856,collision
-0.706669,39,3045.537672,collision
-0.688772,38,3058.193317,collision
-0.803949,3,3063.77663,collision
-0.693593,34,3075.043755,collision
-0.764452,15,3083.0808,collision
-0.445447,105,3109.228646,collision
-0.592907,76,3129.612683,collision
-0.573606,88,3152.531523,collision
-0.732515,26,3162.791077,collision
-0.802442,3,3168.450661,collision
-0.704845,35,3179.895704,collision
-0.798448,4,3185.755458,collision
-0.698838,32,3196.639843,collision
-0.542282,198,3241.48466,collision
-0.721274,74,3261.523949,collision
-0.693341,42,3275.0952,collision
-0.534129,122,3304.742961,collision
-0.622513,58,3321.5873,collision
-0.801995,3,3327.227267,collision
-0.751249,21,3335.881236,collision
-1.009306,132,3478.387018,collision
-0.726244,30,3489.468489,collision
