#{"t_start": 1749641647.6309931, "env_id": "None"}
r,l,t
-1.009427,10,4.605931
0.935551,174,40.636734
0.702145,1,41.693279
-1.021643,64,55.463113
0.820125,185,93.691098
0.702346,1,94.733132
-1.013115,148,125.536143
-1.302864,40,134.599771
-1.090185,142,164.297141
-1.277887,37,172.737559
0.896927,169,207.92867
0.70198,1,208.995364
-1.005358,3,210.463182
-1.029748,123,236.303933
0.725138,172,272.072051
0.702083,1,273.132571
-1.013381,104,295.139001
-1.204584,27,301.563088
-1.07174,104,323.631238
-1.192403,91,343.081276
-1.193302,39,351.888119
0.912122,157,384.867983
0.702013,1,385.940359
0.940148,178,423.168147
0.702156,1,424.242506
-1.017562,64,438.206316
0.828913,177,475.18956
0.700265,1,476.256403
-1.004643,3,477.722832
0.954702,169,513.020254
0.702006,1,514.078323
-1.008501,25,520.031294
-1.046928,3,521.502334
-1.063617,68,536.245477
-1.087812,39,545.066151
0.881666,170,580.621698
0.702905,1,581.673557
-1.002417,59,594.572211
-1.155176,111,618.057812
-1.24382,84,636.09068
-1.137221,98,656.878681
0.791951,163,690.966256
0.700852,1,692.034478
-1.010326,28,698.558519
-1.051142,5,700.448498
-1.014617,3,701.925508
-1.024263,42,711.301753
-1.119499,63,725.106452
-1.086679,97,745.795777
-1.255935,121,771.364281
0.786417,166,806.067039
0.701923,1,807.120084
-1.003688,28,813.683509
-1.077619,105,835.971042
-0.283304,179,873.233777
-1.296948,15,877.11429
-1.027219,105,899.303265
0.77875,166,934.003897
0.702176,1,935.059759
-1.008998,27,941.410521
-1.063392,102,963.152207
-1.210922,62,976.715742
-1.184808,162,1010.734609
-1.255086,32,1018.103368
-1.082491,103,1039.99095
-1.254074,123,1065.935251
-1.331536,189,1183.964129
-1.271898,118,1208.826521
-1.227677,111,1232.196088
0.766847,167,1267.104261
0.7653,1,1268.16097
-1.003434,25,1274.101757
-1.067364,102,1295.689666
0.768932,169,1331.058965
0.701805,1,1332.11127
-1.006895,27,1338.455635
-1.053985,3,1339.922088
-1.052942,101,1361.411005
-1.184226,16,1365.511047
-0.134849,78,1382.242972
-0.124343,59,1395.080781
-0.090425,43,1404.659223
-0.070676,37,1412.996871
0.962952,159,1446.182542
0.700807,1,1447.26025
-1.025834,66,1461.55766
-1.143439,158,1494.679624
-1.295732,37,1503.026108
0.905001,163,1537.168819
0.701211,1,1538.222864
-1.019333,147,1569.114337
-1.289232,15,1573.120769
-1.043886,30,1580.100664
-1.056871,63,1593.869704
-1.132235,49,1604.743596
-1.088645,3,1606.227891
-1.007412,3,1607.709425
-1.024107,47,1618.190137
-1.098142,105,1640.430476
0.736726,183,1678.585125
0.701898,1,1679.634701
-1.006405,108,1702.532158
-1.229343,28,1709.11372
-1.062149,102,1730.713254
-1.252362,123,1756.580363
0.765597,171,1792.140063
0.702015,1,1793.205125
0.948277,174,1829.369503
0.701876,1,1830.436297
-1.017277,28,1836.976567
-1.059271,105,1859.202447
0.759564,172,1894.994018
0.701639,1,1896.078137
-1.018818,28,1902.582088
-1.048125,92,1922.177545
0.715266,201,1963.827466
-1.323863,52,1975.220597
-1.084731,3,1976.68711
-1.04351,143,2006.654958
-1.257075,31,2013.852105
-1.063662,47,2024.319906
-1.096605,4,2025.997522
-1.008436,5,2027.869188
0.893484,197,2068.917735
0.701619,1,2069.995615
-1.071225,111,2093.46537
-1.182509,15,2097.418913
-0.092413,48,2108.038657
-1.026145,12,2111.424719
-1.037762,27,2117.798989
-1.108395,50,2128.94387
-1.065099,29,2135.705837
-1.030127,14,2139.507242
-1.240407,109,2162.591205
-0.982617,26,2168.724148
-0.088829,21,2173.841804
-1.007832,32,2181.22045
-1.077907,139,2210.284493
-1.283808,38,2218.889804
-1.241774,113,2334.65212
-1.07149,127,2361.327465
-1.256854,98,2382.191221
-1.188416,57,2394.665781
-1.132479,160,2428.146749
-1.301714,36,2436.376308
-1.080008,73,2452.074248
-1.164225,42,2461.449053
0.914087,162,2495.26686
0.909825,1,2496.299754
-1.019865,43,2505.904661
-1.080283,35,2513.896491
-1.078404,101,2535.308005
0.75968,173,2571.378062
0.701785,1,2572.426222
-1.007025,3,2573.899408
-1.026945,63,2587.514644
-1.109872,69,2602.394079
-1.146094,15,2606.279909
-1.026865,4,2607.924826
-1.015388,31,2615.040057
-1.10663,57,2627.541295
-1.081961,53,2639.279837
-1.132442,110,2662.473929
-1.205584,138,2691.44874
-1.299489,105,2713.645019
-1.193947,113,2737.650592
-1.225056,64,2751.540117
-0.158299,21,2756.756694
-1.006179,133,2784.678575
-1.316674,60,2797.842427
-1.073757,44,2807.627707
-1.104097,102,2829.283798
0.764754,174,2865.545359
0.700014,1,2866.600587
0.953479,171,2902.233854
0.702362,1,2903.282114
