#{"t_start": 1749496873.6007514, "env_id": "None"}
r,l,t
-1.032914,16,12312.350536
-0.134249,73,12327.941214
-0.192273,80,12385.280809
-0.995575,6,12430.32075
-1.015433,6,12432.38684
0.706799,297,12584.183008
-1.317961,31,12615.359919
-1.052964,27,12621.655797
-1.071795,46,12678.448916
0.930711,149,12709.254848
-0.344045,21,12733.376993
-0.142774,73,12913.368465
-1.004687,4,12915.015406
-1.011198,5,12916.866324
0.968988,160,12950.106678
0.965383,1,12969.308318
-1.031597,116,12993.519984
-1.279708,169,13063.258886
0.632034,200,13249.283413
0.697944,1,13269.349859
-1.025005,141,13298.72918
-0.303675,21,13333.410371
-0.039495,21,13338.458784
0.715322,141,13569.308452
-0.07057,76,13585.519429
-1.160591,69,13642.9814
-1.119541,96,13708.504864
-1.150013,33,13755.790229
-0.098098,21,13760.844931
-1.013744,7,13810.522077
-1.013061,5,13812.369117
-1.035552,29,13819.067216
-1.386019,180,14052.553104
-1.004435,6,14054.602453
-1.057047,29,14061.298096
-1.013433,76,14124.45014
-1.167264,71,14183.453376
-1.13905,37,14236.584719
-1.061615,3,14238.040262
0.947003,174,14274.018135
0.698732,1,14289.311967
-1.178278,92,14411.38129
-1.035919,33,14418.925258
-1.065401,29,14425.67209
-1.050092,5,14470.137925
-1.027684,49,14480.885532
-0.196412,56,14540.384744
-1.009067,8,14542.830776
-1.10462,108,14610.87571
-1.127702,34,14655.967411
-1.060763,3,14657.423207
-1.008679,4,14659.072459
0.594578,348,14866.025038
-1.305023,37,14896.656969
-1.086132,140,14925.915037
-1.296245,52,14959.557901
0.744839,89,15129.310507
-1.004146,3,15130.749665
-1.012503,27,15137.045493
-1.055014,3,15138.491598
0.973877,159,15171.575809
0.698718,1,15189.313178
0.971928,163,15222.937771
0.699305,1,15249.309618
-1.346418,168,15374.368345
-1.010034,94,15394.121762
-1.171799,6,15430.312229
-1.027929,133,15457.938933
-0.353596,112,15511.787898
-1.148243,38,15556.819108
-1.287759,127,15676.396204
-0.058853,21,15681.541666
-1.00635,25,15734.165993
-1.065103,124,15760.072384
-1.244254,36,15796.425912
-1.083787,110,15819.363241
-1.227265,51,15859.412215
0.671691,273,16010.803803
-1.334029,43,16037.79272
-1.129413,181,16075.312263
-1.49784,118,16220.423239
-1.063354,63,16233.95962
0.888636,165,16302.468102
-1.32501,23,16333.737581
-1.028089,3,16335.195308
-1.019676,123,16360.891387
-1.458376,112,16518.257104
-1.177013,103,16539.863093
-1.040754,7,16570.499804
-1.017533,9,16573.140247
-0.071275,35,16581.006809
-1.019349,11,16631.331589
-0.074904,35,16639.226843
-0.070792,37,16647.535117
-1.03014,30,16695.254997
-1.042384,18,16699.730423
0.939047,165,16733.942407
-1.394723,107,16888.901093
-0.170542,66,16942.424242
-1.16874,48,16998.823066
-1.112675,76,17015.054597
-1.060626,11,17051.337377
-1.179023,133,17079.04797
-1.135725,23,17113.745337
-1.058707,75,17129.780395
-1.125122,7,17289.72012
0.906595,195,17329.796049
0.698821,1,17349.303541
-1.004812,9,17351.959827
-1.068746,109,17374.768374
-1.19971,17,17412.546856
-1.052116,24,17418.221136
-0.354818,179,17596.528964
-0.063959,38,17605.055818
-0.099872,43,17657.782701
-0.189892,116,17682.021125
-1.057091,14,17712.001122
-1.193826,233,17759.939795
0.679704,20,17889.312019
-1.014445,48,17899.84094
-1.107038,47,17910.193214
-1.090202,37,17956.610203
0.850372,192,17996.332662
-1.314436,31,18015.407856
-0.119487,36,18023.505818
-1.012656,12,18071.555543
-1.03295,14,18075.24737
-0.127444,64,18088.972709
-1.049558,17,18132.528555
-1.086792,111,18213.170202
-1.157351,14,18252.015035
-1.029249,18,18256.487818
-0.098662,130,18283.541679
-1.243595,37,18316.599872
0.973261,158,18349.508196
0.726158,1,18369.317794
-0.107885,91,18502.115041
-1.09887,10,18551.134937
-0.997528,4,18552.792913
1.000504,149,18583.655459
0.690439,1,18609.310669
-1.005268,3,18610.755332
1.019886,137,18639.304764
-1.309867,30,18675.219085
0.729904,108,18849.319751
-1.004938,4,18850.963464
-1.003552,30,18857.86909
0.920573,154,18889.811943
-1.306403,32,18915.575065
0.915129,161,18949.071384
-1.54213,121,19157.849665
-0.032594,94,19177.632766
-0.206661,28,19214.805422
-1.051884,29,19221.561415
-1.048445,15,19272.154383
-1.009858,8,19274.620729
-0.089638,41,19283.713985
-1.043606,26,19334.348155
-0.099272,44,19344.031399
-0.079043,39,19396.991781
-0.018885,96,19417.20786
-1.185823,23,19453.876664
-0.152186,206,19607.335618
0.697293,1,19629.306872
-1.006086,5,19631.158061
-1.016589,31,19638.244288
0.924799,158,19671.012728
0.8173,1,19689.305837
-1.024837,128,19715.882263
0.645928,209,19855.674988
0.700058,1,19869.309697
-1.005216,4,19870.949214
-1.017236,46,19881.08923
0.905718,155,19960.246761
-0.40803,54,20000.050811
-1.02905,13,20003.506667
-1.097396,51,20170.948406
-1.008113,5,20172.813314
-0.058428,70,20187.801627
-1.103128,12,20231.555178
-1.030304,16,20235.658699
-1.056702,27,20241.969964
-1.032316,40,20297.16087
-1.087499,19,20301.816798
-1.013962,40,20357.184184
-1.077601,139,20386.227389
-1.533075,126,20589.732381
-1.023806,135,20617.931248
-1.345919,104,20670.281819
-1.130818,36,20716.356308
-0.088032,90,20735.325725
-1.456578,188,20960.381748
-1.081432,3,20961.82316
-1.026521,61,21021.425282
-1.170263,120,21093.369757
-1.194373,29,21134.97728
-1.046315,149,21165.919184
-1.308438,41,21197.36138
-1.07537,3,21198.813989
-1.095472,71,21375.810542
-0.097438,21,21380.949636
-1.007039,5,21430.124076
-1.040455,25,21436.016535
0.933488,176,21472.5632
0.699303,1,21489.315961
0.876971,211,21532.566432
-0.448395,146,21636.55767
-1.204054,34,21676.000038
-0.072782,35,21683.938701
-1.02558,10,21731.122701
-1.0267,13,21734.586193
-0.085698,44,21744.289173
-1.026818,21,21793.357147
0.937486,175,21829.649875
-1.323271,41,21857.430046
-1.094893,40,21975.470929
-1.073701,75,21991.446804
-0.26618,214,22072.462046
-0.336015,21,22093.328634
-1.006894,24,22099.068784
-1.054397,118,22123.877539
-1.270411,51,22276.076071
-0.101969,94,22295.8548
-1.180289,13,22331.747394
-1.06684,34,22339.478135
-1.016324,33,22347.023271
-1.083557,99,22409.21662
-1.1641,27,22454.543005
-1.052148,8,22456.998375
-1.001743,111,22480.129967
-1.257596,39,22516.968487
-1.094104,42,22636.005975
0.918094,160,22669.370215
-1.305737,30,22695.127876
-1.061896,3,22696.585016
-1.011196,31,22703.660542
-1.054413,81,22765.474175
-1.181721,8,22810.724763
-1.400298,316,22972.057438
-1.256962,29,22995.047397
-1.052533,3,22996.505164
-1.010897,4,22998.16387
-1.020605,30,23005.041641
-1.053356,13,23051.734534
0.953138,160,23084.938875
-1.302781,23,23113.773024
-1.205991,81,23232.999067
-1.037014,20,23237.903402
-0.101109,56,23250.038907
-1.061067,27,23294.563979
-1.01395,4,23296.217866
-1.025948,41,23305.354006
-1.060052,26,23354.355848
0.908761,168,23389.075275
0.698698,1,23409.312014
-1.00442,35,23417.218216
-1.07569,23,23422.720826
-1.047032,10,23471.141879
-1.021043,3,23472.605873
-1.008166,5,23474.466999
-1.018045,3,23475.913656
-1.009618,6,23477.980147
0.83266,227,23626.107789
-0.393321,53,23659.85753
-1.026596,8,23662.305361
-1.114613,91,23727.529086
-1.148527,91,23787.479146
-1.113885,31,23835.372541
0.776264,234,24043.198712
-1.311977,10,24071.162189
-1.012817,26,24077.267999
-0.089541,97,24097.764835
-1.172451,6,24130.324839
-1.014608,7,24132.615873
-1.030276,11,24135.713346
-1.02496,10,24138.600252
-1.009945,5,24140.478004
-1.025496,14,24144.175859
-1.032004,15,24192.14937
-1.126833,50,24203.042714
-1.038691,53,24259.804766
-1.051884,4,24261.46054
-1.014494,5,24310.125881
-1.07759,88,24443.249107
-1.131161,40,24497.238431
-1.07131,55,24509.134103
-0.174847,44,24558.040306
-1.542622,268,24612.801225
-1.092968,65,24737.613345
-0.084489,100,24758.528214
-1.213237,53,24799.804267
0.953641,148,24830.493154
0.697887,1,24849.316495
1.015778,141,24878.626467
0.697266,1,24909.326016
-1.005121,5,24911.180309
0.970981,10,25089.311126
-1.004442,3,25090.751177
0.994271,148,25121.457922
-1.31494,32,25155.596758
-1.08269,156,25187.765996
0.707106,154,25240.149206
0.700012,1,25269.311662
-1.013593,12,25281.230141
-1.015893,23,25333.74801
-1.052387,14,25337.409305
0.973302,149,25368.215593
-0.385237,52,25399.558218
-0.055976,94,25419.325365
-1.532474,192,25635.382965
-0.055947,104,25657.246265
-1.207678,29,25694.996803
0.943287,175,25731.031096
0.698065,1,25749.309911
-1.004788,3,25750.761106
-1.016162,81,25767.941237
-1.161174,27,25814.581857
-1.154311,142,26008.87778
-1.198049,13,26051.729775
0.997796,141,26081.125194
0.725992,1,26109.309387
0.987516,155,26141.323019
0.698803,1,26169.309416
-1.215933,107,26295.239215
-1.031533,16,26299.320969
-0.174364,76,26315.40669
-0.983446,4,26349.919963
-1.0483,19,26354.585219
-0.066078,34,26362.325304
-0.080458,38,26416.757765
-0.074098,35,26424.751613
-1.016282,12,26471.530704
-1.01259,4,26473.179592
-1.020944,11,26476.225947
-1.019565,10,26479.089854
-0.07588,38,26487.579904
-1.008898,6,26530.324995
-1.024523,15,26534.216454
-1.01226,9,26536.900702
-1.028403,147,26567.287126
-1.302877,27,26658.504469
0.951924,159,26691.396798
0.609853,195,26748.472327
0.697279,1,26769.310355
-1.003512,34,26777.027564
-0.109609,94,26796.874677
-1.176185,14,26893.985902
-1.011913,6,26896.038167
-1.051098,30,26902.92807
-1.00991,12,26951.527067
-1.089888,38,26960.086752
-1.040634,24,26965.745473
-1.019005,6,27010.313103
-1.092124,53,27021.865366
-1.026358,75,27084.278898
-1.19978,112,27151.755032
-1.174639,31,27195.335212
0.75421,243,27400.006123
0.698899,1,27429.304654
-1.006101,26,27435.379101
-0.098216,25,27441.292843
0.883054,206,27530.723366
-1.547941,153,27739.172652
0.926882,154,27770.932106
0.624609,187,27826.940379
-1.30979,10,27851.176143
-1.245445,151,27979.608642
-1.074158,19,27984.278432
-1.074426,38,28036.775939
-0.078133,55,28048.741873
-1.121041,26,28094.381548
-0.11168,50,28105.290251
-1.029112,49,28159.085726
0.927078,148,28189.831581
-1.422409,87,28335.396797
0.958261,142,28364.836448
-1.319111,10,28391.111694
-0.991042,32,28398.437664
0.914726,152,28429.85164
0.87928,1,28449.311429
-1.026671,104,28471.121077
-1.287052,48,28631.76603
-1.024149,16,28635.830382
-1.003142,10,28638.690156
-1.023494,27,28644.959046
0.925185,159,28721.166597
0.626908,186,28786.861436
0.698949,1,28809.315277
-1.003393,34,28817.070424
-1.224853,174,28953.352535
-1.214364,27,28994.564782
-1.046277,26,29000.652192
-1.056984,125,29026.71395
-1.279073,24,29046.405283
-1.030602,78,29062.992562
-1.147791,3,29064.43508
-1.005737,3,29065.867143
-1.214595,125,29146.730796
-1.057063,99,29167.576259
0.788235,162,29201.043107
0.699054,1,29202.12034
-1.002663,32,29209.390893
-1.069721,48,29219.871843
-1.088016,121,29245.067746
-1.272282,9,29287.145457
-1.027898,95,29307.131562
-0.205028,21,29312.201576
-1.01533,96,29332.42241
0.767537,175,29368.568876
-1.316953,25,29374.429641
-1.205997,88,29440.730458
-1.008147,5,29442.579169
-1.013919,4,29444.260293
-1.011854,4,29445.920867
-1.037439,86,29464.135622
-1.176396,49,29474.858833
-1.090913,104,29496.676521
0.770148,170,29531.85424
-1.348203,55,29543.76156
-1.152355,116,29584.890872
-1.236881,127,29611.401683
-1.192641,22,29616.649464
-1.042609,95,29636.62872
-1.20511,131,29663.917842
-0.36442,111,29710.00158
-1.115526,32,29717.273155
-1.05654,22,29722.53378
-1.083651,67,29736.921713
-1.088,12,29740.176072
-1.069718,53,29751.67275
-1.074549,51,29762.782459
-1.113668,35,29770.666072
-1.067765,70,29785.666016
-1.141982,26,29791.795469
-1.173344,150,29838.482307
-1.197495,79,29855.219426
-1.146003,6,29857.252394
-1.021583,93,29876.830301
0.786573,169,29911.786571
-0.444839,74,29975.727699
-1.103708,146,30005.923276
-1.231812,22,30011.300186
-0.066842,33,30018.761604
-0.083524,38,30027.22714
-0.070688,35,30035.225683
-1.023827,13,30038.782259
-0.070274,35,30046.670987
-0.099178,47,30057.069139
-0.059905,38,30065.529291
-0.082969,36,30073.609312
-1.023883,9,30076.403435
-1.047916,30,30108.757701
-1.030532,93,30128.38176
-1.184857,121,30153.623493
-1.289516,173,30189.338934
-1.295691,28,30195.930258
-0.091699,24,30201.597019
-1.028553,32,30208.888171
-1.039935,5,30210.852129
-1.109415,50,30248.968072
-0.133496,63,30262.502309
-1.007741,40,30271.462283
-1.086745,107,30293.869902
0.769148,168,30328.582826
-1.310147,29,30335.273139
0.774583,238,30430.245663
-1.415692,181,30467.613467
-0.320007,39,30476.285251
-1.082956,62,30489.600742
-1.148407,80,30550.092813
-1.071301,5,30551.966701
1.022497,139,30580.811043
-1.306927,33,30588.411163
-1.08161,135,30616.372235
-1.294193,46,30626.534654
-1.156943,104,30648.246685
-1.112043,19,30705.149258
-1.051048,39,30713.823997
-1.0943,105,30735.760535
-1.244166,103,30757.317175
-1.172874,36,30765.431539
-1.079121,101,30786.604356
0.548005,287,30891.606614
-0.34523,21,30896.663703
-0.993174,38,30905.131361
-1.090153,53,30916.642866
-1.100709,4,30918.317165
-1.056358,121,30943.488763
-0.263417,32,30950.76531
-1.010011,5,30952.71612
-1.060431,102,31007.383511
-1.169934,80,31024.371494
-1.150457,28,31030.853545
1.000947,126,31057.033742
0.698633,1,31058.111506
-0.993704,41,31067.173588
-1.123666,110,31090.153096
-1.300556,64,31167.40598
-1.073286,114,31191.167578
-1.229671,153,31222.783646
-0.331247,107,31245.160638
-1.173867,95,31265.092073
-1.208186,89,31339.785236
-1.143155,6,31341.956637
-1.011505,3,31343.389184
-1.05571,162,31376.820895
-1.283366,29,31383.616613
-1.090941,68,31398.13557
-1.13032,48,31408.61331
-1.070048,38,31417.095544
0.781765,220,31525.154091
0.699063,1,31526.198578
-1.005747,3,31527.636299
-1.021665,29,31534.294158
-1.098012,112,31557.615091
0.834339,146,31587.841815
-1.429145,68,31634.696311
-1.014308,46,31644.777928
0.900052,154,31676.60211
-0.340962,21,31681.683327
-1.00865,25,31687.557341
-1.045291,41,31696.652966
0.889497,162,31730.083916
0.697992,1,31731.139663
-1.007234,32,31738.414285
-1.065089,4,31740.048309
1.004486,143,31791.572512
0.698448,1,31792.630736
-1.002674,35,31800.528427
-1.075128,25,31806.397394
-1.057469,32,31813.710886
-1.081871,60,31826.631004
0.921124,137,31855.082984
-1.305311,32,31862.455035
-1.153943,48,31901.846706
-1.04548,107,31924.242245
-1.195817,23,31929.701777
-1.047971,49,31940.401273
-1.098195,141,31969.602655
-0.31876,27,31975.924258
-0.08191,42,31985.20749
-0.074362,35,31993.054337
0.849694,73,32090.827245
1.017639,140,32119.840567
-1.313545,42,32129.154094
-1.077756,3,32130.604025
-1.017115,97,32150.937499
0.814395,149,32181.727732
-1.465895,83,32250.741723
-1.165042,83,32268.253381
-1.01494,26,32274.961106
0.923538,167,32309.434318
0.887074,1,32310.470473
-1.011388,45,32320.341063
-1.149794,32,32327.706367
-1.003526,107,32350.045911
-1.262184,122,32424.499301
-1.204414,3,32426.011237
-1.002198,33,32433.517626
-1.078587,16,32437.576247
-1.063769,42,32446.858104
-1.178655,131,32474.060152
-1.181007,27,32480.344599
-1.032221,11,32483.421729
-0.99794,43,32492.960447
-1.010051,56,32505.077429
0.802608,41,32563.033643
-1.010679,71,32578.141018
-1.145032,6,32580.194159
-1.020959,82,32597.519669
-1.174511,99,32618.253647
-1.204229,53,32629.731496
-1.086729,25,32635.621181
0.949204,149,32666.449321
0.700449,1,32667.494697
-1.00576,3,32668.919727
-1.032349,31,32703.501027
-1.049065,39,32712.197078
-1.073057,5,32714.064881
-1.010286,92,32733.383105
-1.207327,13,32736.818674
-1.016718,79,32753.551619
-0.24814,111,32776.799468
-0.184265,30,32783.678499
-0.082771,39,32792.366431
-0.069634,36,32800.457373
-1.008172,3,32801.901207
-1.006953,18,32806.371743
0.935168,15,32882.771317
-1.005181,3,32884.210855
0.967394,163,32917.895474
-1.327346,35,32925.823671
-1.050076,3,32927.273072
-0.090319,139,32956.10376
-0.368982,76,32972.287142
-0.071862,40,32981.167409
-0.074243,47,33055.751593
-1.007694,25,33061.683346
-1.049886,3,33063.153769
-1.040703,110,33086.121806
-1.228628,66,33100.314178
-1.131052,156,33132.49777
-0.344183,33,33140.128048
-0.081481,44,33149.828337
-0.160035,80,33219.611677
-1.024324,12,33222.900512
-1.040417,81,33240.125009
-1.188008,168,33274.686298
-0.393265,66,33288.884767
-0.188554,77,33305.202951
-1.13609,97,33389.455842
0.935549,162,33422.854804
0.699667,1,33423.888248
-1.020239,29,33430.56023
-1.062486,93,33450.071499
-0.210351,21,33455.180053
-1.005555,3,33456.620003
-0.06499,127,33482.988497
0.716052,40,33579.492817
-1.028251,150,33610.477124
-1.29217,40,33619.42805
-1.110942,149,33650.244668
-0.30542,30,33657.221489
-0.105479,53,33668.701253
-1.025786,50,33679.595364
-1.180712,96,33743.324028
0.860564,169,33778.260903
-1.315232,27,33784.570677
-0.110279,38,33793.06924
-1.079616,76,33809.208734
-1.08405,58,33821.699532
-1.260819,173,33872.1524
0.776382,160,33905.209532
-1.352951,28,33911.663789
-1.047521,117,33935.995294
-1.20112,6,33938.125435
-0.192199,94,33991.30902
-1.044927,58,34003.826188
-0.153477,38,34012.315609
-1.043947,108,34034.862027
-1.21765,115,34058.825463
-1.204724,79,34075.60729
-0.183649,21,34080.767164
-1.009361,31,34087.855205
-1.136543,61,34150.592537
-1.048494,6,34152.650292
0.894321,197,34193.229558
-1.311797,24,34199.012476
-0.087829,30,34205.875511
-0.08084,37,34214.149439
-1.019717,96,34234.392587
-0.412182,120,34296.344606
-0.085592,33,34303.905564
-1.016073,11,34306.951734
-1.027394,12,34310.22887
-0.066968,34,34318.010962
-0.050587,31,34325.085261
-1.015777,4,34326.823314
-1.038884,114,34350.577401
0.789628,159,34383.450643
-1.311488,32,34390.81421
-1.152041,56,34450.132032
-1.04009,14,34453.801533
-1.014332,16,34457.926043
-1.029497,4,34459.570062
-1.012068,32,34466.87644
-1.067374,5,34468.710042
-1.024621,51,34479.818516
-1.106341,118,34504.404713
-1.2336,38,34512.898144
-1.102579,106,34535.05514
-1.383589,125,34643.781968
-1.073546,104,34665.59874
-1.256209,121,34690.911477
0.788272,167,34725.429909
-1.311004,30,34732.32057
-1.162206,148,34806.084123
0.808959,153,34837.783978
-1.300002,84,34855.494332
0.843596,140,34884.616513
-1.320277,15,34888.476887
-1.066046,139,34981.136665
-1.294736,116,35005.385336
-1.188696,147,35035.933467
-1.289609,9,35038.576843
-1.018968,90,35057.520735
0.78603,167,35141.171129
-1.304943,3,35142.632542
