#{"t_start": 1749413948.8402345, "env_id": "None"}
r,l,t
-1.058703,67,38824.784488
-0.311096,30,38831.67857
-0.097483,186,38870.171954
-2.17006,72,38885.664171
-1.699968,57,38953.325165
-1.203627,3,38954.767137
-1.055436,6,38956.832233
-1.306393,44,38966.58766
-1.506513,70,38981.626904
-1.715412,71,38996.818067
-1.538658,34,39004.544271
-1.575684,103,39026.276179
-1.896351,46,39036.427803
-1.53305,75,39052.448742
-0.957077,54,39105.425893
-0.386985,39,39114.163795
-1.154846,9,39116.853837
-1.077383,16,39120.927761
-1.114777,5,39122.813031
-1.42015,99,39143.678605
-1.670971,8,39146.121759
-1.085789,8,39148.586944
-0.707505,135,39176.716602
-1.110079,45,39186.651632
-0.412719,42,39195.957334
-1.130812,8,39198.494822
-1.10042,13,39201.973842
-1.04879,4,39203.639043
-1.042531,3,39205.108308
-1.260665,24,39241.723119
-1.028124,3,39243.175591
-1.18806,47,39253.527765
-1.509954,31,39260.685461
-1.151192,3,39262.183338
-1.24264,52,39273.53793
-1.37838,16,39277.636073
-1.241101,26,39283.732707
-1.611074,58,39296.291396
-1.138872,4,39297.965065
-1.049394,4,39299.611722
-1.050545,3,39301.074943
-1.783773,145,39331.288358
-1.914492,36,39339.398335
-2.255093,124,39409.203218
-1.488102,65,39423.203522
-1.692207,54,39434.955185
-1.382549,47,39445.318599
-1.673726,45,39455.279764
-1.078194,4,39456.927738
-1.738358,102,39478.524299
-1.559749,32,39485.847362
-1.292083,43,39495.413956
-1.355282,22,39500.709445
-1.137169,3,39502.15271
-1.042129,3,39503.625746
-1.045434,3,39505.069795
-1.045704,4,39506.723855
-1.052495,4,39508.397342
-1.555057,52,39580.435417
-1.129545,13,39583.925901
-1.700794,91,39603.212735
-0.696798,45,39613.225889
-0.416907,45,39623.155326
-1.210948,24,39628.965799
-1.065721,7,39631.225042
-1.720647,133,39658.998622
-1.834418,30,39666.00871
-2.01166,89,39712.178853
-1.05487,5,39714.033362
-1.369247,87,39732.483281
-1.747651,38,39741.014318
0.209452,139,39770.022073
-1.432112,95,39790.106215
-0.899895,62,39803.479944
-0.127858,189,39910.193872
-2.246364,80,39927.331897
-1.340429,175,39963.664852
-2.155494,71,39979.01797
-1.363939,19,39983.80353
-1.364345,28,40000.320865
-1.345003,80,40017.502955
-1.766834,57,40029.982797
-1.393556,19,40034.791721
-1.510157,108,40057.652574
-2.120761,102,40079.38671
-1.932673,64,40093.293225
-2.618278,198,40162.894462
-0.555328,163,40197.036461
-0.46046,146,40227.556319
-1.813937,12,40230.85794
-1.267754,36,40239.025575
-1.556631,59,40314.683731
-1.224197,3,40316.149193
-1.039416,3,40317.631244
-1.520595,100,40338.822251
-1.906089,88,40357.597859
-1.662421,25,40363.56087
-1.543447,92,40383.125828
-1.889075,63,40396.731554
-2.283152,127,40459.079425
-1.379227,23,40464.707311
-1.09288,4,40466.379712
-1.337909,63,40480.000735
-1.729372,80,40497.07433
-1.578477,44,40506.821598
0.150262,131,40534.217668
-1.809998,9,40536.897959
-1.382975,83,40554.584547
-1.716952,26,40590.078082
-1.204202,32,40597.43513
-1.200873,5,40599.315772
-1.211572,43,40608.971685
0.221198,127,40635.754987
-2.322155,90,40654.862281
-1.529577,18,40659.53367
0.469766,130,40686.924003
-2.371012,61,40729.706687
-0.403955,46,40739.855376
-0.369697,36,40747.980059
-1.915924,161,40781.600612
-1.865773,26,40787.716282
0.217366,141,40817.122315
-2.128618,53,40828.688794
-1.374517,23,40839.641521
-1.671524,134,40867.595303
-1.985262,42,40877.007526
0.239649,137,40905.616746
-1.403119,137,40934.293022
-1.924223,34,40941.997287
-1.54346,103,41012.290076
-1.669428,4,41014.046349
-1.205197,44,41023.797041
-1.454347,30,41030.758048
-1.449705,72,41046.241395
-1.345666,148,41077.199856
-1.744316,46,41087.409595
-1.342995,22,41092.783629
-1.074281,128,41194.035794
-1.435762,7,41196.380402
0.346924,141,41225.858978
-2.101119,70,41240.910547
-1.592516,23,41246.536669
-1.22932,27,41252.840335
-1.180485,30,41259.766716
-1.870864,170,41377.11979
-1.016438,4,41378.89575
-1.17633,44,41388.719189
-0.553541,200,41430.311443
-2.074457,62,41443.821525
-1.502644,35,41451.955301
-1.18948,3,41453.412907
-1.312537,131,41529.617354
-1.40979,67,41544.116486
-0.959918,138,41572.972266
-1.381012,61,41586.187641
-1.03338,5,41588.710511
-1.073606,10,41591.572128
-1.277826,36,41599.789907
-2.714402,155,41669.275388
-0.682225,140,41698.488306
-1.825177,26,41704.595638
-1.077516,163,41738.477394
-2.204084,44,41748.262895
-1.247871,43,41757.957449
-1.160884,3,41759.404079
-1.820952,82,41784.51759
-1.424674,93,41804.226662
-2.098403,109,41827.172579
-1.699295,26,41833.304943
-1.713378,102,41854.912156
-1.506588,11,41857.985758
-1.107902,13,41861.467878
-1.348129,43,41871.040419
-1.509041,52,41882.445247
-1.28856,11,41885.545376
-1.238396,31,41892.820956
-1.295596,33,41947.680136
-1.144792,3,41949.142081
-1.315956,50,41960.158895
-1.790405,92,41979.628636
-0.147488,154,42011.638
-2.017403,46,42021.793316
-1.829835,166,42102.678938
-0.37483,41,42111.808713
-1.154941,9,42114.493096
-1.360161,49,42125.271295
-1.546114,89,42144.202095
-1.699285,31,42151.333874
-1.12724,3,42152.777807
-1.410549,62,42166.165276
-1.009699,148,42196.975929
-2.170977,66,42276.751405
-1.372488,33,42284.279339
-1.222691,10,42287.167179
-1.134799,18,42291.742695
-1.198663,21,42296.870397
-1.413096,74,42312.79107
-1.843431,76,42329.100857
-0.878796,220,42374.77139
-2.255861,118,42427.660989
-1.929941,54,42439.644669
-1.506256,56,42451.861433
-1.492207,24,42457.696265
-1.179472,15,42461.593629
-1.52151,108,42484.373224
-1.793863,18,42488.888746
-2.762536,232,42568.655675
-2.310356,139,42597.838949
-1.772196,5,42599.697393
-1.429825,107,42622.227944
-1.810824,40,42631.263164
-1.597363,65,42645.267597
-1.638445,33,42697.102698
-1.193516,47,42707.487607
-1.410725,25,42713.453942
-1.92529,148,42744.458376
-1.753505,5,42746.420808
-1.070122,20,42751.359004
-1.250962,27,42757.711832
-1.193526,4,42759.397237
-1.116915,21,42764.514638
-1.198417,16,42768.630178
-1.133226,3,42770.097755
-1.045044,3,42771.546183
-1.043301,3,42773.03793
-1.098892,18,42777.564279
-1.465376,89,42796.573172
-1.665422,24,42802.269363
-2.075835,135,42892.944548
-2.060845,128,42919.787003
-1.669394,4,42921.498203
0.37875,135,42949.828764
-1.908899,26,42956.057553
-1.136507,5,42957.942827
-1.054232,4,42959.596102
-1.050894,3,42961.046967
-1.268204,62,42974.493411
-1.406478,4,42976.135196
-1.107746,20,42981.077135
-1.82278,120,43062.241926
-1.665077,32,43069.618808
-1.684421,124,43095.699526
-1.898462,32,43103.054987
-1.231001,23,43108.591331
-1.495993,77,43125.194452
-1.659279,36,43133.38392
-1.279893,25,43139.348028
-1.168506,4,43141.030921
-1.136027,25,43146.983901
-1.903979,125,43182.802475
-1.382807,161,43216.568651
-1.762662,4,43218.227564
-1.079705,21,43223.379015
-1.589677,109,43246.367724
-1.833719,47,43256.792157
-1.379629,20,43261.712768
-1.766943,71,43327.815761
-1.085386,3,43329.285819
-0.331912,206,43371.878528
-2.014622,33,43379.480358
-1.412761,73,43395.178013
-1.64801,36,43403.344398
-1.2019,10,43406.184521
-1.075112,14,43409.866444
-1.111649,3,43411.330961
-1.267968,52,43422.738751
-1.364112,19,43427.4596
0.284775,134,43465.357196
-1.990913,66,43479.614198
-1.847509,91,43498.874895
-1.590502,20,43503.865736
-1.660722,127,43530.439512
-2.612981,105,43604.11401
-0.901293,143,43633.890439
-2.11758,92,43653.34984
-1.975345,92,43672.941701
-1.685194,36,43681.067325
-2.736013,228,43745.367545
-1.513447,152,43776.958599
-1.894392,28,43783.472954
0.30948,133,43811.36466
-2.000607,50,43822.342555
-1.832854,105,43881.667701
-0.222989,149,43912.883155
-1.852521,11,43915.972862
-1.21772,36,43924.138932
0.124331,147,43954.832539
-1.914626,31,43961.955005
-1.17562,4,43963.621018
-1.548891,61,44000.43219
-1.639909,100,44021.526919
-1.684348,42,44030.937169
-1.464026,60,44043.931324
-1.504578,28,44050.468215
-1.172853,5,44052.341006
-1.061333,4,44054.009228
-3.46309,245,44133.570898
-1.823685,124,44159.695519
-1.562759,24,44165.46162
-1.364852,39,44174.295577
-1.252533,11,44177.376511
-1.386711,78,44194.160221
-1.857527,84,44212.1085
-1.97804,106,44234.525817
-0.555357,179,44297.019435
-2.119382,77,44313.479338
-1.539037,24,44319.284663
-1.271921,23,44324.789503
-1.253565,30,44331.757331
-1.287276,22,44337.111926
-1.186036,29,44343.842849
-1.527071,76,44360.107672
-2.019624,233,44443.154202
-1.951444,22,44448.466345
-0.403738,43,44458.041895
-1.312727,33,44465.626656
-1.298185,25,44471.559847
-1.301986,36,44479.673326
-0.400515,41,44488.892809
-1.071697,3,44490.334766
-1.055768,8,44492.791524
-1.359353,52,44504.161203
-1.371806,30,44511.081899
-1.295556,34,44518.819037
-1.264146,5,44538.872273
-1.282035,68,44553.452037
-0.903368,86,44571.677595
-1.527266,14,44575.352859
-1.060567,7,44577.611295
-1.063979,9,44580.302708
-1.258459,42,44589.68969
-1.470213,38,44598.198768
-1.957773,156,44630.632566
-1.212762,44,44640.43598
-1.351222,47,44704.210749
-1.111487,3,44705.654308
-1.126058,29,44712.370994
-1.478843,74,44728.22014
-1.843357,80,44745.232548
-1.56043,24,44750.923495
-1.654671,117,44775.440562
-1.949353,78,44792.145513
-2.7156,187,44839.469204
-1.80837,25,44845.404368
-1.146119,3,44846.866841
-0.393501,63,44860.501863
-1.380963,23,44866.017868
-1.202931,23,44871.52615
-1.16647,3,44872.998935
-1.103679,22,44878.353246
-1.546301,101,44899.735184
-1.799375,31,44906.894008
-1.244912,25,44912.808403
-2.181607,103,44983.311676
-1.226836,23,44988.80236
-1.328776,30,44995.850268
-1.441043,101,45017.164956
-1.873498,69,45032.052121
-1.855908,107,45054.569612
-1.964281,81,45071.889123
-1.97856,220,45214.583723
-1.302537,72,45230.016012
-1.251159,23,45235.564534
-1.328721,44,45245.408024
-1.442734,50,45256.440217
-2.206153,191,45385.370942
-0.327509,38,45393.887927
-1.187175,13,45397.360836
-1.032988,4,45399.092042
-1.128656,24,45404.795417
-1.151697,3,45406.274152
-1.158158,29,45413.010098
-1.179465,3,45414.465452
-0.781765,148,45445.246303
-1.122522,59,45458.053458
-0.666028,43,45467.578803
-1.310179,96,45487.896066
-1.076158,222,45596.978458
-1.811232,11,45600.052697
-1.150928,20,45605.109335
-1.369684,73,45620.717863
-1.888136,109,45643.737418
-1.106408,50,45654.71621
-1.52041,49,45711.447406
-1.172828,11,45714.582155
-1.077896,19,45719.275027
-1.137671,3,45720.732202
-2.153374,187,45759.465751
-1.970312,69,45774.327128
-0.960093,105,45796.41497
-2.241745,73,45812.052991
-1.341081,39,45897.894035
-1.021826,163,45931.9925
-0.258514,130,45959.34441
-0.22499,122,45985.193582
-2.303293,66,46038.036913
-0.375692,201,46079.784746
-1.833739,9,46082.521008
-1.127646,20,46087.436449
0.355048,131,46114.818117
-2.176523,54,46126.655876
-1.909371,96,46202.769846
-1.199046,4,46204.422563
-1.049663,3,46205.894954
-1.67966,139,46235.001195
-1.926175,33,46242.538758
-1.309609,44,46252.33919
-1.592964,74,46268.231212
-1.51209,12,46271.531882
-0.725008,135,46299.829607
-2.060623,56,46358.108231
-0.495088,33,46365.634369
-0.319155,32,46372.939016
-0.351312,33,46380.459629
-0.630071,68,46395.172092
-1.971099,161,46428.649874
-2.652412,83,46446.381111
-0.393243,47,46456.74084
-1.611429,110,46538.148891
-1.632292,32,46545.492572
-1.230393,14,46549.20431
-1.157691,14,46552.891516
-1.2535,41,46562.075603
0.19916,129,46589.05103
-2.094861,66,46603.254298
-1.584107,38,46611.798683
-1.35594,36,46619.918834
-1.702143,57,46699.642318
-1.893151,126,46726.119539
-1.940305,89,46745.052243
-1.410362,11,46748.194005
0.220441,149,46779.31062
-2.771708,103,46866.909319
0.466435,126,46893.269516
-0.310542,131,46920.596339
-1.975315,39,46929.42018
0.413075,117,46953.941654
-1.792644,6,46956.003275
-1.955765,112,47024.299377
-1.323651,28,47030.801531
-0.919441,147,47061.373092
-1.954824,34,47069.085217
-1.231205,29,47075.810848
-1.274718,24,47081.55218
-1.18404,3,47083.015786
-1.26787,55,47094.963028
-1.36546,8,47097.427987
-1.074039,4,47099.094082
-1.189761,40,47108.021052
-2.62462,189,47175.253833
-1.731677,41,47184.473819
-1.716427,62,47197.928913
-1.145354,3,47199.378756
-1.389647,86,47217.764661
-1.789127,58,47230.468429
-1.52576,35,47238.402233
-1.375336,38,47246.992009
-2.702834,226,47315.108934
-1.862246,35,47323.124677
-1.454676,59,47335.954272
-2.180742,154,47368.110236
-1.823884,27,47374.567873
-2.42133,183,47444.50548
-1.725035,29,47451.274604
-1.313743,44,47461.068985
-1.333172,11,47464.1641
-1.439375,97,47484.753782
-2.246047,128,47511.626878
-2.69973,118,47579.214563
-1.265214,30,47586.176645
-1.288017,26,47592.299728
-1.648619,105,47614.500937
-1.467868,161,47648.02825
-1.874506,30,47654.94929
-1.274863,45,47664.917308
-1.528972,53,47676.527393
-1.397217,21,47681.627188
-1.350688,39,47769.330269
-2.085141,162,47802.905106
-2.310129,53,47814.552447
-1.682333,109,47837.426117
-0.701199,37,47845.856568
-2.011516,105,47883.869067
-0.75043,142,47913.473424
-1.77991,9,47916.158569
-1.052802,4,47917.833353
-1.32557,60,47930.820987
-1.359354,19,47935.514536
-1.786862,138,47964.247365
-2.083143,35,47972.161802
-0.297315,33,47979.758185
-0.372111,38,47988.295026
-1.100189,8,47990.854934
-1.364207,69,48018.572013
-1.464055,25,48024.497872
-1.400615,78,48041.246588
-1.016234,225,48087.862317
-1.877227,12,48091.228162
-1.252859,30,48098.259344
-1.282861,29,48105.058445
-1.041922,139,48201.192988
-1.76146,36,48209.32166
-1.164442,19,48214.033054
-1.01022,3,48215.482784
-0.973531,8,48217.964109
0.273725,143,48247.801454
-2.430383,137,48276.465367
-1.956683,53,48288.022645
-1.441925,37,48357.207877
-3.387859,286,48415.895989
-1.810976,25,48421.814288
-0.717225,78,48438.432825
-1.995368,81,48503.086183
-1.048336,4,48504.749938
-1.248951,51,48515.90325
-0.209945,165,48550.301186
-1.939537,36,48558.487168
-1.20802,4,48560.191527
0.549307,117,48584.917851
-1.965527,55,48596.963529
-2.233248,88,48675.590427
-1.09582,10,48678.734561
-1.30594,35,48686.679366
-1.510361,51,48697.909755
-1.245716,48,48708.539822
-1.391623,9,48711.322808
-0.093726,185,48749.738061
-0.213735,121,48775.283192
-2.21962,57,48870.529642
-1.130002,3,48872.010131
-0.389589,62,48885.462675
-1.512114,60,48898.514889
-1.44697,22,48903.82918
-1.164153,5,48905.79726
-1.294931,70,48920.927399
-1.630777,48,48931.605973
-2.004329,141,48961.068025
-1.825686,24,48966.799124
-1.663746,66,49033.766132
-2.506278,206,49076.477197
-1.030327,33,49084.014473
-0.418249,45,49093.97513
-1.086858,9,49096.659182
-1.263417,46,49106.854692
-1.266667,5,49108.724797
-1.061609,4,49110.392831
-1.250318,52,49121.77854
-1.362716,9,49124.476937
-1.692038,77,49183.325521
-1.350575,31,49190.514481
-1.369712,63,49204.171567
-0.863633,49,49215.003639
-0.97033,90,49234.139986
-1.223147,29,49241.017209
-1.189925,29,49247.754566
-0.83238,143,49277.74632
-1.76552,177,49354.312115
-0.201526,125,49380.621872
-2.069255,39,49389.515837
-1.137507,7,49391.789692
-0.681848,113,49415.558091
-1.61773,17,49419.924062
-0.410962,41,49429.074903
-1.474522,58,49465.166658
-2.5293,207,49508.010861
-1.835753,34,49515.772283
-1.443762,72,49531.134642
-1.5814,34,49539.015748
-1.273499,4,49540.686133
-2.81518,249,49622.572707
-1.846552,30,49629.50394
0.257339,133,49657.42953
-1.028889,28,49664.030889
-1.081855,20,49668.941845
-1.533859,101,49690.343049
-2.529107,94,49771.895414
0.392086,133,49799.782955
-1.910762,15,49803.745844
0.507148,125,49830.004562
-1.840655,20,49834.965479
-1.410989,80,49852.031881
-1.648827,32,49859.376078
-0.232208,176,49928.045643
-0.261497,126,49954.477561
-1.878938,28,49960.997194
-1.344177,33,49968.559721
-1.245293,25,49974.496716
