#{"t_start": 1750359596.9470727, "env_id": "None"}
r,l,t,reason
-0.700791,127,31.916643,collision
-1.099282,20,40.422217,collision
1.303404,226,90.647784,goal_reached
-1.51675,161,127.798038,collision
-1.191519,130,158.662773,collision
-1.034114,133,190.07853,collision
-0.404087,188,232.727007,no_progress
-0.955979,181,274.146801,collision
-1.151114,168,312.37007,collision
-1.359589,171,351.204897,collision
-1.189724,17,359.063928,collision
-0.735023,143,392.30614,collision
-1.126176,167,430.37369,collision
-1.147947,7,436.245762,collision
-0.68646,196,479.97805,collision
-1.208253,233,531.288137,collision
0.751897,252,586.509706,goal_reached
-1.486417,102,611.540239,collision
-1.01204,78,631.970593,collision
-1.010981,110,658.61971,collision
-1.015946,207,704.605108,collision
-1.095176,103,729.728885,collision
-1.082826,70,748.282193,collision
-1.129288,3,753.293451,collision
-0.712726,123,782.396871,collision
-0.984802,90,804.958354,collision
-1.209606,186,846.711254,collision
-1.128952,5,852.117154,collision
-0.786308,10,858.518459,collision
-0.820204,163,895.67578,collision
-1.174953,13,902.714066,collision
-0.828666,15,910.146071,collision
-0.850273,24,919.413622,collision
-0.793516,184,960.995095,collision
-1.194263,15,968.427938,collision
-0.819645,15,975.82548,collision
-0.9093,51,990.505725,collision
-0.802537,4,995.701525,collision
-0.637788,77,1015.63364,collision
-1.135452,4,1021.025132,collision
-0.710703,116,1048.74973,collision
-1.027584,220,1097.363503,collision
-1.221468,47,1111.255616,collision
-1.13129,111,1137.945584,collision
-0.747332,160,1174.510313,collision
-1.234136,27,1184.538766,collision
-0.80395,45,1198.246505,collision
-1.110944,220,1452.82812,collision
-1.244396,216,1500.712379,collision
-1.215618,34,1511.929977,collision
-0.700359,114,1539.271864,collision
-1.076524,27,1549.152442,collision
-0.804899,48,1563.210135,collision
-0.749155,143,1596.344863,collision
-1.315534,149,1630.766484,collision
-1.145098,158,1667.000722,collision
-1.183295,15,1674.394636,collision
-0.811381,7,1680.210477,collision
1.238991,311,1747.239175,goal_reached
-1.666383,168,1785.477308,collision
-1.049282,125,1815.001559,collision
-1.14563,4,1820.182367,collision
-0.566987,146,1854.021061,collision
-1.253365,131,1884.807829,collision
-1.06998,30,1895.294853,collision
-0.727615,179,1935.773985,collision
-1.326738,144,1969.17906,collision
-1.161551,3,1974.177998,collision
-0.53118,155,2009.804355,collision
-1.193179,158,2046.137631,collision
-1.248266,139,2078.609662,collision
-1.051988,223,2127.755103,collision
-1.164901,175,2167.282018,collision
