#{"t_start": 1751739790.8065474, "env_id": "None"}
r,l,t,reason
-1.969942,237,54.307326,collision
-1.83722,57,70.885837,collision
-1.520015,232,122.733285,collision
-5.978851,293,186.909109,collision
-1.059376,222,237.035468,goal_reached
1.489262,257,294.274856,goal_reached
1.41013,117,322.925368,goal_reached
1.02951,234,375.192167,goal_reached
-0.784313,303,441.829587,no_progress
1.020358,243,496.003445,goal_reached
0.56326,264,554.535436,goal_reached
-3.200116,359,632.221499,collision
-2.332693,125,662.445893,collision
-6.025412,343,736.701045,goal_reached
0.220752,337,810.025214,goal_reached
1.287357,154,846.539078,goal_reached
-1.243152,220,896.34951,collision
-2.578735,264,954.418759,collision
0.762931,175,994.653334,goal_reached
-3.13107,244,1049.103848,collision
0.431594,174,1089.396662,goal_reached
-2.731016,419,2022.811275,goal_reached
0.76623,244,2077.373568,goal_reached
-0.948373,444,2172.217782,goal_reached
-2.649038,172,2212.215069,collision
1.082556,179,2253.550149,goal_reached
-1.826344,109,2280.796083,collision
1.249704,178,2321.842269,goal_reached
1.536286,165,2360.354715,goal_reached
-2.353209,346,2435.784044,goal_reached
0.635704,246,2490.852468,goal_reached
-1.697282,127,2521.851853,collision
0.122722,196,2566.610087,goal_reached
1.322437,127,2597.581267,goal_reached
1.189547,115,2625.950136,goal_reached
-2.686221,172,2665.805355,collision
0.904067,195,2710.319769,goal_reached
-0.594445,241,2764.271276,goal_reached
-3.385489,180,2805.853078,collision
-1.396678,53,2821.626919,collision
0.214754,215,2870.277096,goal_reached
-1.776153,84,2892.467428,collision
-2.953653,236,2945.258349,collision
-2.323968,324,3015.908845,goal_reached
-0.949631,371,3096.15087,goal_reached
-0.125584,231,4022.842758,goal_reached
-0.771222,466,4122.435973,goal_reached
-0.113728,204,4168.866996,goal_reached
0.984717,247,4224.093235,goal_reached
-1.258169,125,4254.60652,collision
1.082935,178,4295.735146,goal_reached
0.412773,220,4345.375551,goal_reached
-0.901283,357,4422.952862,goal_reached
0.459453,209,4470.509207,goal_reached
-2.06161,175,4511.12987,collision
-1.941711,129,4542.242873,collision
-0.728589,283,4604.598978,goal_reached
-0.292281,211,4652.753823,goal_reached
-3.389194,303,4719.02381,collision
1.147551,250,4774.782441,goal_reached
-0.674957,193,4819.071626,goal_reached
-1.202393,161,4856.808828,collision
-1.007909,247,4911.893628,goal_reached
-0.183276,261,4969.603371,goal_reached
-1.097156,297,5034.875426,goal_reached
-3.108711,174,5075.514994,collision
1.126748,327,5973.230126,goal_reached
-2.060114,109,6000.521784,collision
0.962378,145,6035.020179,goal_reached
-1.350828,282,6097.273458,goal_reached
-1.490248,71,6116.86398,collision
0.876799,239,6170.183285,goal_reached
0.922286,148,6205.290006,goal_reached
0.383011,302,6271.583517,goal_reached
1.200059,179,6312.981112,goal_reached
0.272989,328,6384.582843,goal_reached
0.405805,394,6469.368455,goal_reached
1.546304,268,6528.670191,goal_reached
0.644439,211,6576.414058,goal_reached
-2.223269,119,6605.66216,collision
-2.217345,86,6628.004507,collision
-0.724446,264,6686.613889,goal_reached
0.110233,303,6753.200227,goal_reached
-0.721122,267,6812.561921,goal_reached
-4.232342,778,6975.211731,goal_reached
-4.051987,593,8871.870313,goal_reached
0.078175,151,8907.507587,goal_reached
-1.966524,115,8935.839351,collision
0.506374,417,9025.196536,goal_reached
-0.361125,262,9083.574242,goal_reached
1.56407,226,9134.501116,goal_reached
0.868548,258,9191.881704,goal_reached
1.430467,162,9229.798443,goal_reached
-0.585977,366,9308.953612,goal_reached
-2.143486,96,9333.455558,collision
1.296274,122,9363.205304,goal_reached
1.233816,148,9398.417268,goal_reached
0.874402,211,9446.542512,goal_reached
1.277074,133,9478.703542,goal_reached
-1.303385,107,9505.503851,collision
1.343147,224,9556.019111,goal_reached
-1.290804,108,9582.950963,collision
-0.3934,213,9631.16148,goal_reached
-0.850315,194,9675.620303,goal_reached
-2.942568,260,9733.469564,collision
0.179439,358,9810.959624,goal_reached
0.60768,245,9865.7394,goal_reached
1.31672,149,9901.12523,goal_reached
0.847169,278,10229.813602,goal_reached
1.256609,225,10280.57504,goal_reached
0.652555,263,10338.819333,goal_reached
0.052887,158,10375.981127,goal_reached
0.940178,188,10419.134244,goal_reached
-1.120791,238,10472.481058,goal_reached
1.301889,168,10511.531369,goal_reached
0.704862,180,10553.157208,goal_reached
0.78293,226,10604.131473,goal_reached
0.599488,301,10670.167365,goal_reached
-1.470774,307,10737.565531,goal_reached
-0.531771,208,10784.800741,goal_reached
1.164459,165,10823.243367,goal_reached
0.40584,155,10859.696243,goal_reached
1.407537,150,10895.18721,goal_reached
1.263521,226,10946.240544,goal_reached
0.786778,213,10994.52381,goal_reached
1.364114,177,11035.598736,goal_reached
-3.560101,399,11121.740677,goal_reached
1.235683,161,11159.553085,goal_reached
-3.363192,232,11211.750091,collision
1.058845,173,11251.929659,goal_reached
0.422663,295,11317.011952,goal_reached
-0.573011,378,11877.302039,goal_reached
-2.543868,209,11924.820393,collision
1.304044,134,11957.008128,goal_reached
-1.510126,50,11972.261304,collision
-4.438017,435,12065.68771,collision
-1.429531,101,12091.225259,collision
0.744569,361,12169.226151,goal_reached
1.447289,239,12222.599432,goal_reached
-0.72721,273,12283.166224,goal_reached
1.100077,166,12321.992811,goal_reached
-1.776772,204,12368.369731,collision
0.425193,287,12431.400374,goal_reached
0.487177,240,12485.073379,goal_reached
1.324317,244,12539.714861,goal_reached
1.282806,226,12590.785495,goal_reached
0.930736,265,12649.722855,goal_reached
0.06776,213,12698.086418,goal_reached
0.025557,359,12775.955412,goal_reached
0.821937,238,12829.389909,goal_reached
0.14885,282,12891.603838,goal_reached
-2.776043,225,13461.646222,collision
1.172765,186,13504.457061,goal_reached
1.595943,176,13545.367215,goal_reached
-1.109071,327,13616.671532,goal_reached
-0.18509,216,13665.571147,goal_reached
1.120335,202,13711.576403,goal_reached
1.012509,115,13740.06309,goal_reached
0.320987,172,13780.17154,goal_reached
-1.134534,183,13822.496771,collision
0.438444,242,13876.503437,goal_reached
-3.06525,450,13972.518849,goal_reached
0.010723,188,14015.914553,goal_reached
1.148002,193,14060.183988,goal_reached
0.578669,183,14102.649698,goal_reached
0.776429,122,14132.53053,goal_reached
-0.120178,190,14176.091603,goal_reached
0.371363,158,14213.184086,goal_reached
-1.332563,228,14264.441485,goal_reached
-1.193081,131,14296.034485,collision
-1.689883,101,14321.530077,collision
-0.684874,401,14407.727941,goal_reached
0.596603,197,14452.690208,goal_reached
-1.497379,44,14466.706561,collision
-1.642245,102,14492.372756,collision
1.478243,179,14533.76477,goal_reached
1.321467,145,14568.346681,goal_reached
1.270572,248,15420.436036,goal_reached
