#{"t_start": 1752710729.022897, "env_id": "None"}
r,l,t,reason
1.784233,144,34.24606,goal_reached
1.776797,232,86.056573,goal_reached
2.67971,152,121.776409,goal_reached
2.173302,125,152.086502,goal_reached
2.876225,181,193.73144,goal_reached
-0.306532,312,261.745176,goal_reached
3.046463,134,293.847048,goal_reached
2.121515,163,331.824933,goal_reached
1.048864,246,386.490331,goal_reached
-4.094242,338,459.80204,no_progress
-1.574512,182,501.660978,collision
-1.116651,81,523.03826,collision
-1.32183,364,601.440451,goal_reached
0.993843,167,640.21547,goal_reached
2.171117,131,671.727988,goal_reached
-1.484346,49,686.702268,collision
0.213522,236,738.738018,goal_reached
-1.388481,324,809.242134,goal_reached
-0.823465,329,880.757541,no_progress
-1.51895,111,908.324427,collision
-0.06165,233,960.305062,goal_reached
0.744039,288,1023.536362,goal_reached
-1.85088,152,1059.291428,collision
-4.414071,443,5697.528543,collision
-2.578455,472,5798.019762,goal_reached
-2.956178,272,5858.082699,no_progress
0.377956,278,5919.313069,goal_reached
1.162547,276,5980.347133,goal_reached
-2.782538,261,6038.23619,collision
-0.099417,240,7737.367702,goal_reached
2.184522,205,7783.971855,goal_reached
0.719549,235,7836.804747,goal_reached
1.086921,289,7900.402887,goal_reached
-1.668081,89,7923.810146,collision
0.681875,252,7980.175627,goal_reached
-1.714899,309,8048.501514,no_progress
1.727228,201,8094.67789,goal_reached
-0.106338,338,8168.759341,goal_reached
-2.055776,380,8251.532341,goal_reached
-1.955272,103,8277.752818,collision
0.594459,266,8336.975546,goal_reached
-2.612424,173,8377.468992,collision
-1.661435,99,8402.763969,collision
-3.351978,259,9135.012531,collision
2.238529,137,9167.956419,goal_reached
-0.866489,169,9207.524155,collision
-0.097912,252,9263.978217,goal_reached
1.058837,245,9319.127687,goal_reached
2.742981,149,9354.62169,goal_reached
-3.427182,277,9416.122645,collision
-3.56656,235,9469.09963,collision
-0.798087,147,9504.250275,collision
-0.845156,113,9532.333663,collision
0.46489,262,9590.381187,goal_reached
0.934535,169,9629.976199,goal_reached
1.762106,196,9675.13944,goal_reached
-0.38111,295,9740.371924,goal_reached
-0.598835,76,9761.090955,collision
-0.275121,300,9827.408706,goal_reached
0.997496,273,9888.072998,goal_reached
1.259064,162,9926.234641,goal_reached
-0.499476,317,9995.764665,no_progress
1.573965,158,10033.078276,goal_reached
-1.465463,46,10047.627791,collision
1.938919,163,10085.515802,goal_reached
2.445168,108,10112.689348,goal_reached
-4.152333,352,10189.595049,collision
2.01416,137,10222.585961,goal_reached
1.126513,257,11093.252888,goal_reached
1.980231,231,11145.33099,goal_reached
-5.366398,314,11214.135989,collision
2.468056,107,11241.120253,goal_reached
1.838502,166,11280.121008,goal_reached
-1.986729,228,11331.742532,collision
-1.493472,159,11369.187542,collision
2.211196,126,11400.0866,goal_reached
2.370033,152,11436.354332,goal_reached
3.364328,165,11475.041732,goal_reached
2.497148,104,11501.348447,goal_reached
2.997914,148,11536.576709,goal_reached
-1.121096,300,11603.013544,collision
-4.057789,526,11715.140225,collision
0.119806,251,11771.469234,goal_reached
-0.224797,296,11836.615061,goal_reached
0.071732,235,11889.511958,goal_reached
-3.059718,180,11931.373202,collision
2.602417,109,11958.700931,goal_reached
0.485933,209,12006.539911,collision
-2.315149,123,12036.672651,collision
2.492509,135,12069.53856,goal_reached
2.737195,140,12103.320583,goal_reached
2.378612,146,12138.29611,goal_reached
-0.155616,312,12206.968323,no_progress
0.700345,261,13582.121532,goal_reached
2.627734,109,13609.512637,goal_reached
2.581293,141,13643.350933,goal_reached
-0.105324,329,13715.647949,goal_reached
-0.728005,236,13769.086346,goal_reached
-3.579265,681,13913.049424,goal_reached
3.254901,137,13946.176419,goal_reached
-3.067604,277,14008.014548,no_progress
0.932747,243,14062.93266,goal_reached
-1.947238,282,14125.74968,no_progress
-0.630413,57,14142.648144,collision
2.590476,111,14170.467926,goal_reached
-1.001872,339,14244.984816,goal_reached
0.790302,351,14321.852294,goal_reached
0.446687,265,14381.026147,goal_reached
-4.6905,435,14475.454565,collision
-2.65245,279,14537.696365,collision
3.626506,163,14576.094597,goal_reached
-0.44961,303,14642.876158,no_progress
-5.223906,386,15550.337877,no_progress
2.619115,109,15577.766452,goal_reached
2.671245,160,15615.598588,goal_reached
-2.317024,256,15673.184314,collision
-1.90023,390,15758.052319,goal_reached
3.049643,146,15793.217777,goal_reached
2.69256,143,15827.713616,goal_reached
0.226733,313,15896.804481,goal_reached
-2.568933,336,15970.715532,no_progress
1.597913,163,16009.193848,goal_reached
2.901483,148,16044.757743,goal_reached
-2.63942,306,16112.52575,no_progress
-1.197728,88,16135.700712,collision
1.981606,131,16167.59192,goal_reached
0.625937,293,16232.821192,goal_reached
