#{"t_start": 1752494040.0574892, "env_id": "None"}
r,l,t,reason
-2.253148,261,57.995962,goal_reached
-5.294712,287,121.143847,goal_reached
-15.948346,242,175.252584,collision
-24.355306,257,231.971927,collision
1.365572,201,277.658136,goal_reached
-13.426999,305,344.169271,no_progress
-13.05444,226,395.014665,goal_reached
1.37876,173,435.145542,goal_reached
-30.186534,565,554.436877,goal_reached
-21.053983,308,621.767627,goal_reached
-0.062135,227,672.768968,goal_reached
-33.040753,875,854.491572,goal_reached
1.287204,128,885.568769,goal_reached
-4.487627,260,943.159296,goal_reached
-4.906017,306,1010.163095,goal_reached
-12.81287,225,1060.696952,collision
-12.994315,330,2624.227537,collision
-11.547916,345,2699.242858,collision
-12.978586,253,2755.495456,goal_reached
-4.798608,215,2804.265255,goal_reached
2.243649,136,2837.047493,goal_reached
-3.403968,176,2877.888934,goal_reached
1.6504,134,2910.191083,goal_reached
-18.682943,353,2986.831034,no_progress
-8.213528,157,3023.901021,collision
2.512201,182,3065.954771,goal_reached
-2.677648,177,3107.02359,goal_reached
1.154745,264,3165.781436,goal_reached
-8.331253,208,3213.103389,collision
-8.037354,100,3238.465472,collision
-14.445157,146,3273.130284,collision
-9.051549,93,3296.99411,collision
0.35921,121,3326.570217,goal_reached
-0.163908,244,3381.103389,goal_reached
-8.505784,106,3407.780493,collision
2.115999,149,3442.950959,goal_reached
2.636137,204,3489.45903,goal_reached
-12.323701,178,3530.676349,collision
2.904652,186,3573.391113,goal_reached
-36.199695,375,3654.456957,collision
-4.848354,195,3699.139616,goal_reached
-11.88405,404,4689.380784,collision
1.554325,148,4724.556377,goal_reached
-0.441964,254,4781.193658,goal_reached
-11.886144,222,4831.335685,goal_reached
-0.093333,172,4871.428739,goal_reached
-13.672383,328,4943.067952,collision
-3.215068,53,4958.85568,collision
-2.31729,264,5017.32684,goal_reached
-10.864677,224,5067.843994,goal_reached
2.009209,153,5104.055057,goal_reached
-5.889021,153,5140.225273,collision
2.404172,113,5168.177117,goal_reached
1.2881,164,5206.524627,goal_reached
0.161147,196,5251.42403,goal_reached
2.100054,143,5285.58704,goal_reached
2.712522,108,5312.687552,goal_reached
-12.117425,377,5394.33495,goal_reached
1.533123,197,5439.360525,goal_reached
-9.745716,142,5473.17612,collision
-4.141227,149,5508.351095,collision
1.365969,183,5550.292363,goal_reached
-2.434598,20,5559.489392,collision
-3.725618,71,5578.942914,collision
-14.170243,304,5645.580447,goal_reached
-1.059664,215,5694.122631,goal_reached
1.294255,139,5727.355079,goal_reached
-3.217388,40,5740.564755,collision
-9.133581,78,5761.359882,collision
-7.790451,260,7466.705171,collision
2.681673,232,7518.728338,goal_reached
2.533809,163,7556.830262,goal_reached
-5.365738,293,7621.235934,goal_reached
2.521894,204,7667.522365,goal_reached
-6.709908,221,7717.24395,goal_reached
1.454127,192,7761.211895,goal_reached
-1.193035,166,7799.8475,goal_reached
0.878617,198,7845.015517,goal_reached
1.743578,164,7883.301421,goal_reached
2.199042,266,7942.212288,goal_reached
-7.923632,275,8002.876825,goal_reached
-4.123173,112,8030.552556,collision
2.707126,164,8068.666142,goal_reached
-5.100483,129,8099.866724,collision
-6.969544,203,8145.959316,goal_reached
0.432672,157,8182.723771,goal_reached
-5.625319,157,8219.569795,collision
-8.917729,120,8248.873145,collision
-5.975931,94,8272.932779,collision
2.540115,167,8311.697915,goal_reached
0.984161,170,8351.281779,goal_reached
1.458145,232,8403.278109,goal_reached
-2.493952,184,8445.622043,goal_reached
-7.009844,111,8473.236256,collision
-6.271563,140,8506.558441,collision
0.979598,119,8535.650321,goal_reached
-4.702907,163,8573.820049,collision
-21.117468,395,9545.926027,goal_reached
-8.153527,257,9602.990359,goal_reached
-3.64287,257,9660.099835,goal_reached
1.07839,239,9713.587439,goal_reached
1.344291,151,9749.235174,goal_reached
-8.082042,223,9799.476501,goal_reached
-9.354996,276,9860.352838,goal_reached
3.362847,168,9899.453134,goal_reached
-1.775213,183,9941.566658,goal_reached
-15.196318,392,10025.941642,collision
-11.257791,208,10072.961183,goal_reached
-9.610426,283,10135.454947,goal_reached
2.272511,116,10164.100992,goal_reached
-4.233269,137,10196.978545,collision
1.571889,140,10230.315433,goal_reached
-10.183,204,10276.738942,goal_reached
3.010968,158,10313.818035,goal_reached
-0.004868,211,10361.642398,goal_reached
2.181431,137,10394.428673,goal_reached
0.92901,153,10430.544204,goal_reached
2.804868,99,10455.740921,goal_reached
-13.474817,307,10522.952485,collision
2.760533,171,10562.540017,goal_reached
1.531626,126,10593.18779,goal_reached
-8.900093,270,11226.579033,goal_reached
1.918759,232,11278.644939,goal_reached
-1.879081,254,11335.162689,goal_reached
-6.004061,270,11394.938711,goal_reached
-5.906753,47,11409.665308,collision
2.967104,174,11449.859334,goal_reached
-16.643038,244,11504.296933,goal_reached
-11.780178,327,11575.551544,goal_reached
2.450889,201,11621.408165,goal_reached
2.7841,154,11657.676592,goal_reached
-4.458318,44,11671.748281,collision
-1.37811,272,11731.856884,goal_reached
-6.43393,135,11764.25351,collision
-9.483094,136,11796.739545,collision
-18.907377,240,11850.226042,collision
-5.144834,111,11877.641612,collision
-9.054766,99,11902.682132,collision
0.894174,197,11947.519973,goal_reached
1.189677,224,11997.920642,goal_reached
-8.342014,161,12035.606994,goal_reached
-14.27522,213,12083.682879,goal_reached
-5.789258,97,12108.518331,collision
-20.241032,215,12157.165024,collision
3.63897,128,12188.069613,goal_reached
-6.755655,88,12211.02519,collision
-12.295342,187,12253.821974,collision
-21.04615,193,12297.905471,collision
-9.051083,330,12912.905365,goal_reached
-0.471853,158,12949.969172,goal_reached
-18.87532,438,13043.680395,goal_reached
-5.212559,184,13086.106215,goal_reached
-7.209363,148,13121.22122,collision
-7.737839,85,13143.45,collision
-10.181407,325,13214.14549,goal_reached
-18.038016,246,13269.005348,collision
1.417841,218,13318.107393,goal_reached
-12.486174,96,13342.644972,collision
-4.479673,214,13390.983888,goal_reached
-4.84053,188,13434.077332,goal_reached
-3.349466,136,13466.73743,collision
-3.659364,215,13515.240587,goal_reached
-3.942495,87,13538.014988,collision
0.112847,152,13573.780024,goal_reached
-8.632894,79,13594.920624,collision
-13.297105,171,13634.571183,goal_reached
-3.589016,89,13657.625435,collision
-3.117246,219,13706.953016,goal_reached
-5.217806,181,13748.768553,collision
2.266631,180,13790.174495,goal_reached
-10.864841,198,13835.349716,collision
2.303968,130,13866.650013,goal_reached
1.698552,186,13909.431142,goal_reached
-6.533539,150,13944.98274,collision
1.830232,160,13982.335981,goal_reached
-20.462131,384,14727.130815,collision
-20.231308,282,14789.267627,goal_reached
-4.303428,225,14839.948573,goal_reached
-6.170833,235,14892.696017,goal_reached
-7.147734,134,14925.009137,collision
-9.44364,212,14972.899777,goal_reached
-0.992063,187,15015.864391,goal_reached
-5.68851,64,15033.945444,collision
-3.692571,138,15066.888783,collision
-3.318523,37,15079.44502,collision
-4.92131,71,15098.866401,collision
-11.167466,90,15122.141654,collision
1.897943,146,15156.835093,goal_reached
1.901264,148,15191.953756,goal_reached
2.747515,156,15228.660115,goal_reached
-3.668391,178,15269.808582,goal_reached
-4.455967,44,15283.824419,collision
2.859613,202,15329.691914,goal_reached
-20.4247,337,15402.925277,collision
0.417166,194,15447.287522,goal_reached
-3.187406,207,15494.254521,goal_reached
0.690695,133,15526.243533,goal_reached
2.778657,157,15563.106015,goal_reached
-9.889927,260,15620.883745,goal_reached
3.003191,146,15655.547304,goal_reached
1.392293,114,15683.726916,goal_reached
1.933704,146,15718.384768,goal_reached
0.870131,198,15763.60738,goal_reached
-3.601079,171,15803.25688,goal_reached
-5.846223,151,15838.929844,collision
0.301382,210,16824.155511,goal_reached
2.71799,116,16852.796937,goal_reached
-7.823132,179,16894.15329,collision
-14.534106,278,16955.440715,goal_reached
3.561845,157,16992.316516,goal_reached
-11.450931,262,17050.528999,goal_reached
