#{"t_start": 1753250821.2834952, "env_id": "None"}
r,l,t,reason
-13.676717,263,58.610089,collision
1.101228,157,95.263463,goal_reached
-8.97989,300,160.75628,goal_reached
-9.597875,221,210.298173,collision
-3.092356,220,259.570706,goal_reached
-8.136288,305,325.959772,goal_reached
-5.751991,116,354.351298,collision
-13.185829,327,425.077903,goal_reached
-0.004881,178,466.006786,goal_reached
-11.091816,328,537.126608,goal_reached
-4.897754,243,591.247004,goal_reached
-0.821842,181,632.781938,goal_reached
-7.204556,291,696.400747,goal_reached
-8.376348,304,762.59376,goal_reached
-12.52584,331,834.254301,goal_reached
-5.498077,272,894.137063,goal_reached
-0.826103,188,937.105697,goal_reached
-1.57612,184,979.212617,goal_reached
-1.776175,74,999.30488,collision
-4.764754,312,1067.10481,goal_reached
0.544305,165,1105.437888,goal_reached
-1.270538,221,2606.801704,goal_reached
-5.390481,267,2665.745997,goal_reached
0.118644,170,2705.281908,goal_reached
-3.728985,211,2752.935466,goal_reached
-3.044571,214,2801.260851,goal_reached
-3.343941,218,2850.409204,goal_reached
-6.594076,296,2915.278491,goal_reached
-2.922068,215,2963.782891,goal_reached
-0.531924,189,3007.059634,goal_reached
-4.625391,248,3062.226177,goal_reached
-7.149407,136,3094.788611,collision
-4.208394,150,3130.080249,collision
-28.072085,637,3263.566578,goal_reached
-13.663772,432,3355.829561,goal_reached
-2.228165,207,3402.746138,goal_reached
-5.691905,297,3467.768022,goal_reached
-10.55158,178,3508.890385,collision
-5.679349,389,3592.449337,goal_reached
-4.649027,81,3613.917501,collision
-1.948343,192,3657.674607,goal_reached
-14.734363,456,4720.536307,goal_reached
-18.770241,379,4802.247656,goal_reached
-7.482901,258,4859.401174,goal_reached
-6.142762,261,4917.174639,goal_reached
-9.878083,249,4972.491741,collision
-3.266562,131,5003.917738,collision
-2.330052,41,5017.257107,collision
-2.96237,220,5066.638387,goal_reached
-14.013641,323,5136.833654,collision
-15.105246,379,5218.267046,goal_reached
-3.527492,230,5269.748878,goal_reached
-5.387406,113,5297.705862,collision
-6.228236,125,5328.040488,collision
-3.935149,217,5376.970102,goal_reached
