#{"t_start": 1753961823.3302796, "env_id": "None"}
r,l,t,reason
-8.02369,334,73.407891,collision
0.199332,211,120.982203,goal_reached
-3.755962,209,168.241075,goal_reached
-6.55736,220,217.748459,collision
-10.822378,313,285.78882,goal_reached
-0.707334,165,324.125568,goal_reached
-16.013905,419,413.717082,goal_reached
-10.962386,386,496.569473,goal_reached
-0.304447,225,546.981463,goal_reached
-3.613032,196,591.515239,collision
-0.100916,216,640.040444,goal_reached
-4.788969,160,677.374298,collision
0.232063,93,701.423,collision
2.143644,188,744.384007,goal_reached
-1.713319,225,794.857081,goal_reached
0.210395,239,848.003253,goal_reached
-2.649156,215,896.421173,goal_reached
-11.166158,348,971.632854,collision
-3.018125,281,1033.247981,goal_reached
-1.12345,255,1089.685065,goal_reached
3.968597,203,2383.658565,goal_reached
-0.382254,174,2423.89506,goal_reached
5.209425,173,2463.89289,goal_reached
2.50339,186,2506.588612,goal_reached
3.560695,166,2545.21093,goal_reached
-9.910109,204,2591.501362,collision
-5.506379,154,2627.653313,collision
2.898717,150,2662.909204,goal_reached
3.013384,133,2694.896033,goal_reached
2.563268,180,2736.385883,goal_reached
-0.677016,268,2795.578132,goal_reached
-5.969287,331,2867.366319,no_progress
-0.521507,178,2908.437921,goal_reached
-4.486919,147,2943.247583,collision
5.381155,160,2980.564342,goal_reached
4.298473,111,3008.083402,goal_reached
1.559987,241,3061.854651,goal_reached
6.448868,137,3094.590854,goal_reached
-3.130856,144,3128.756148,collision
-8.40279,378,3210.038221,goal_reached
-6.059378,122,3239.838895,collision
4.274548,134,3272.003616,goal_reached
-1.31676,58,3288.881757,collision
-5.861112,163,3326.775337,collision
1.438485,150,3362.059011,goal_reached
3.960129,109,3389.201131,goal_reached
-1.234268,67,3407.892691,collision
-2.617153,281,3469.567241,goal_reached
5.688502,165,3507.998562,goal_reached
-15.71134,512,4118.388184,collision
4.808353,156,4154.994957,goal_reached
4.260353,108,4181.880435,goal_reached
-3.502931,245,4236.42011,goal_reached
-2.570191,238,4289.560147,goal_reached
-1.050815,212,4337.423933,goal_reached
-5.532471,265,4396.08291,goal_reached
-1.98261,205,4442.573199,goal_reached
3.535948,190,4486.022177,goal_reached
-4.882516,273,4546.229289,goal_reached
-22.512909,576,4667.569419,goal_reached
-9.951777,335,4740.304914,goal_reached
3.641924,144,4774.544113,goal_reached
5.708239,159,4811.680224,goal_reached
-6.888269,260,4869.230933,goal_reached
0.979519,234,4921.587761,goal_reached
4.057952,163,4959.625195,goal_reached
-14.183041,254,5016.171064,collision
-2.213593,77,5036.854062,collision
-1.810462,273,5096.952917,goal_reached
-0.029961,262,5663.03827,goal_reached
3.809532,113,5690.957062,goal_reached
-2.170238,248,5746.120438,goal_reached
-3.840438,108,5773.050418,collision
5.17593,138,5805.936814,goal_reached
-2.520216,273,5866.114062,goal_reached
4.333849,186,5908.807055,goal_reached
3.237494,180,5950.480482,goal_reached
2.37014,198,5995.612194,goal_reached
-3.412286,228,6046.776913,collision
-1.127376,174,6086.909236,goal_reached
2.403966,185,6129.364522,goal_reached
6.183404,139,6162.538659,goal_reached
0.416532,99,6187.705169,collision
-2.01708,273,6247.878632,goal_reached
4.254275,158,6284.961834,goal_reached
-1.777684,62,6302.628151,collision
-9.626247,213,6350.960278,collision
-2.393794,186,6393.514826,collision
-14.384206,484,6496.343263,goal_reached
3.530098,200,6541.727293,goal_reached
-6.98473,219,6591.209279,collision
-0.543444,198,6636.235339,goal_reached
4.552449,105,6662.56629,goal_reached
3.316782,174,6702.900422,goal_reached
-0.255559,237,6756.194924,goal_reached
-2.859329,113,6784.24189,collision
-14.783763,297,7465.508934,no_progress
3.400759,122,7495.307773,goal_reached
-0.728065,243,7549.553992,goal_reached
-2.429659,77,7570.281058,collision
-1.81281,57,7586.883782,collision
-6.386771,344,7661.483179,goal_reached
-12.166638,330,7733.261973,collision
-7.837365,324,7803.660923,collision
-4.417384,230,7855.151799,goal_reached
-0.848899,109,7882.291804,collision
-1.932904,137,7914.939589,collision
-4.539057,189,7958.063579,collision
-3.959051,91,7981.5074,collision
2.400543,125,8011.796596,goal_reached
1.719327,200,8057.322895,goal_reached
-1.476514,85,8079.69869,collision
-19.206059,343,8154.018171,collision
-8.224873,317,8223.224454,no_progress
-6.927572,322,8293.130105,goal_reached
-4.942749,143,8327.150408,collision
-6.495275,375,8407.931925,goal_reached
1.567159,210,8455.487442,goal_reached
0.18182,162,8493.320349,goal_reached
-3.733694,363,9248.170671,goal_reached
-5.17882,305,9314.843837,goal_reached
-5.213519,240,9368.46158,goal_reached
0.447946,166,9407.338214,goal_reached
1.565047,202,9453.462299,goal_reached
1.646211,166,9492.22685,goal_reached
-3.622971,296,9557.062804,goal_reached
-4.081833,230,9608.546247,goal_reached
1.584129,155,9645.014166,goal_reached
2.814112,111,9672.626203,goal_reached
-1.806189,53,9688.47424,collision
2.185863,134,9720.618333,goal_reached
0.709604,171,9760.197204,goal_reached
0.725521,236,9812.826093,goal_reached
-0.212571,158,9849.94332,goal_reached
-12.277396,369,9929.787436,goal_reached
0.079526,223,9979.939275,goal_reached
-3.641992,287,10043.058862,goal_reached
1.831639,208,10090.234668,goal_reached
-3.166038,313,10158.564244,goal_reached
-0.162677,99,10183.69833,collision
3.240539,175,10224.070796,goal_reached
-0.880013,196,10268.771891,goal_reached
5.482709,152,10304.599328,goal_reached
2.810146,154,10340.783515,goal_reached
0.622715,113,11029.860195,collision
0.14252,184,11072.182293,goal_reached
-1.990091,188,11115.347885,goal_reached
-5.718982,237,11168.324536,goal_reached
-1.776863,115,11196.655497,collision
3.906268,167,11235.396512,goal_reached
-0.31144,217,11284.34026,goal_reached
3.077274,110,11311.68298,goal_reached
3.468788,114,11339.829076,goal_reached
-0.35815,100,11365.150007,collision
-2.802754,205,11411.642805,goal_reached
1.217487,208,11458.685138,goal_reached
4.162593,193,11502.837853,goal_reached
-4.995654,146,11537.429421,collision
-2.051243,81,11558.842708,collision
0.853138,207,11605.667281,goal_reached
-3.536325,255,11662.33069,goal_reached
2.182453,193,11706.434764,goal_reached
2.010561,160,11743.906836,goal_reached
4.05039,104,11770.056777,goal_reached
-1.264335,200,11815.618007,goal_reached
0.294789,174,11855.931323,goal_reached
-2.790471,251,11911.683248,goal_reached
6.477836,156,11948.344239,goal_reached
-2.195027,200,11993.921136,goal_reached
2.087678,176,12034.592581,goal_reached
-3.010816,246,12089.47121,goal_reached
3.452283,115,12117.840548,goal_reached
-4.178539,78,12138.735766,collision
4.693675,245,14210.244961,goal_reached
-0.065902,228,14261.438421,goal_reached
-6.226825,180,14302.921107,collision
0.597744,135,14335.161171,collision
-0.535559,174,14375.324061,goal_reached
-1.477217,231,14427.089767,goal_reached
0.692117,120,14456.473626,goal_reached
4.72467,110,14483.82897,goal_reached
-0.746838,78,14504.740434,collision
-3.895836,218,14553.782117,goal_reached
6.224712,140,14587.206429,goal_reached
0.416301,195,14631.726297,goal_reached
0.589297,101,14657.232893,collision
3.292786,120,14686.473484,goal_reached
3.477889,124,14716.660207,goal_reached
-3.898657,273,14776.953961,goal_reached
5.725477,165,14815.386443,goal_reached
4.017699,111,14842.94575,goal_reached
-4.976829,107,14869.716157,collision
-2.512579,60,14886.866709,collision
1.788592,252,14942.867142,goal_reached
-1.70378,89,14965.965142,collision
-5.26723,179,15007.185926,collision
