#{"t_start": 1752887272.852159, "env_id": "None"}
r,l,t,reason
-1.719625,99,26.078424,collision
2.972905,184,68.173853,goal_reached
0.721908,291,132.093218,goal_reached
-0.68922,368,211.443782,goal_reached
1.076622,251,267.328604,goal_reached
1.662198,229,318.582289,goal_reached
1.249294,254,374.981584,goal_reached
-0.938782,364,453.536894,goal_reached
-1.246558,64,471.630117,collision
3.04577,170,510.9313,goal_reached
2.080294,209,558.243861,goal_reached
-0.550835,127,589.061814,collision
1.145812,255,645.662169,goal_reached
-1.262938,194,689.964422,collision
1.01833,262,747.865135,goal_reached
3.207755,182,789.689762,goal_reached
2.776233,198,834.816527,goal_reached
1.291924,272,894.906606,goal_reached
1.614991,233,947.096014,goal_reached
0.358607,276,1007.840045,goal_reached
-1.959943,177,1048.714836,collision
-0.100616,296,1113.575799,goal_reached
-2.338715,305,23701.148917,collision
2.374748,222,23750.979258,goal_reached
-2.104749,415,23839.900414,goal_reached
2.226865,217,23888.787704,goal_reached
2.104036,215,23937.32408,goal_reached
-0.784092,192,23981.30535,collision
-0.258157,152,24016.984003,collision
-0.295829,135,24049.272539,collision
-3.366195,253,24105.368497,collision
0.194809,360,24183.11555,goal_reached
2.171472,214,24231.463774,goal_reached
-4.699172,401,24317.484957,collision
1.33453,236,24370.146354,goal_reached
2.28878,218,24419.268919,goal_reached
2.319232,210,24466.764008,goal_reached
0.725596,300,24532.465978,goal_reached
-0.22606,116,24561.141754,collision
-2.445189,191,24604.881868,collision
2.566331,200,24650.249968,goal_reached
3.383999,163,24688.30604,goal_reached
1.929847,213,24736.454794,goal_reached
-0.842959,283,26274.478918,collision
2.947616,162,26312.156157,goal_reached
-0.555406,108,26339.143663,collision
0.266154,318,26408.296816,goal_reached
-2.063538,429,26500.027913,goal_reached
-1.60014,224,26550.340781,collision
-0.133988,350,26625.961338,goal_reached
2.396749,215,26674.464017,goal_reached
-0.256747,251,26730.289898,collision
2.544603,185,26772.716939,goal_reached
-0.662652,43,26786.549924,collision
2.741659,197,26831.27215,goal_reached
2.888684,189,26874.555011,goal_reached
1.761714,254,26930.964307,goal_reached
-4.575873,299,26996.346369,collision
0.903463,341,27070.223751,goal_reached
3.21907,178,27111.24551,goal_reached
0.864107,279,27172.656864,goal_reached
-1.663025,223,27222.792526,collision
1.726206,223,27272.798618,goal_reached
0.517055,284,27335.262714,goal_reached
2.30095,246,30156.139095,goal_reached
2.626487,201,30201.90308,goal_reached
2.573659,201,30247.584533,goal_reached
0.181441,325,30318.285995,goal_reached
-5.379374,314,30386.804257,no_progress
0.622577,149,30422.043709,collision
-2.277708,229,30473.234572,collision
1.388421,268,30532.284899,goal_reached
-0.516916,180,30573.746565,collision
3.020756,175,30614.142826,goal_reached
0.727978,291,30678.007517,goal_reached
2.291167,199,30723.327405,goal_reached
1.796414,201,30769.060863,goal_reached
1.298581,266,30827.868763,goal_reached
-1.654715,134,30859.990084,collision
3.281586,163,30897.888497,goal_reached
2.468378,221,30947.686508,goal_reached
-1.824053,151,30983.230853,collision
-1.652751,161,31020.787726,collision
1.189166,278,31081.908005,goal_reached
3.210057,178,31122.922925,goal_reached
2.81198,207,31169.7943,goal_reached
3.115621,178,31210.854839,goal_reached
-2.656759,331,31978.176152,collision
2.471086,188,32021.288413,goal_reached
1.994163,231,32073.049953,goal_reached
3.168806,142,32106.876703,goal_reached
2.34893,242,32160.829384,goal_reached
0.030226,325,32231.64894,goal_reached
-1.542266,185,32274.161897,collision
1.599966,259,32331.490679,goal_reached
3.519688,168,32370.517766,goal_reached
1.980392,246,32425.325913,goal_reached
1.530857,269,32484.757774,goal_reached
-2.354189,189,32528.20489,collision
1.688451,208,32575.305491,goal_reached
1.655472,256,32632.168895,goal_reached
0.163827,360,32709.976563,goal_reached
3.037612,181,32751.671552,goal_reached
-2.726762,246,32806.405455,collision
1.242803,274,32866.783585,goal_reached
3.127053,171,32906.50754,goal_reached
1.133719,260,32964.071396,goal_reached
2.390079,196,33008.785513,goal_reached
-1.337346,469,33920.125319,goal_reached
2.256771,223,33970.279334,goal_reached
-0.521412,321,34040.2227,goal_reached
2.130434,215,34088.778984,goal_reached
2.698698,176,34129.446716,goal_reached
0.983426,259,34186.821986,goal_reached
-3.391474,246,34241.613518,collision
1.37383,267,34300.504647,goal_reached
1.660561,199,34345.759074,goal_reached
0.028125,314,34414.344024,goal_reached
1.462161,207,34461.250689,goal_reached
1.319253,210,34508.795099,goal_reached
-0.663552,130,34540.177217,collision
-3.904145,283,34602.333939,collision
1.473644,227,34653.218532,goal_reached
-0.654836,331,34725.09389,goal_reached
-1.439991,439,34818.940791,goal_reached
-1.585294,122,34848.72461,collision
2.618728,169,34887.886118,goal_reached
-1.880755,224,34938.321938,collision
-1.040209,120,34967.6763,collision
2.636131,249,36297.125265,goal_reached
-1.327319,376,36378.250341,goal_reached
-1.42836,222,36428.166708,collision
1.971901,279,36489.53904,goal_reached
2.786489,173,36529.542108,goal_reached
-1.979445,229,36580.928824,collision
-1.073901,425,36671.799247,goal_reached
-0.319004,78,36692.678678,collision
-0.699093,167,36731.459857,collision
0.956807,268,36790.624654,goal_reached
2.592398,193,36834.749053,goal_reached
-3.129765,258,36891.951922,collision
1.175845,245,36946.459071,goal_reached
0.660397,258,37003.708441,goal_reached
-2.006068,120,37033.162057,collision
1.831479,210,37080.63758,goal_reached
2.999109,160,37118.088458,goal_reached
1.89883,221,37167.845026,goal_reached
1.057548,249,37223.243882,goal_reached
-1.215734,143,37257.334732,collision
-0.485181,124,37287.536701,collision
-0.797784,195,37331.960024,collision
-1.298172,132,37363.642604,collision
-5.307335,424,38454.812684,no_progress
-0.963751,294,38519.257822,goal_reached
-0.465051,178,38560.43573,collision
-0.585637,101,38585.927072,collision
2.981932,174,38626.114144,goal_reached
0.702429,309,38693.68166,goal_reached
-0.063889,90,38716.982317,collision
1.059661,297,38781.983972,goal_reached
-2.452648,228,38832.982997,no_progress
-3.151507,288,38895.770872,no_progress
0.074659,270,38955.369125,goal_reached
2.416201,248,39010.583473,goal_reached
1.189894,254,39066.938356,goal_reached
-1.011666,192,39110.836222,collision
-0.447073,316,39179.595043,goal_reached
1.731836,220,39229.113825,goal_reached
-0.209276,294,39293.629948,goal_reached
-0.204332,106,39320.155866,collision
0.23587,359,39397.662446,no_progress
-0.921402,116,39426.066957,collision
-0.434524,318,39495.282563,goal_reached
-1.482871,127,40628.132553,collision
1.41562,218,40677.228179,goal_reached
1.010702,271,40737.06526,goal_reached
-4.821761,429,40828.682898,collision
0.201924,289,40891.968688,goal_reached
2.271038,197,40936.857524,goal_reached
-1.320356,367,41015.989304,goal_reached
-0.861583,98,41041.030581,collision
-0.899213,137,41073.805319,collision
0.121629,298,41139.008825,goal_reached
-3.377751,230,41190.582738,collision
-2.625243,241,41244.281862,collision
0.526348,276,41305.096357,goal_reached
1.405059,232,41357.101257,goal_reached
-2.990588,253,41413.347605,collision
1.809027,214,41461.597757,goal_reached
-3.26891,479,41563.35546,goal_reached
-1.015655,140,41596.729139,collision
-0.753161,171,41636.256694,collision
-2.594807,542,42483.376694,goal_reached
-3.740283,242,42537.397645,collision
-0.977805,64,42555.513163,collision
-0.976639,253,42611.638973,collision
1.602064,262,42669.675083,goal_reached
-0.80394,188,42712.807232,collision
2.700111,167,42751.553315,goal_reached
0.899295,237,42804.518289,goal_reached
2.830265,186,42847.24413,goal_reached
2.098587,226,42898.047377,goal_reached
2.87351,175,42938.548297,goal_reached
1.61341,223,42988.668914,goal_reached
-1.110165,120,43018.039227,collision
1.082711,368,43097.344231,goal_reached
-1.547931,89,43120.497878,collision
-0.681344,310,43188.084123,goal_reached
0.571894,284,43250.420961,goal_reached
-1.519088,85,43272.579953,collision
-2.577121,217,43321.42173,collision
-0.99707,260,43379.003288,goal_reached
1.113692,292,43442.935394,goal_reached
1.818063,208,43490.042076,goal_reached
2.70716,170,43529.537221,goal_reached
-0.91545,418,44140.311227,goal_reached
-4.349497,353,44216.750226,collision
-1.712963,217,44265.818441,collision
-0.01277,293,44330.072643,goal_reached
-2.909829,387,44413.297581,no_progress
0.984454,216,44462.037257,goal_reached
-0.158685,58,44478.866255,collision
-1.347992,465,44577.817803,no_progress
1.274232,223,44627.978785,goal_reached
-2.297788,422,44718.317743,goal_reached
-1.060357,172,44758.177558,collision
-0.671733,299,44823.52629,goal_reached
1.117368,251,44879.44641,goal_reached
-2.292385,258,44936.707452,collision
3.236655,141,44970.190802,goal_reached
1.329449,238,45023.390764,goal_reached
2.626708,164,45061.692335,goal_reached
2.150358,235,45114.327582,goal_reached
-0.469541,166,45153.009897,collision
-3.326564,543,46971.029,goal_reached
-4.157951,247,47026.11847,collision
-3.139658,662,47164.876452,goal_reached
-6.528778,476,47266.094904,collision
-1.392364,169,47305.266292,collision
2.230541,175,47345.716286,goal_reached
0.237098,329,47417.335548,goal_reached
2.001501,226,47468.09994,goal_reached
1.864431,218,47517.354946,goal_reached
0.557391,286,47580.339491,goal_reached
3.060853,157,47617.199453,goal_reached
-0.694923,103,47643.052953,collision
-0.474979,284,47705.425411,no_progress
0.231002,94,47729.613307,collision
1.013121,295,47794.295109,goal_reached
0.649544,210,47841.782421,goal_reached
1.78574,201,47887.591007,goal_reached
0.035757,340,47961.629979,goal_reached
-0.455274,371,48915.860021,goal_reached
3.434383,160,48953.273521,goal_reached
-2.267566,161,48990.892012,collision
2.829932,175,49031.282207,goal_reached
2.431513,184,49073.527186,goal_reached
2.493525,178,49114.601735,goal_reached
0.773911,238,49167.806161,goal_reached
1.479359,268,49227.14632,goal_reached
2.451723,168,49266.297982,goal_reached
2.854375,169,49305.569616,goal_reached
2.079535,240,49359.261722,goal_reached
2.981013,154,49395.536488,goal_reached
1.038581,259,49452.885055,goal_reached
2.543109,154,49489.127851,goal_reached
2.825657,174,49529.395631,goal_reached
-3.013132,211,49577.142482,collision
1.577272,207,49624.033179,goal_reached
-0.427309,307,49691.217255,goal_reached
-1.714545,178,49732.345976,collision
3.213883,125,49762.637949,goal_reached
3.019264,135,49794.993968,goal_reached
-0.786021,201,49840.864249,collision
0.619532,284,49903.315272,goal_reached
0.890147,238,49956.543576,goal_reached
0.004307,67,49975.197093,collision
-0.529872,99,50000.24262,collision
-0.378679,360,50762.469829,goal_reached
-1.849159,182,50804.388093,collision
2.320624,212,50852.304585,goal_reached
-1.468762,167,50891.230571,collision
1.186815,234,50943.616826,goal_reached
0.949196,257,51000.741789,goal_reached
0.36624,312,51068.876103,goal_reached
2.479644,188,51111.955286,goal_reached
2.670192,189,51155.250224,goal_reached
-2.239589,182,51197.052853,collision
-1.317475,183,51239.125963,collision
-1.514178,99,51264.171562,collision
-0.160102,110,51291.492469,collision
-0.584905,173,51331.724259,collision
-3.263717,304,51398.410683,no_progress
-0.641548,163,51436.518702,collision
-4.606073,327,51507.611961,collision
2.474877,198,51552.621016,goal_reached
0.896956,257,51609.746211,goal_reached
2.041184,189,51653.05917,goal_reached
-0.392149,86,51675.564335,collision
-1.825186,257,51732.61152,collision
2.139727,199,51777.988616,goal_reached
-3.115521,208,51825.234331,collision
1.532579,303,53085.270938,goal_reached
0.508981,295,53150.057905,goal_reached
-0.988162,60,53167.311223,collision
-0.711183,383,53249.780166,goal_reached
1.269796,253,53305.995229,goal_reached
-6.233574,384,53388.800076,collision
1.351529,221,53438.548702,goal_reached
-2.05838,253,53494.878278,collision
-3.923994,296,53559.625612,collision
-0.604442,108,53586.418593,collision
3.235362,117,53615.06897,goal_reached
-0.885476,131,53646.63393,collision
-2.387194,190,53690.138379,collision
-1.275707,176,53730.792754,collision
1.198143,195,53775.27518,goal_reached
-1.01371,125,53805.633351,collision
-0.295944,96,53830.029871,collision
3.324866,155,53866.35539,goal_reached
2.366452,165,53904.821655,goal_reached
-2.909997,301,53970.786119,collision
0.498959,126,54001.312367,collision
-1.068074,141,54034.898328,collision
3.009943,132,54066.579207,goal_reached
-0.434966,60,54083.834353,collision
-2.129627,354,54160.393529,goal_reached
-0.512656,194,55094.014858,collision
0.851478,241,55147.718174,goal_reached
3.479632,165,55186.242347,goal_reached
3.055221,166,55224.901109,goal_reached
2.054312,188,55268.047231,goal_reached
-0.294807,206,55314.822759,collision
-1.365181,102,55340.443018,collision
-1.144888,174,55380.034148,collision
3.167376,134,55412.131345,goal_reached
-0.896156,384,55494.832772,goal_reached
-0.763872,399,55580.540229,goal_reached
2.42291,173,55620.587854,goal_reached
2.440137,158,55657.649251,goal_reached
0.088317,88,55680.534679,collision
-2.523606,446,55775.718501,goal_reached
2.324357,222,55825.687422,goal_reached
2.355527,191,55869.460642,goal_reached
2.44598,162,55907.387699,goal_reached
-0.890454,44,55921.411919,collision
-1.21273,64,55939.427925,collision
0.353939,180,55980.828209,collision
-4.165639,350,56056.679964,no_progress
2.516108,184,56099.03194,goal_reached
1.428073,281,56161.080228,goal_reached
-0.819154,85,56183.401088,collision
-1.748882,263,57130.370805,collision
-1.968743,157,57167.208793,collision
0.403875,245,57221.70969,goal_reached
-1.380398,202,57267.652919,collision
2.785523,188,57310.594304,goal_reached
2.650812,202,57356.535033,goal_reached
1.044819,240,57410.234103,goal_reached
2.603333,169,57449.540864,goal_reached
2.878954,151,57485.22347,goal_reached
2.639168,184,57527.538729,goal_reached
-2.03321,234,57579.955989,collision
-1.212816,201,57625.579434,collision
-2.262707,292,57689.503268,collision
-2.000458,95,57713.723975,collision
3.334635,126,57744.204105,goal_reached
