step,action,reward,state,dwa_vel,dwa_ang,min_obstacle,goal_dist
0,0,-3.0980100371532457,"[0.0039177153996714275, 0.004695127223562889, 0.005252442676686292, 2.413668632507324, 2.4137370586395264, 2.414177656173706, 1.5434846649249505, 1.5828091149867327, 1.5565928149455446, 15.13206317873142, 0.1436134258805546, 0.5, 0.30315789580345154]",0.5,0.30315789580345154,2.413668632507324,15.13206317873142
1,0,0.1362869212103408,"[0.07259022038893277, 0.05949886234088146, 0.06182384968708461, 2.406351327896118, 2.4077394008636475, 2.4079456329345703, 1.5500387399352475, 1.5697009649661386, 1.5238224398940594, 15.112836136023624, 0.1358358210262498, 0.5, 0.30315789580345154]",0.5,0.30315789580345154,2.406351327896118,15.112836136023624
2,0,0.1587109780601633,"[0.008939411184460126, 0.020434972304423704, 0.021160558464223385, 2.4054524898529053, 2.40568470954895, 2.405817985534668, 1.5303765149043564, 1.5500387399352475, 1.5697009649661386, 15.083110186006808, 0.12870460986734678, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.4054524898529053,15.083110186006808
3,0,0.1490371769040636,"[0.026657270089322668, 0.0170817478579824, 0.015326984337198386, 2.4027650356292725, 2.4039626121520996, 2.4042727947235107, 1.5238224398940594, 1.5565928149455446, 1.5434846649249505, 15.058310765054188, 0.12780832500588302, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.4027650356292725,15.058310765054188
4,0,0.13996389151424735,"[0.0548066393454382, 0.06522186144598478, 0.059973603293849855, 2.3973000049591064, 2.397459030151367, 2.3982925415039062, 1.5303765149043564, 1.5369305899146535, 1.5500387399352475, 15.0384722556084, 0.12356563688663247, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.3973000049591064,15.0384722556084
5,0,0.16337145360874306,"[0.081151690493201, 0.07807227892960975, 0.07876078442468527, 2.389094352722168, 2.3895647525787354, 2.3903286457061768, 1.5172683648837624, 1.5238224398940594, 1.5041602148631683, 15.008670217170764, 0.1061631163326564, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.389094352722168,15.008670217170764
6,0,0.15674487693064365,"[0.10207692214860674, 0.10058288983020165, 0.10591216827775968, 2.3790111541748047, 2.379629135131836, 2.379866600036621, 1.5041602148631683, 1.5303765149043564, 1.5172683648837624, 14.983781334567333, 0.09016444138109181, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.3790111541748047,14.983781334567333
7,0,0.1600334508006801,"[0.11095482258348104, 0.11520074891772834, 0.11286988504873192, 2.36787748336792, 2.3680694103240967, 2.3685407638549805, 1.4713898398116831, 1.4844979898322772, 1.5041602148631683, 14.958864009538896, 0.07400599628096405, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.36787748336792,14.958864009538896
8,0,0.16203019620713083,"[0.05507554080750276, 0.05448030689698001, 0.051424460364217536, 2.362274169921875, 2.3625266551971436, 2.363308906555176, 1.464835764801386, 1.5041602148631683, 1.4779439148219802, 14.93391563254666, 0.06433278888671312, 0.0, 0.0]",0.0,0.0,2.362274169921875,14.93391563254666
9,0,0.10488611825063301,"[0.009853158771629978, 0.005760823056678371, 0.013584546651910036, 2.3612914085388184, 2.361952066421509, 2.3619539737701416, 1.4910520648425742, 1.458281689791089, 1.5041602148631683, 14.917850738816194, 0.06121834605149212, 0.0, 0.0]",0.0,0.0,2.3612914085388184,14.917850738816194
