step,action,reward,state,dwa_vel,dwa_ang,min_obstacle,goal_dist
0,0,-5.051564964701349,"[0.13366033301672958, 0.1309463616559793, 0.13092391586846297, 2.3375468254089355, 2.339383363723755, 2.340397357940674, -0.04260148756693072, -0.04915556257722775, -0.036047412556633684, 15.008899442672696, -0.06812928034973487, 0.5, -0.16842104494571689]",0.5,-0.16842104494571689,2.3375468254089355,15.008899442672696
1,0,0.17331536217905952,"[-0.09778027806026161, -0.09029145119761127, -0.08403593675246963, 2.3472437858581543, 2.3483376502990723, 2.348731279373169, -0.06226371259782182, -0.07537186261841589, -0.055709637587524785, 14.979590079492555, -0.05151682090611809, 0.5, -0.16842104494571689]",0.5,-0.16842104494571689,2.3472437858581543,14.979590079492555
2,0,0.1594915830240648,"[-0.047752336055223506, -0.039631095022963025, -0.060697683119604155, 2.3521125316619873, 2.3523783683776855, 2.354919910430908, -0.04915556257722775, -0.055709637587524785, -0.04260148756693072, 14.95961958843613, -0.027246995443922728, 0.5, 0.30315789580345154]",0.5,0.30315789580345154,2.3521125316619873,14.95961958843613
3,0,0.17682976455344793,"[-0.0063812616583065135, -0.004946021436786609, 0.020653928305643346, 2.3527421951293945, 2.3528664112091064, 2.352881908416748, -1.464835764801386, -0.0032770375051485168, -1.458281689791089, 14.929631421673108, 0.04073284486298423, 0.5, 0.30315789580345154]",0.5,0.30315789580345154,2.3527421951293945,14.929631421673108
4,0,0.1485593606844596,"[0.31020098776544713, 0.30725664136060543, 0.30151244181777265, 2.3215198516845703, 2.3219404220581055, 2.3225340843200684, -1.4124031647190098, -1.4189572397293069, -1.3861868646778217, 14.90966972255556, 0.08182018775318367, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.3215198516845703,14.90966972255556
5,0,0.14974411169390323,"[0.26381847679756987, 0.26345948060615126, 0.26695739221484543, 2.294187307357788, 2.294645071029663, 2.2948763370513916, -1.3403083396057425, -1.3796327896675247, -1.3468624146160395, 14.884803372790607, 0.12494293918000787, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.294187307357788,14.884803372790607
6,0,0.1513310387878518,"[0.23211062077081496, 0.2315222124154163, 0.23220241247425713, 2.27067494392395, 2.2711923122406006, 2.2713546752929688, -1.3272001895851484, -1.3403083396057425, -1.3206461145748514, 14.85512059325783, 0.16517260138851286, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.27067494392395,14.85512059325783
7,0,0.13797445949381595,"[0.15161075017886555, 0.1507464334932319, 0.14950037693811014, 2.2556192874908447, 2.2562224864959717, 2.2565085887908936, -1.3140920395645543, -1.3009838895439605, -1.3337542645954454, 14.830503192530912, 0.18130170980009552, 0.5, 0.5052631497383119]",0.5,0.5052631497383119,2.2556192874908447,14.830503192530912
8,0,0.13802542784789448,"[0.05863937894981031, 0.05770208617938378, 0.057479479146407476, 2.249652862548828, 2.2503514289855957, 2.2506601810455322, -1.3206461145748514, -1.3272001895851484, -1.3403083396057425, 14.805920281569211, 0.18070197037754054, 0.5, 0.5726315379142761]",0.5,0.5726315379142761,2.249652862548828,14.805920281569211
9,0,0.12961609894047726,"[0.026909686167678568, 0.03231410107624085, 0.03505051368817112, 2.2470269203186035, 2.2471981048583984, 2.247239828109741, -1.3206461145748514, -1.3337542645954454, -1.3272001895851484, 14.786257013774591, 0.1735521832438116, 0.5, 0.5726315379142761]",0.5,0.5726315379142761,2.2470269203186035,14.786257013774591
10,0,0.1429217481162743,"[-0.032787394425927915, -0.037047390364238014, -0.03749656548280352, 2.2502987384796143, 2.2508950233459473, 2.250981569290161, -1.3468624146160395, -1.3403083396057425, -1.3206461145748514, 14.761668959987185, 0.15627179729268992, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2502987384796143,14.761668959987185
11,0,0.15750801091024025,"[-0.03273529514760298, -0.0291890882349508, -0.034542249821989286, 2.2536418437957764, 2.253875970840454, 2.254509210586548, -1.3796327896675247, -1.3534164896263365, -1.3599705646366336, 14.731976809868423, 0.1343814466364246, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2536418437957764,14.731976809868423
12,0,0.1388521148707736,"[0.00882903409553259, -0.0006677420744520446, 0.001900312570304385, 2.2527623176574707, 2.2539424896240234, 2.254319906234741, -1.3927409396881187, -1.3861868646778217, -1.3730787146572276, 14.71214701210944, 0.12903740323595292, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2527623176574707,14.71214701210944
13,0,0.15871136082262682,"[0.0183178814828109, 0.02359575503110049, 0.021451545106336754, 2.25091290473938, 2.2515602111816406, 2.2521541118621826, -1.3796327896675247, -1.3534164896263365, -1.3403083396057425, 14.682391063787263, 0.1290026791086447, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.25091290473938,14.682391063787263
14,0,0.14876223417295764,"[0.03128408598360539, 0.02893587429208324, 0.03392761030164756, 2.2477810382843018, 2.2486634254455566, 2.2487576007843018, -1.3665246396469306, -1.3730787146572276, -1.3927409396881187, 14.657591923069578, 0.129180236312056, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2477810382843018,14.657591923069578
15,0,0.1487322956719249,"[0.01660190331639883, 0.02297517912394979, 0.020103574515328886, 2.24609112739563, 2.2463247776031494, 2.246711254119873, -1.3992950146984158, -1.3599705646366336, -1.3534164896263365, 14.632790335709114, 0.12935439524501868, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.24609112739563,14.632790335709114
16,0,0.14870603008707706,"[0.023012547362457066, 0.023248621914800694, 0.020035647257403887, 2.243767023086548, 2.2439768314361572, 2.244687795639038, -1.3796327896675247, -1.3403083396057425, -1.3927409396881187, 14.607985042906552, 0.12952277759022968, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.243767023086548,14.607985042906552
17,0,0.14868973698588467,"[0.023880725457713903, 0.021913374401487825, 0.028331767580062582, 2.2413852214813232, 2.241791248321533, 2.2418620586395264, -1.3665246396469306, -1.3861868646778217, -1.3927409396881187, 14.58317162478448, 0.12968549629129722, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2413852214813232,14.58317162478448
18,0,0.12232840164536973,"[0.017956041892961072, 0.020745329954003567, 0.019156240361534644, 2.2394697666168213, 2.2395782470703125, 2.239818572998047, -1.3468624146160395, -1.3796327896675247, -1.3534164896263365, 14.568244670120768, 0.16262753841027644, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2394697666168213,14.568244670120768
19,0,0.142545203237391,"[0.03443993810894515, 0.018907568242835463, 0.0205219015356035, 2.23616361618042, 2.2377631664276123, 2.2378485202789307, -1.3599705646366336, -1.3796327896675247, -1.3992950146984158, 14.543304725417672, 0.16167343084400532, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.23616361618042,14.543304725417672
20,0,0.13263697298021623,"[-0.02074004017128923, -0.012261557604721201, -0.013907099714119898, 2.238234043121338, 2.2389872074127197, 2.239236831665039, -1.3665246396469306, -1.4058490897087128, -1.3861868646778217, 14.52380231420628, 0.1568392472128317, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.238234043121338,14.52380231420628
21,0,0.15912761395749958,"[-0.1248786691298138, -0.12452220324817492, -0.12290606401452839, 2.2505955696105957, 2.2513134479522705, 2.2514030933380127, -1.3861868646778217, -1.445173539770495, -1.3927409396881187, 14.494121858501641, 0.126166487258895, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2505955696105957,14.494121858501641
22,0,0.1561566133589834,"[-0.13849724300952937, -0.13752207862979846, -0.13826062224091817, 2.264410972595215, 2.265031576156616, 2.265194892883301, -1.4124031647190098, -1.464835764801386, -1.445173539770495, 14.46928538243704, 0.09258169385109882, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.264410972595215,14.46928538243704
23,0,0.16283412142631076,"[-0.16051520493397825, -0.15496976305184232, -0.162035458165417, 2.2803456783294678, 2.2804157733917236, 2.281280517578125, -1.4844979898322772, -1.458281689791089, -1.4779439148219802, 14.444369552891217, 0.05998768832666901, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.2803456783294678,14.444369552891217
24,0,0.17031608676839788,"[-0.17981794148253008, -0.18271006571731244, -0.18207257966231988, 2.298638105392456, 2.2990024089813232, 2.299802303314209, -1.5107142898734653, -1.5172683648837624, -1.5369305899146535, 14.419399215158652, 0.023122943483662617, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.298638105392456,14.419399215158652
25,0,0.16385648996537144,"[-0.19533239664376204, -0.20039797656412012, -0.1960593795946138, 2.318624973297119, 2.319507598876953, 2.3198635578155518, -1.5172683648837624, -1.5631468899558416, -1.5434846649249505, 14.399137887584118, -0.008330825918485552, 0.5, 0.6399999856948854]",0.5,0.6399999856948854,2.318624973297119,14.399137887584118
