step,action,reward,state,dwa_vel,dwa_ang,min_obstacle,goal_dist
0,6,0.5001428621863891,"[0.5, 0.5, 0.5, 0.0579763725399971, 0.05831940099596977, 0.058549486100673676, 0.1250007152557373, 0.8749992847442627, 0.12708695232868195, 0.33811259269714355, 0.07970898598432541, 0.5, 0.5]",0.0,0.0,1.8358407020568848,6.97036948873626
1,6,0.0,"[0.5, 0.5, 0.5, 0.0579763725399971, 0.05831940099596977, 0.058549486100673676, 0.1250007152557373, 0.8749992847442627, 0.12708695232868195, 0.33811259269714355, 0.07970898598432541, 0.5, 0.5]",0.0,0.0,1.8358407020568848,6.97036948873626
2,6,3.1357677471088866e-06,"[1.0, 0.0, 0.0, 0.05764921009540558, 0.0587790422141552, 0.05924089252948761, 0.8749992847442627, 0.8739561438560486, 0.8729130625724792, 0.33810955286026, 0.07729244977235794, 0.5, 0.5]",0.0,0.0,1.8375787734985352,6.970306773381318
3,6,8.050962462924361e-07,"[0.5, 0.5, 0.5, 0.05912226811051369, 0.05973276495933533, 0.05976784974336624, 0.8749992847442627, 0.8729130625724792, 0.8739561438560486, 0.33810874819755554, 0.07702550292015076, 0.5, 0.5]",0.0,0.0,1.8556798696517944,6.970290671456392
4,6,3.9383186694053053e-07,"[0.0, 0.0, 0.0, 0.0592159740626812, 0.05980611965060234, 0.060533855110406876, 0.8749992847442627, 0.8739561438560486, 0.8729130625724792, 0.3381083905696869, 0.07610736787319183, 0.5, 0.5]",0.0,0.0,1.8807076215744019,6.970282794819053
5,6,1.4512393606835874e-07,"[0.5, 0.5, 0.5, 0.05713117867708206, 0.05782938003540039, 0.05843649432063103, 0.8749992847442627, 0.8739561438560486, 0.8729130625724792, 0.33810824155807495, 0.06950059533119202, 0.5, 0.5]",0.0,0.0,1.8529168367385864,6.970279892340332
6,6,-1.6938900100349487e-07,"[0.5, 0.5, 0.5, 0.05381448194384575, 0.05452851951122284, 0.054909203201532364, 0.8749992847442627, 0.8739561438560486, 0.8729130625724792, 0.3381083905696869, 0.05957596376538277, 0.5, 0.5]",0.0,0.0,1.7494839429855347,6.970283280120352
7,6,-6.86428833773789e-09,"[1.0, 1.0, 1.0, 0.051300354301929474, 0.051683105528354645, 0.052113596349954605, 0.8749992847442627, 0.8739561438560486, 0.8729130625724792, 0.3381084203720093, 0.04955531284213066, 0.5, 0.5]",0.0,0.0,1.661099910736084,6.970283417406119
8,6,-1.5901017360597792e-07,"[1.0, 1.0, 1.0, 0.049639198929071426, 0.04992867633700371, 0.04997581988573074, 0.8729130625724792, 0.8718699216842651, 0.8708268404006958, 0.3381085693836212, 0.0399191677570343, 0.5, 0.5]",0.0,0.0,1.5945713520050049,6.970286597609591
9,6,-1.0620735401367654e-06,"[0.5, 0.5, 0.5, 0.04779598116874695, 0.04821567237377167, 0.04849505424499512, 0.8749992847442627, 0.8718699216842651, 0.8739561438560486, 0.3381095826625824, 0.03323900327086449, 0.5, 0.5]",0.0,0.0,1.5482100248336792,6.970307839080394
