step,action,reward,state,dwa_vel,dwa_ang,min_obstacle,goal_dist
0,10,-6.176190500032964,"[-0.0008833619744969117, -0.0018356028342299262, -0.00011713301952580195, 2.423064708709717, 2.4239108562469482, 2.4239163398742676, 1.5369305899146535, 1.5631468899558416, 1.5172683648837624, 14.912624765955876, -0.0658144046171838, 0.0, 0.0]",0.0,0.0,2.423064708709717,14.912624765955876
1,4,0.02435279491158827,"[-0.005165031348183878, -0.00039332432063233363, -0.0036647463646940783, 2.4235875606536865, 2.423950672149658, 2.4242873191833496, 1.5828091149867327, 1.5500387399352475, -1.5697009649661386, 14.89135075273454, -0.06568423398158618, 0.0, 0.0]",0.0,0.0,2.4235875606536865,14.89135075273454
2,6,0.013357979655416534,"[0.0052370741111812755, 0.007325655861528815, 0.0066339247262641385, 2.423027992248535, 2.4231679439544678, 2.4235785007476807, -1.5697009649661386, -1.6155794900382179, -1.5762550399764357, 14.876380343769975, -0.06254449653732186, 0.0, 0.0]",0.0,0.0,2.423027992248535,14.876380343769975
3,4,-0.00010218513373633025,"[0.06158126430709632, 0.05170863414920467, 0.05107941539003346, 2.4167745113372803, 2.417917013168335, 2.418391466140747, -1.5828091149867327, -1.5893631899970297, -1.5762550399764357, 14.872907672836822, -0.05677041200625599, 0.5, 0.0]",0.5,0.0,2.4167745113372803,14.872907672836822
4,14,0.008629323462458514,"[0.011261626520391128, 0.021552587646076794, 0.02429525399475316, 2.4156486988067627, 2.415762424468994, 2.4159626960754395, -1.5697009649661386, -1.5828091149867327, -1.5631468899558416, 14.86889209820646, -0.049169277054447846, 0.5, 0.0]",0.5,0.0,2.4156486988067627,14.86889209820646
5,14,0.02100284945083327,"[0.007741302568859469, 0.002680802395238662, 0.00082803769635542, 2.414888620376587, 2.415499210357666, 2.415881395339966, -1.5762550399764357, -1.5697009649661386, -1.5959172650073268, 14.856121271414652, -0.04925127890141523, 0.5, -0.03368420898914337]",0.5,-0.03368420898914337,2.414888620376587,14.856121271414652
6,14,0.035726341723079966,"[-0.0018447932380612397, -0.008208293508676977, -0.006632964451456143, 2.4150795936584473, 2.416348934173584, 2.4165680408477783, -1.5828091149867327, -1.5500387399352475, -1.5631468899558416, 14.82969609023401, -0.05132497734481811, 0.5, -0.03368420898914337]",0.5,-0.03368420898914337,2.4150795936584473,14.82969609023401
7,14,0.04532811030913847,"[-0.019122128642229834, -0.012586033823840541, -0.014231311135218838, 2.417105197906494, 2.41768217086792, 2.4180755615234375, -1.5828091149867327, -1.6090254150279208, -1.5697009649661386, 14.799997498384972, -0.05362371230761953, 0.5, -0.03368420898914337]",0.5,-0.03368420898914337,2.417105197906494,14.799997498384972
8,14,0.05714784310427579,"[-0.04921729296908843, -0.0595135497462415, -0.05684372762798503, 2.4222519397735596, 2.423905611038208, 2.4240198135375977, 1.5369305899146535, 1.5238224398940594, 1.5565928149455446, 14.762173116026508, -0.0632869614991205, 0.5, -0.03368420898914337]",0.5,-0.03368420898914337,2.4222519397735596,14.762173116026508
9,6,-0.1260767164381943,"[20.28390414498846, 20.24602527880187, 20.235622035397213, 0.31689757108688354, 0.3224828541278839, 0.32367685437202454, 2.0350402906972276, 2.0415943657075246, 2.0547025157281187, 14.705274588704183, -0.09051960198713349, 0.5, -0.10105262696743013]",0.5,-0.10105262696743013,0.31689757108688354,14.705274588704183
