step,action,reward,state,dwa_vel,dwa_ang,min_obstacle,goal_dist
0,14,-0.11887125342865185,"[-0.005419647647312388, -0.005080071698593008, -0.00693494717190606, 2.410752773284912, 2.410881280899048, 2.4124083518981934, -1.5565928149455446, -1.5762550399764357, -1.5828091149867327, 14.892205164620048, 0.018362715879048253, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,2.410752773284912,14.892205164620048
1,14,-0.008500003776372583,"[20.03163525374142, 20.03119950489479, 20.04324322043434, 0.2885753810405731, 0.2887500524520874, 0.2890011966228485, 1.733552840223565, 1.746660990244159, 1.7204446902029709, 14.837042448988468, -0.03273640169251024, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,0.2885753810405731,14.858764291245732
2,5,0.004483023256865518,"[0.012720529758330223, -0.013192658784903928, -0.010936061730942682, 0.2872673571109772, 0.2901066243648529, 0.2901257276535034, 1.6876743151514857, 1.7138906151926738, 1.733552840223565, 14.770983432138433, -0.12174812593568474, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,0.2872673571109772,14.770983432138433
3,1,-0.022003682498756866,"[0.014431899528749542, 0.024807978846194203, 0.022641474237453336, 0.2857917249202728, 0.287570059299469, 0.28781068325042725, 1.641795790079406, 1.6745661651308916, 1.7204446902029709, 14.711458550113935, -0.20412247022011298, 0.5, -0.10105262696743013]",0.5,-0.10105262696743013,0.2857917249202728,14.711458550113935
4,1,0.06243228447401147,"[-18.335736172491988, -18.325235115169335, -18.32396389335881, 2.1711580753326416, 2.171856641769409, 2.171966552734375, -0.1933452128037625, -0.18679113779346546, -0.19989928781405952, 14.660549890395064, -0.2692409077084834, 0.5, -0.10105262696743013]",0.5,-0.10105262696743013,2.1711580753326416,14.660549890395064
5,3,0.04486364458201271,"[0.6709296765087058, 0.6772595068738724, 0.66301507839518, 2.101915121078491, 2.1019604206085205, 2.1035404205322266, -0.2588859629067324, -0.27199411292732645, -0.2523318878964358, 14.626187998661411, -0.2919460256962738, 0.5, 0.16842104494571689]",0.5,0.16842104494571689,2.101915121078491,14.626187998661411
6,11,0.062239576994606347,"[0.6486616837230507, 0.6469844392988686, 0.6582524504804982, 2.0374627113342285, 2.03767466545105, 2.038135051727295, -0.3178726379994057, -0.3375348630302968, -0.3244267130097027, 14.571955357300954, -0.30313487371244285, 0.5, 0.16842104494571689]",0.5,0.16842104494571689,2.0374627113342285,14.571955357300954
7,11,0.07043625403178913,"[0.5413671704777413, 0.5298376184032476, 0.5291243320107337, 1.981186032295227, 1.982596516609192, 1.9831310510635376, -0.3703052380817822, -0.38341338810237624, -0.36375116307148514, 14.517504705933941, -0.3013814330343463, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,1.981186032295227,14.517504705933941
8,11,0.08229141414672979,"[0.5515972562469378, 0.5549338559529642, 0.5582790298873102, 1.927503228187561, 1.9285889863967896, 1.928797960281372, -0.4096296881435644, -0.3965215381229703, -0.40307561313326734, 14.456427795701982, -0.290540819384995, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,1.927503228187561,14.456427795701982
9,11,0.0961881075030135,"[0.5458175621746816, 0.5530143519583984, 0.5488754939453441, 1.874350905418396, 1.8747358322143555, 1.8753478527069092, -0.4555082132156436, -0.44240006319504954, -0.4292919131744555, 14.386441210392213, -0.2761037030374176, 0.5, 0.0]",0.5,0.0,1.874350905418396,14.386441210392213
10,5,0.08056612245375422,"[0.31154993016916577, 0.3029468162977533, 0.30753521854132143, 1.8412697315216064, 1.8425681591033936, 1.8426929712295532, -0.4817245132568315, -0.48827858826712855, -0.5013867382877226, 14.332887442038535, -0.2642152344616995, 0.5, 0.0]",0.5,0.0,1.8412697315216064,14.332887442038535
11,5,0.0736460953916391,"[0.1600922643396055, 0.16926415780383602, 0.16708253795109534, 1.8244738578796387, 1.8248100280761719, 1.825163722038269, -0.48827858826712855, -0.5013867382877226, -0.5144948883083167, 14.280499094531173, -0.23096156724083894, 0.5, 0.0]",0.5,0.0,1.8244738578796387,14.280499094531173
12,11,0.0898631417682972,"[0.06821456120572005, 0.06994244348187266, 0.06862991752210289, 1.8176215887069702, 1.8177841901779175, 1.8182697296142578, -0.5144948883083167, -0.5079408132980197, -0.5013867382877226, 14.216327282858092, -0.18765528136486287, 0.5, 0.0]",0.5,0.0,1.8176215887069702,14.216327282858092
13,11,0.09530760041634562,"[0.07740644419631289, 0.07316151008466311, 0.07288118424710134, 1.8097872734069824, 1.8103795051574707, 1.8108934164047241, -0.5276030383289108, -0.5341571133392078, -0.5079408132980197, 14.159892773586252, -0.15819308439148916, 0.5, 0.23578946292400357]",0.5,0.23578946292400357,1.8097872734069824,14.159892773586252
14,5,0.08230159048408178,"[-0.020311362809315867, -0.01955967976710335, -0.027017376273653568, 1.811916470527649, 1.8124299049377441, 1.8137255907058716, -0.5603734133803959, -0.5538193383700989, -0.5472652633598019, 14.115173576712197, -0.14116015905891866, 0.5, 0.23578946292400357]",0.5,0.23578946292400357,1.811916470527649,14.115173576712197
15,11,0.10352302325912595,"[-0.07951280955818442, -0.08868845052716354, -0.07631471687365263, 1.8196372985839844, 1.8210417032241821, 1.8211358785629272, -0.5996978634421781, -0.6062519384524752, -0.57348156340099, 14.045254488830924, -0.12873041363020654, 0.5, 0.23578946292400357]",0.5,0.23578946292400357,1.8196372985839844,14.045254488830924
16,11,0.11341034728792215,"[-0.16423555523634992, -0.15605024708834248, -0.15546177602420608, 1.8365384340286255, 1.8371005058288574, 1.8371341228485107, -0.6390223135039603, -0.6455763885142574, -0.6324682384936633, 13.955853744014934, -0.12580050240145413, 0.5, 0.23578946292400357]",0.5,0.23578946292400357,1.8365384340286255,13.955853744014934
17,11,0.10569774024135824,"[-0.07566687102552082, -0.0779232331974948, -0.08138891894166156, 1.8440420627593994, 1.8448278903961182, 1.8452051877975464, -0.6914549135863366, -0.6717926885554455, -0.6849008385760396, 13.8814541145742, -0.13004148958017403, 0.5, 0.23578946292400357]",0.5,0.23578946292400357,1.8440420627593994,13.8814541145742
18,11,0.10538802923037352,"[-0.5318414344255242, -0.5244040639434411, -0.521191159226838, 1.8956242799758911, 1.895688772201538, 1.8957544565200806, -0.7438875136687129, -0.7373334386584158, -0.7504415886790099, 13.807099086092592, -0.1357897002086177, 0.5, 0.23578946292400357]",0.5,0.23578946292400357,1.8956242799758911,13.807099086092592
19,11,0.07155416021835055,"[-0.16811447549955685, -0.17498081263077106, -0.17881942858187067, 1.9131715297698975, 1.9139527082443237, 1.9144190549850464, -0.7897660387407921, -0.7832119637304951, -0.776657888720198, 13.800561647157638, -0.13429118498252857, 0.5, 0.16842104494571689]",0.5,0.16842104494571689,1.9131715297698975,13.800561647157638
20,11,0.11284105821094406,"[-0.38896766272076866, -0.3845282478736657, -0.38075083141182336, 1.9546371698379517, 1.9549450874328613, 1.9550087451934814, -0.8094282637716832, -0.8225364137922773, -0.8159823387819802, 13.71137876435595, -0.13500766379798845, 0.5, 0.16842104494571689]",0.5,0.16842104494571689,1.9546371698379517,13.71137876435595
21,11,0.1070903251864811,"[-0.4406333710194543, -0.44689309269564836, -0.4473021051320683, 1.997659683227539, 1.9985787868499756, 1.9986823797225952, -0.8487527138334654, -0.8290904888025743, -0.8356445638128713, 13.634125648988963, -0.13072464994025568, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,1.997659683227539,13.634125648988963
22,11,0.0953446811783862,"[-0.42060019415563404, -0.41536174383649654, -0.43336686504307537, 2.0404248237609863, 2.04081130027771, 2.042745590209961, -0.8618608638540595, -0.8553067888437624, -0.8684149388643565, 13.581738181735764, -0.11698104896426864, 0.5, 0.10105262696743013]",0.5,0.10105262696743013,2.0404248237609863,13.581738181735764
23,11,0.10445405789383871,"[-0.23985895411961014, -0.2380688947957848, -0.22105208712821411, 2.065854549407959, 2.0660512447357178, 2.0661814212799072, 1.4976061398528713, 1.5041602148631683, 1.4779439148219802, 13.512654195179357, -0.10175870768729833, 0.5, 0.0]",0.5,0.0,2.065854549407959,13.512654195179357
24,5,0.09730057616525224,"[0.029078645487255996, 0.02236375261712824, 0.02339179820217394, 2.063089609146118, 2.063924789428711, 2.0639572143554688, 1.5369305899146535, 1.4976061398528713, 1.4910520648425742, 13.443661812015174, -0.08391230833678254, 0.5, 0.0]",0.5,0.0,2.063089609146118,13.443661812015174
25,5,0.08107605096053264,"[0.010596916403413646, 0.015198736385496722, 0.014750813333961997, 2.0620179176330566, 2.062387704849243, 2.0624654293060303, 1.5303765149043564, 1.5565928149455446, 1.5369305899146535, 13.393754438746154, -0.05755271347954993, 0.5, -0.10105262696743013]",0.5,-0.10105262696743013,2.0620179176330566,13.393754438746154
